# frame   <Re>    <Re^2>
266 10.488506 110.320490
267 9.812909 98.541874
268 9.209222 88.375998
269 9.306418 91.292562
270 10.268246 107.221962
271 9.830268 99.427201
272 9.235875 89.014839
273 9.498332 90.789566
274 9.811965 96.824101
275 8.775989 77.417940
276 10.038539 101.293849
277 10.647491 113.819531
278 10.702204 114.695082
279 10.170661 103.773082
280 10.689892 114.320930
281 11.750321 144.163819
282 12.510582 157.699583
283 12.057944 146.735451
284 11.560669 137.150963
285 12.760287 162.886627
286 12.197099 149.411376
287 11.889329 141.801960
288 11.470876 132.506459
289 10.737041 116.237859
290 11.360713 129.704870
291 10.989406 121.696661
292 11.219029 126.735084
293 11.750760 138.364110
294 11.522720 133.260647
295 11.556567 134.049404
296 11.868567 141.118823
297 10.861537 118.254140
298 10.652849 114.607525
299 10.273594 107.047910
300 12.252303 153.802113
301 11.364048 133.258558
302 10.627234 115.748748
303 10.561185 112.932014
304 11.012722 124.284355
305 9.614290 94.410278
306 10.293309 110.916842
307 10.820280 117.307193
308 11.540632 133.230196
309 11.666220 136.318123
310 11.933847 142.422188
311 10.703750 114.575979
312 11.202407 125.495271
313 10.498602 111.931192
314 12.146351 148.202748
315 10.948651 120.137113
316 11.047351 122.063644
317 11.322551 128.220780
318 11.128220 123.938390
319 11.412920 131.011095
320 11.691952 136.704695
321 10.898139 118.968898
322 11.545530 133.344045
323 11.811957 139.609512
324 9.546533 91.136300
325 11.156330 124.463709
326 10.408996 108.347204
327 10.284952 105.780241
328 11.337459 128.537976
329 9.937818 98.760229
330 10.559467 111.502349
331 12.254788 150.179825
332 11.348972 128.799161
333 12.288562 151.008744
334 12.561921 157.801861
335 11.789187 138.984921
336 11.817502 139.653344
337 10.519999 110.670384
338 11.995441 143.890600
342 11.416315 130.332649
343 10.773351 116.880261
344 11.067849 122.770141
345 11.832398 140.408512
346 11.743976 138.467738
347 10.775223 117.129548
348 10.104935 103.222721
349 11.579666 134.088656
350 11.476322 131.705976
351 10.575868 112.772720
352 12.368580 153.013391
353 11.472469 131.647208
354 11.864033 140.755289
355 13.415559 179.977225
356 13.942847 194.402976
357 13.401504 179.600301
358 12.120093 146.896649
359 12.213079 149.159301
360 12.629326 159.499881
361 12.503109 156.327725
362 12.269518 150.541076
363 12.705338 161.425604
364 11.310463 127.926569
365 11.231359 126.143425
366 11.689518 136.644829
367 11.973584 143.366724
368 10.519663 110.663304
369 10.780841 116.226529
370 9.810030 96.236689
371 10.110744 102.227141
372 10.692108 114.321169
373 9.962672 99.254825
420 14.211389 201.963564
421 13.294257 176.737281
422 14.386421 206.969096
423 12.506466 156.411704
424 13.000598 169.015544
425 12.542541 158.602609
426 12.028495 147.209245
427 12.636186 165.070407
428 11.618946 141.504273
429 11.790068 141.810999
430 12.161399 152.010881
431 10.401808 108.197604
432 9.142525 83.585769
433 10.145839 102.938039
434 10.341748 106.951744
435 9.315638 86.781113
436 11.226356 126.031061
437 11.070282 122.551136
438 9.508863 90.418483
439 11.387286 129.670290
440 10.632133 113.042257
441 10.840698 117.520731
442 10.752164 115.609025
443 10.105303 102.117158
444 9.619988 92.544160
445 10.663703 113.714553
446 11.354314 128.920456
447 12.295952 151.190447
448 13.438897 180.603940
449 11.460632 131.346093
450 11.353038 128.891478
451 11.551611 133.439713
452 11.189013 125.194020
453 10.180270 103.637905
454 10.727751 115.084649
455 9.757851 95.215661
456 10.823297 117.143748
457 10.743042 115.412945
458 9.899472 97.999541
459 11.763688 138.384350
460 11.185829 125.122781
461 13.570335 184.154004
462 12.375423 153.151106
463 12.177725 148.296980
464 12.584089 158.359300
465 12.359638 152.760654
478 11.727783 137.540889
479 11.076614 122.691369
480 10.798743 116.612849
481 10.735280 115.246241
482 10.589253 112.132276
483 10.907613 118.976025
484 9.902376 98.057056
485 9.817238 96.378156
486 10.745117 115.457529
487 10.035593 100.713129
488 11.618495 134.989425
489 11.199309 125.424516
490 12.828415 164.568236
491 11.975124 143.403600
492 11.743673 137.913849
493 12.411669 154.049525
494 13.654621 186.448676
495 11.870314 140.904364
496 12.927262 167.114104
497 13.012278 169.319381
531 13.121879 172.183704
532 11.784351 138.870921
533 12.449458 154.988996
534 12.712282 161.602104
535 12.409371 154.363393
536 11.672899 136.355687
537 11.515927 133.217202
538 11.888990 141.678452
539 12.229444 150.145196
540 12.155830 147.863895
541 11.440124 131.441286
542 12.287835 150.990900
543 13.706687 187.873261
544 11.976355 143.433076
550 12.596600 158.674344
551 12.077517 145.866416
552 12.509901 156.497625
553 11.485481 131.916276
554 10.854033 117.810029
555 10.495194 110.149089
556 11.186440 125.136449
558 10.153039 103.084200
559 10.134066 102.699296
560 9.918721 98.381025
561 10.872313 118.207181
562 12.019879 144.748162
563 11.110496 123.450843
564 11.914550 142.067649
565 11.919053 142.083430
566 11.629275 136.463077
567 12.370011 153.684991
568 12.880810 166.265681
569 12.611475 159.101287
570 12.764250 162.926089
573 13.054520 170.420489
574 13.011942 169.310629
575 12.694190 161.142449
576 13.091112 171.377204
577 12.306104 155.054072
578 11.708241 137.299116
579 11.615851 137.640195
580 11.518153 133.707442
581 11.449576 135.599635
582 11.188103 125.950627
583 11.229665 126.911130
584 11.471185 133.335633
585 10.557001 111.617450
586 10.688419 116.393983
587 10.575872 114.349843
588 10.960109 121.938168
589 11.778210 140.310504
590 10.952031 121.398649
591 11.417118 130.881633
592 11.517137 134.143146
593 12.692844 161.164848
594 12.712341 161.616998
595 12.767852 163.022016
596 12.235855 151.443713
597 11.091445 125.708770
598 11.570349 134.559010
599 11.270191 133.043342
600 11.320685 132.816094
601 12.032528 147.100524
602 11.788267 141.007265
603 11.629890 136.954049
604 11.337085 130.181803
605 10.248557 105.886898
606 10.666321 114.984248
607 11.120420 124.243947
608 11.669989 137.931181
609 11.607358 135.082474
610 11.559859 136.305922
611 11.637504 137.010559
612 12.376880 153.544047
613 11.578137 134.253991
614 12.143397 147.886694
615 11.362407 129.156737
616 10.888756 120.376849
617 11.163858 125.658200
618 11.200842 125.493459
619 12.121675 146.950323
620 12.814742 164.218265
621 12.259180 150.371600
622 12.027854 145.097331
623 12.423867 154.877842
624 11.442756 131.350304
625 12.414837 154.134533
626 11.751600 138.247084
627 11.406601 130.827201
628 11.416405 130.464411
629 11.953037 143.654707
630 11.458249 131.291707
631 11.612843 135.397800
632 11.897080 142.662554
633 11.795853 141.391467
634 12.080672 146.692183
635 12.208236 150.677506
636 12.390912 153.934519
637 11.528245 133.506587
638 11.628816 136.499698
639 12.174903 148.810172
640 12.109589 147.279570
641 11.767392 138.763965
642 11.419464 131.184444
643 11.971935 143.553029
644 12.112306 147.741750
645 12.281224 151.026835
646 12.803984 165.157309
647 12.063090 147.158948
648 11.562269 135.986955
649 12.364130 153.105811
650 12.793577 165.001677
651 12.206508 150.785179
652 12.605639 159.222784
653 11.636328 137.612561
654 11.734974 140.737505
655 12.038021 145.676305
656 12.784625 164.262874
657 12.020246 144.995210
658 11.953279 143.261654
659 12.112872 146.831349
660 11.818467 139.856647
661 12.293948 151.257481
662 11.907203 141.922346
663 11.302406 127.907677
664 11.829938 140.205599
665 11.732289 138.202353
666 11.819812 139.739787
667 10.818324 117.112471
668 10.758464 116.526693
669 11.189209 125.198699
670 11.589475 134.532086
671 12.212555 149.297459
672 12.422435 154.826637
673 12.059676 145.893961
674 10.703262 114.564178
675 11.458168 131.550507
676 11.099313 123.573390
677 10.636515 113.960427
678 11.396294 131.156811
679 11.855238 142.392369
680 11.137203 124.487173
681 10.168576 104.931903
682 11.189608 125.207917
683 11.914948 141.976794
684 12.086592 146.086983
685 11.585443 134.222501
686 10.717236 114.859144
688 12.122055 146.944217
689 12.253308 150.143556
690 10.639418 113.197225
691 11.506301 132.394961
692 11.453658 131.186277
693 12.220749 149.346705
699 13.363122 178.573021
700 12.926706 167.099736
701 12.451202 155.032424
702 12.437152 154.682750
703 12.186217 148.503893
704 12.423460 154.355118
705 12.889003 166.163812
706 13.036707 170.049366
707 12.455512 155.930326
708 11.846168 140.656082
709 11.970866 144.793979
710 12.596167 159.267926
711 12.752348 163.831377
712 12.468677 157.770385
713 12.202105 149.969911
714 13.046686 171.273424
715 12.731556 162.714814
716 12.602219 158.830767
717 12.684572 161.723386
718 13.237104 176.155052
719 12.680855 161.106136
720 11.869805 141.159087
721 12.055801 146.712969
722 11.820388 140.716145
723 12.090759 146.397894
724 11.763832 139.865453
725 11.820510 139.904376
726 12.221772 149.485460
727 12.140945 147.485325
728 11.763247 139.430902
729 11.139658 124.376738
730 12.005408 145.643794
731 10.916155 119.955850
732 10.989752 120.962592
733 12.035962 144.993658
734 11.180587 126.664730
735 10.847396 119.444165
736 11.405919 130.905371
737 11.336322 128.709938
738 11.458141 131.866093
739 11.538884 133.241561
740 11.334705 129.326741
741 11.839865 142.377111
742 11.778065 139.969167
743 10.198275 107.129448
744 10.324359 110.572471
745 9.451637 89.371463
746 8.619496 74.899592
747 9.307258 86.807852
748 10.139388 105.008191
749 9.889260 102.382270
750 10.517394 114.100823
751 10.862185 121.587660
752 8.864869 79.593345
753 9.341789 87.393783
754 9.071754 82.607363
755 9.291919 86.360500
756 9.819554 97.235475
757 10.095005 102.048234
758 9.874449 99.814125
759 9.621911 94.108606
760 10.061402 101.266191
761 10.150574 103.041152
762 11.023439 122.617255
763 10.850785 117.811571
764 11.086596 122.921349
765 10.719824 116.645115
766 10.896810 118.759702
767 11.347577 128.852235
768 10.447381 109.173111
769 10.629344 113.040086
770 10.299904 106.102693
771 9.851746 97.109458
772 10.447277 109.386002
773 10.994328 121.046831
774 11.378371 129.477700
775 10.358792 107.596632
776 11.433214 130.738755
777 11.266867 128.014865
778 10.569538 114.106062
779 8.861747 78.879662
780 9.445291 89.799994
781 9.319928 86.930507
782 9.011733 81.211477
783 9.501742 90.294209
784 10.184328 103.720536
785 10.576363 111.859464
786 12.029648 144.712425
787 10.585667 112.056344
788 10.510750 110.487783
789 10.395826 108.073955
790 11.206533 125.587925
791 12.137353 147.319145
792 11.380870 129.546450
793 12.334659 152.296704
794 11.478128 131.773476
795 11.824937 140.443218
796 10.809549 117.045260
797 11.224776 125.995604
798 11.817420 139.651425
799 11.574930 133.979000
800 11.755814 138.199169
801 12.479930 155.748649
802 12.306607 151.452584
803 11.062970 122.389309
804 11.613464 134.872549
805 12.165466 147.998569
806 12.155886 150.837764
807 11.802970 141.381359
808 11.988590 144.173878
809 12.231228 150.454008
810 10.761971 115.821706
811 11.275134 127.354311
812 11.315638 128.043670
813 10.816742 117.001902
814 11.700853 136.909967
815 11.775953 138.673067
816 12.101477 146.445755
817 9.993601 99.872061
818 10.315128 106.401862
819 10.365221 107.437802
820 9.735846 94.786700
821 8.542393 72.972480
822 9.730315 94.679037
823 9.936521 98.734444
824 9.666696 93.445010
825 8.574405 73.520426
826 9.107617 82.948679
827 8.924235 79.641965
828 8.573484 73.504629
829 9.079748 82.441815
830 8.860236 78.503786
831 9.503847 90.323114
832 9.628684 92.711554
833 8.523020 72.641865
834 8.879695 78.848981
837 12.327033 151.955736
838 11.613496 134.873281
839 12.694063 161.139225
840 12.178595 148.318169
841 11.235932 126.246164
842 10.462403 109.461876
843 11.637009 135.419969
844 12.213548 149.170761
845 11.745429 137.955096
846 10.854670 117.823864
847 11.227181 126.049604
848 11.391809 129.773316
849 11.084408 122.864101
850 11.347576 128.767481
851 11.254667 126.667529
852 10.934340 119.559800
853 10.442779 109.051629
854 11.074816 122.651541
855 10.537954 111.048464
856 9.753086 95.122681
859 11.051245 122.130025
860 11.126767 123.804941
861 12.243597 149.905656
862 12.332529 152.091261
863 12.471297 155.533256
864 11.959743 143.035461
865 11.688781 136.627604
866 11.370864 129.372115
867 11.650589 135.956433
868 11.826059 139.900058
869 11.004666 121.383582
870 11.138633 124.149705
871 11.949392 142.885407
872 11.756719 139.659219
873 11.596066 134.468757
874 12.171606 148.325388
875 12.077588 145.909945
876 11.885436 141.416356
877 11.111040 124.460603
878 11.579736 134.467327
879 11.631759 135.323191
880 11.959694 143.314517
881 11.306034 128.616015
882 10.653132 114.699928
883 11.658192 136.743389
884 11.797062 139.491309
885 11.608809 136.172088
886 11.099595 124.142468
887 11.994641 145.002086
888 10.570247 113.582436
889 11.037583 124.093349
890 12.574435 158.837331
891 11.964139 145.003744
892 12.792196 163.756689
893 12.545148 157.555267
894 12.192061 148.765830
895 11.232779 126.178409
896 10.381673 110.500191
897 10.965153 120.553758
898 11.123656 123.805036
899 10.850040 117.732121
900 11.119987 123.669437
901 11.529104 133.068897
902 11.978214 143.675772
903 11.373983 130.008231
904 11.174378 127.101749
905 11.285652 128.164841
906 12.554472 158.005238
907 11.063059 122.603730
908 11.557854 134.266160
909 11.554039 134.017267
910 11.663660 136.051805
911 12.124247 148.445534
912 11.716697 138.210687
913 10.721016 115.511923
914 10.602065 112.458051
915 11.406087 132.841341
916 12.256283 150.317004
917 12.632362 159.705801
918 12.077527 147.187898
919 12.454410 155.931970
920 11.380288 131.347120
921 11.741816 139.524497
922 13.103206 171.700143
923 13.089401 171.448303
924 13.247886 175.506484
925 13.492049 182.035384
926 11.425893 130.551029
927 11.685735 136.556409
928 9.473662 89.750270
929 9.480149 89.873225
930 11.048340 122.065825
931 11.395289 129.852616
932 10.827714 117.239400
933 10.942658 119.741769
934 10.689500 114.265400
935 12.867995 165.585290
936 12.223069 149.403425
937 11.245785 126.467681
938 12.622175 159.319296
939 12.920892 166.949457
940 11.954408 142.907865
941 12.785088 163.458473
942 12.661281 160.308045
943 13.351125 178.252526
944 12.883782 166.582724
945 12.156466 147.851813
946 13.655421 187.023220
947 12.188607 148.596708
948 12.469781 155.552466
949 11.813863 139.643464
950 11.344112 129.767015
951 12.274055 150.717580
952 12.701960 162.011640
953 11.968680 143.249300
954 11.101591 123.245321
955 12.158214 147.822169
956 11.038454 121.847465
957 11.399344 129.945053
958 11.714568 137.231101
966 11.192419 125.270234
967 12.081443 147.542623
968 12.383711 153.560387
969 12.493343 156.358303
970 12.267631 150.516007
971 12.163763 148.244952
972 12.473391 155.692860
973 12.529026 157.040607
974 12.132889 147.336253
975 12.151926 147.669297
976 11.205475 125.562669
977 12.834729 164.730265
978 11.740640 137.842621
979 12.683030 160.859241
980 11.940705 142.580437
981 11.632361 135.794867
982 12.552017 157.721249
983 11.532717 133.003565
984 13.513498 182.614626
985 12.420383 154.265909
986 13.468795 181.408437
987 13.118282 172.089320
988 13.450063 180.904206
989 12.179522 148.340748
990 13.913726 193.591785
991 12.744015 162.409929
992 12.791181 163.614318
993 11.691666 136.695047
994 12.288933 151.017886
995 12.884067 165.999190
996 11.282420 127.293000
997 12.847254 165.051930
998 10.725547 115.037361
999 13.056780 170.479495
