# frame  R_idx  L_idx   Re    Re2
49 38 39 10.948330 119.865924
50 31 40 10.290877 105.902156
50 38 39 9.989331 99.786725
51 31 40 8.110134 65.774281
51 38 39 10.643924 113.293124
52 31 40 9.813255 96.299981
52 38 39 9.776033 95.570816
53 31 40 10.590775 112.164525
53 38 39 11.373917 129.365981
54 31 40 8.723955 76.107384
54 38 39 10.173722 103.504625
55 31 40 10.803512 116.715864
55 38 39 9.152096 83.760864
56 31 40 10.310882 106.314296
56 38 39 10.452775 109.260504
57 31 40 9.856304 97.146729
57 38 39 9.806673 96.170836
58 31 40 11.499212 132.231876
58 38 39 12.505433 156.385864
59 31 40 11.781223 138.797204
59 38 39 12.166514 148.024061
60 31 40 10.969479 120.329469
60 38 39 12.594504 158.621541
61 31 40 10.277683 105.630776
61 38 39 11.920375 142.095349
62 31 40 9.349367 87.410664
62 38 39 11.521867 132.753425
63 31 40 11.441097 130.898696
63 38 39 11.414635 130.293901
64 31 40 10.364087 107.414296
64 38 39 10.401601 108.193309
65 31 40 10.001119 100.022381
65 38 39 11.468395 131.524076
66 31 40 9.124533 83.257100
66 38 39 9.940010 98.803789
67 1 24 11.376804 129.431661
67 31 40 9.088653 82.603616
67 38 39 8.544313 73.005292
68 1 24 9.996376 99.927525
68 31 40 9.352824 87.475316
68 38 39 7.236651 52.369124
69 1 24 9.949695 98.996425
69 31 40 9.585332 91.878596
69 38 39 7.310068 53.437100
70 1 24 11.436925 130.803261
70 31 40 10.110870 102.229700
70 38 39 8.471798 71.771364
71 1 24 11.204553 125.542004
71 31 40 9.653128 93.182884
71 38 39 11.134079 123.967725
72 1 24 11.349229 128.805000
72 31 40 9.281428 86.144900
72 38 39 10.753344 115.634400
73 1 24 10.565355 111.626725
73 31 40 9.169869 84.086501
73 38 39 9.892630 97.864136
74 1 24 9.833951 96.706600
74 31 40 10.996346 120.919625
74 38 39 11.281524 127.272776
75 1 24 9.782169 95.690829
75 31 40 10.142204 102.864300
75 38 39 11.201915 125.482889
76 1 24 10.422559 108.629729
76 31 40 8.797131 77.389521
76 38 39 11.403036 130.029225
77 1 24 10.377365 107.689700
77 31 40 10.297136 106.031000
77 38 39 10.837243 117.445841
78 1 24 9.315567 86.779796
78 18 35 10.420490 108.586616
78 31 40 8.436162 71.168829
78 38 39 10.211127 104.267116
79 1 24 10.591898 112.188296
79 18 35 10.670719 113.864244
79 31 40 10.471744 109.657429
79 38 39 12.433904 154.601981
80 1 24 11.161387 124.576564
80 18 35 10.233149 104.717336
80 31 40 10.615924 112.697844
80 38 39 12.368109 152.970124
81 1 24 12.061125 145.470744
81 18 35 9.369950 87.795956
81 31 40 11.062890 122.387541
81 38 39 12.923526 167.017525
82 1 24 12.000644 144.015464
82 18 35 12.023341 144.560729
82 31 40 9.369634 87.790036
82 38 39 11.915188 141.971700
83 1 24 12.654944 160.147616
83 18 35 12.031476 144.756404
83 31 40 10.142330 102.866861
83 38 39 10.202900 104.099161
84 1 24 12.891983 166.203221
84 18 35 10.156733 103.159229
84 31 40 10.597220 112.301069
84 38 39 10.933757 119.547041
85 1 24 12.125310 147.023152
85 10 11 11.949224 142.783961
85 18 35 9.937457 98.753044
85 31 40 9.956315 99.128216
85 38 39 9.688968 93.876100
86 1 24 11.989504 143.748200
86 10 11 12.907582 166.605664
86 18 35 10.697300 114.432225
86 31 40 10.764723 115.879269
86 38 39 10.464682 109.509569
87 1 24 13.031778 169.827249
87 10 11 12.054425 145.309164
87 18 35 11.216843 125.817569
87 38 39 10.769983 115.992529
88 1 24 11.402399 130.014700
88 10 11 12.881712 165.938509
88 18 35 9.497743 90.207125
88 38 39 10.522361 110.720083
89 1 24 11.387135 129.666842
89 10 11 12.430506 154.517481
89 18 35 10.309476 106.285301
89 38 39 9.582707 91.828266
90 1 24 12.442977 154.827677
90 10 11 12.519844 156.746484
90 18 35 11.107310 123.372341
90 31 40 9.189450 84.445989
90 38 39 10.185940 103.753377
91 1 24 12.253536 150.149133
91 10 11 11.163980 124.634441
91 18 35 10.874029 118.244500
91 31 40 8.861795 78.531416
91 38 39 7.265402 52.786070
92 1 24 12.902215 166.467154
92 10 11 11.386683 129.656541
92 18 35 10.683411 114.135281
92 31 40 8.676598 75.283349
92 38 39 10.692031 114.319525
93 1 24 12.926072 167.083341
93 10 11 10.986124 120.694916
93 31 40 7.394001 54.671256
93 38 39 10.314095 106.380564
94 1 24 11.861889 140.704409
94 10 11 11.600108 134.562501
94 31 40 8.350018 69.722801
94 38 39 10.102712 102.064796
95 1 24 10.908040 118.985345
95 10 11 11.912586 141.909704
95 31 40 8.630146 74.479416
95 38 39 9.532841 90.875061
96 1 24 12.088140 146.123140
96 10 11 10.656657 113.564344
96 31 40 8.754911 76.648464
96 38 39 8.207702 67.366376
97 1 24 12.886880 166.071685
97 10 11 9.747580 95.015325
97 31 40 8.726245 76.147357
97 38 39 9.159826 83.902404
98 1 24 11.908830 141.820241
98 10 11 11.253396 126.638924
98 31 40 7.680223 58.985832
98 32 33 8.506438 72.359481
98 38 39 7.806094 60.935101
99 1 24 11.964360 143.145900
99 10 11 11.065451 122.444204
99 31 40 8.256912 68.176589
99 32 33 9.336499 87.170216
99 38 39 7.519146 56.537556
100 1 24 11.364639 129.155021
100 10 11 11.171638 124.805501
100 31 40 9.371287 87.821029
100 32 33 10.001754 100.035081
100 38 39 6.394346 40.887659
101 1 24 11.137659 124.047449
101 31 40 7.412203 54.940756
101 32 33 11.974281 143.383400
101 38 39 5.649427 31.916025
102 1 24 12.737863 162.253164
102 31 40 8.396926 70.508364
102 32 33 12.044588 145.072100
102 38 39 10.333428 106.779740
103 1 24 12.242842 149.887169
103 31 40 7.223758 52.182673
103 32 33 12.361363 152.803289
104 1 24 13.418459 180.055044
104 31 40 5.521049 30.481986
104 32 33 10.279912 105.676584
105 1 24 12.536308 157.159017
105 31 40 7.969474 63.512522
105 32 33 10.523498 110.744004
106 31 40 7.673080 58.876153
106 32 33 9.534916 90.914625
106 38 39 7.104064 50.467725
107 31 40 6.775792 45.911355
107 32 33 8.629080 74.461025
107 38 39 7.500162 56.252424
108 31 40 8.291251 68.744844
108 32 33 9.220925 85.025461
108 38 39 9.144376 83.619616
109 31 40 8.585604 73.712595
109 32 33 10.923209 119.316500
109 38 39 8.131947 66.128564
110 31 40 8.999964 80.999353
110 32 33 11.249973 126.561900
110 38 39 7.453405 55.553241
111 31 40 7.347296 53.982764
111 32 33 11.321458 128.175400
111 38 39 7.565871 57.242400
112 31 40 7.413039 54.953141
112 32 33 10.038330 100.768061
112 38 39 9.002708 81.048759
113 31 40 8.525328 72.681224
113 32 33 11.573702 133.950581
113 38 39 10.735316 115.247016
114 31 40 8.519592 72.583456
114 32 33 11.360678 129.065000
114 38 39 11.157984 124.500601
115 31 40 9.698565 94.062161
115 32 33 9.735172 94.773581
115 38 39 10.166060 103.348769
116 31 40 9.782511 95.697524
116 32 33 10.008527 100.170609
116 38 39 10.243552 104.930349
117 31 40 11.147577 124.268469
117 32 33 10.960766 120.138381
117 38 39 10.989379 120.766461
118 31 40 8.700677 75.701781
118 32 33 10.384701 107.842025
118 38 39 11.240144 126.340836
119 31 40 9.773423 95.519796
119 32 33 11.126958 123.809200
119 38 39 11.886538 141.289784
120 31 40 10.294677 105.980364
120 32 33 10.188381 103.803104
120 38 39 10.430606 108.797536
121 31 40 10.165808 103.343649
121 32 33 11.838737 140.155700
121 38 39 10.784904 116.314156
122 31 40 9.630395 92.744516
122 32 33 11.850814 140.441801
122 38 39 10.239323 104.843729
123 31 40 10.357360 107.274916
123 32 33 10.534501 110.975721
123 38 39 9.997059 99.941181
124 31 40 11.825641 139.845796
124 32 33 10.071782 101.440784
124 38 39 9.671626 93.540344
125 31 40 11.819269 139.695125
125 32 33 10.572551 111.778836
125 38 39 12.526757 156.919649
126 31 40 9.982300 99.646316
126 32 33 12.712802 161.615325
126 38 39 10.074329 101.492100
127 31 40 11.529413 132.927369
127 32 33 10.288695 105.857236
128 25 26 10.859541 117.929625
128 31 40 13.480761 181.730916
128 32 33 11.273120 127.083225
129 25 26 10.631923 113.037784
129 31 40 12.018337 144.440425
129 32 33 11.396518 129.880629
130 25 26 10.581028 111.958164
130 31 40 12.490768 156.019284
130 32 33 11.758831 138.270101
131 25 26 11.661122 135.981764
131 31 40 10.707623 114.653201
132 25 26 10.242613 104.911124
132 31 40 10.161417 103.254400
133 25 26 9.531838 90.855941
133 31 40 10.013726 100.274700
134 25 26 10.725035 115.026384
134 31 40 10.530106 110.883125
135 25 26 9.665300 93.418025
136 25 26 10.844375 117.600461
137 25 26 11.116457 123.575609
138 25 26 11.117882 123.607304
139 25 26 11.196463 125.360789
140 25 26 11.460084 131.333516
144 39 40 10.080814 101.622801
145 39 40 10.039867 100.798925
146 39 40 11.041080 121.905449
147 39 40 9.532072 90.860404
148 39 40 8.339517 69.547541
149 39 40 9.693398 93.961964
150 39 40 9.273747 86.002380
151 39 40 9.341402 87.261784
152 39 40 10.765157 115.888609
153 39 40 10.240367 104.865125
154 39 40 8.871917 78.710916
155 39 40 11.160882 124.565284
156 39 40 12.265500 150.442484
158 26 33 11.513807 132.567749
159 6 17 11.742492 137.886121
159 26 33 11.031704 121.698484
160 26 33 11.948810 142.774056
161 26 33 11.535230 133.061529
162 39 40 12.302171 151.343416
163 39 40 11.635229 135.378549
164 39 40 11.774761 138.645000
165 39 40 12.511508 156.537844
166 39 40 11.349206 128.804476
167 39 40 11.534542 133.045656
168 39 40 10.470593 109.633316
169 39 40 9.765732 95.369525
170 39 40 10.388669 107.924436
171 39 40 12.202605 148.903576
172 39 40 12.899892 166.407221
173 39 40 10.681069 114.085225
174 39 40 8.368956 70.039425
175 39 40 10.253650 105.137341
176 39 40 11.006257 121.137684
177 39 40 10.949005 119.880709
178 39 40 11.039240 121.864824
179 39 40 10.030704 100.615025
180 39 40 9.026105 81.470564
181 39 40 9.064803 82.170649
182 39 40 9.470310 89.686776
183 32 35 8.337473 69.513461
183 39 40 9.472472 89.727725
184 31 40 11.200925 125.460716
184 32 35 8.916463 79.503305
185 31 40 10.705713 114.612281
185 32 35 7.700461 59.297100
186 31 40 11.377606 129.449929
186 32 35 10.030010 100.601096
187 31 40 10.518723 110.643525
187 32 35 10.311880 106.334861
188 31 40 9.744116 94.947801
188 32 35 12.278826 150.769576
189 31 40 11.569981 133.864469
189 32 35 10.806136 116.772581
190 31 40 12.324609 151.895989
190 32 35 11.098988 123.187544
191 31 40 12.379787 153.259124
191 32 35 7.927870 62.851125
192 31 40 11.199358 125.425625
192 32 35 10.910715 119.043700
193 31 40 12.520963 156.774525
193 32 35 9.996360 99.927204
194 31 40 11.528540 132.907241
194 32 35 8.079310 65.275249
195 31 40 12.665881 160.424536
195 32 35 9.476495 89.803956
196 31 40 11.094771 123.093944
196 32 35 11.167140 124.705025
197 31 40 10.196190 103.962296
197 32 35 12.835047 164.738421
198 31 40 10.597923 112.315976
198 32 35 11.364982 129.162825
199 31 40 12.496147 156.153689
199 32 35 12.315085 151.661309
200 31 40 10.702510 114.543725
200 32 35 10.158469 103.194484
201 31 40 10.574073 111.811021
201 32 35 9.360027 87.610100
202 31 40 10.303556 106.163261
202 32 35 10.034499 100.691176
203 31 40 11.088841 122.962389
203 32 35 8.879661 78.848376
204 31 40 8.991351 80.844384
204 32 35 7.727623 59.716161
205 31 40 10.858726 117.911925
205 32 35 9.097816 82.770249
206 31 40 11.543925 133.262209
206 32 35 11.343554 128.676216
207 31 40 11.194950 125.326904
207 32 35 10.269519 105.463025
208 31 40 9.650676 93.135556
208 32 35 8.985978 80.747796
209 31 40 10.078621 101.578601
209 32 35 10.375420 107.649344
210 31 40 11.110606 123.445556
210 32 35 9.434310 89.006200
211 31 40 9.438782 89.090609
211 32 35 10.667589 113.797449
212 31 40 10.486733 109.971576
212 32 35 12.895218 166.286636
213 31 40 9.509762 90.435576
213 32 35 11.527274 132.878049
214 31 40 8.952043 80.139069
214 32 35 11.078652 122.736524
215 31 40 10.003707 100.074161
215 32 35 10.671876 113.888941
216 31 40 10.782282 116.257609
216 32 35 11.295407 127.586216
217 31 40 10.437482 108.941036
217 32 35 10.206375 104.170100
218 31 40 9.932468 98.653925
218 32 35 11.558195 133.591876
219 31 40 9.983161 99.663500
219 32 35 11.648870 135.696164
220 31 40 10.503253 110.318316
220 32 35 9.533978 90.896736
221 31 40 10.112700 102.266709
221 32 35 9.719775 94.474024
222 31 40 9.804265 96.123604
222 32 35 10.018548 100.371309
223 31 40 11.875389 141.024869
223 32 35 10.591748 112.185121
223 38 39 9.269504 85.923700
224 31 40 10.676493 113.987509
224 32 35 9.276794 86.058900
224 38 39 8.841637 78.174549
225 31 40 10.185759 103.749689
225 32 35 9.858091 97.181956
225 38 39 10.650212 113.427024
226 31 40 11.678335 136.383501
226 32 35 11.020839 121.458900
226 38 39 8.918534 79.540256
227 31 40 10.075549 101.516696
227 32 35 9.650746 93.136901
227 38 39 8.198396 67.213704
228 31 40 10.329906 106.706956
228 32 35 10.584249 112.026329
228 38 39 8.714013 75.934024
229 31 40 9.227465 85.146116
229 32 35 11.456376 131.248541
229 38 39 8.948941 80.083544
230 31 40 9.160654 83.917589
230 32 35 9.671461 93.537156
230 38 39 9.929065 98.586329
231 31 40 8.538905 72.912895
231 32 35 9.096573 82.747636
231 38 39 9.151483 83.749644
232 31 40 8.879241 78.840925
232 32 35 10.696964 114.425044
232 38 39 9.903582 98.080941
233 31 40 8.121037 65.951236
233 32 35 10.206435 104.171309
233 38 39 8.640712 74.661900
234 31 40 10.362351 107.378325
234 32 35 12.339871 152.272421
234 38 39 9.499496 90.240421
235 31 40 9.097896 82.771704
235 32 35 12.055293 145.330100
235 38 39 10.178869 103.609369
236 32 35 12.144938 147.499525
236 38 39 8.290707 68.735825
237 32 35 13.141546 172.700241
237 38 39 8.122966 65.982569
238 6 41 11.488521 131.986104
238 32 35 11.489930 132.018500
238 38 39 9.031681 81.571269
239 6 41 11.321880 128.184965
239 32 35 10.063430 101.272625
239 38 39 9.795342 95.948724
240 6 41 11.662189 136.006645
240 32 35 10.934709 119.567864
240 38 39 10.889004 118.570416
241 32 35 11.687147 136.589400
241 38 39 10.694767 114.378036
242 32 35 10.836006 117.419024
242 38 39 8.857974 78.463696
243 32 35 10.977738 120.510725
243 38 39 9.093901 82.699044
244 32 35 10.193400 103.905400
244 38 39 9.608816 92.329341
245 32 35 10.415863 108.490196
245 38 39 10.976534 120.484309
246 32 35 11.868796 140.868321
246 38 39 10.394074 108.036769
247 32 35 11.874219 140.997069
247 38 39 11.139798 124.095096
248 21 40 11.594714 134.437400
248 32 35 10.141140 102.842729
248 38 39 12.016480 144.395796
249 6 41 12.501419 156.285465
249 21 40 10.264724 105.364556
249 32 35 10.399219 108.143764
250 6 41 11.044574 121.982624
250 21 40 11.691211 136.684404
250 32 35 12.063069 145.517625
251 6 41 11.380812 129.522878
251 21 40 11.177952 124.946609
252 6 41 10.608613 112.542670
252 21 40 9.814461 96.323649
252 32 35 8.994907 80.908349
253 6 41 11.231339 126.142965
253 21 40 9.920818 98.422625
253 32 35 10.811663 116.892056
254 6 41 11.251649 126.599605
254 21 40 10.323364 106.571841
254 32 35 11.892397 141.429109
255 6 41 11.679482 136.410293
255 21 40 10.237750 104.811524
255 32 35 11.511339 132.510916
256 6 41 11.993698 143.848781
256 21 40 9.257492 85.701164
256 32 35 11.563583 133.716461
257 6 41 12.639545 159.758105
257 21 40 8.883126 78.909925
257 32 35 12.449502 154.990100
258 6 41 11.323942 128.231665
258 21 40 10.939438 119.671301
258 32 35 8.614407 74.208001
259 6 41 11.419735 130.410353
259 21 40 10.250878 105.080504
259 32 35 10.125399 102.523704
260 6 41 11.270669 127.027985
260 21 40 10.010317 100.206449
260 32 35 10.261457 105.297496
261 6 41 12.059046 145.420600
261 21 40 10.409694 108.361736
261 32 35 9.441574 89.143321
262 6 41 11.183486 125.070350
262 21 40 10.121101 102.436684
262 32 35 8.730764 76.226244
263 21 40 10.336007 106.833041
263 32 35 9.500042 90.250796
264 21 40 11.108948 123.408716
264 32 35 9.334966 87.141589
265 21 40 11.568333 133.826324
265 32 35 9.745405 94.972909
266 21 40 11.046836 122.032584
266 32 35 9.930176 98.608396
267 10 31 7.811938 61.026376
267 21 40 11.421774 130.456921
267 32 35 10.205015 104.142324
268 10 31 6.602038 43.586900
268 21 40 10.011545 100.231025
268 32 35 11.014085 121.310069
269 10 31 6.309691 39.812200
269 21 40 10.266775 105.406661
269 32 35 11.342787 128.658824
270 10 31 9.119622 83.167500
270 21 40 9.543284 91.074264
270 32 35 12.141834 147.424121
271 10 31 7.591720 57.634209
271 21 40 10.292879 105.943349
271 32 35 11.606207 134.704044
272 10 31 7.801626 60.865361
272 21 40 7.946164 63.141516
272 32 35 11.959834 143.037641
273 10 31 8.474550 71.818000
273 21 40 9.744171 94.948861
273 32 35 10.276275 105.601836
274 10 31 9.135481 83.457021
274 21 40 9.456695 89.429081
274 32 35 10.843717 117.586200
275 10 31 7.883541 62.150225
275 21 40 9.171343 84.113525
275 32 35 9.273083 85.990069
276 10 31 9.578486 91.747400
276 21 40 11.058265 122.285221
276 32 35 9.478867 89.848925
277 10 31 10.578093 111.896041
277 21 40 11.502007 132.296164
277 32 35 9.862372 97.266389
278 10 31 10.304814 106.189196
278 32 35 11.099593 123.200969
279 10 31 10.745761 115.471384
279 32 35 9.595560 92.074781
280 10 31 10.907023 118.963161
280 32 35 10.472760 109.678700
281 9 20 14.480841 209.694744
281 10 31 12.268903 150.525989
281 32 35 8.501219 72.270725
282 9 20 13.674160 186.982641
282 10 31 12.801691 163.883284
282 32 35 11.055895 122.232825
283 9 20 13.692894 187.495349
283 10 31 11.154595 124.424996
283 32 35 11.326341 128.286009
284 9 20 14.098005 198.753749
284 10 31 10.943376 119.757476
284 32 35 9.640626 92.941664
285 6 41 13.187107 173.899778
285 9 20 12.667367 160.462189
285 10 31 12.581684 158.298761
285 32 35 12.604990 158.885781
286 6 41 11.759497 138.285761
286 9 20 12.218704 149.296736
286 10 31 13.475167 181.580116
286 32 35 11.335029 128.482889
287 6 41 12.596237 158.665190
287 9 20 12.514604 156.615304
287 10 31 11.172003 124.813644
287 32 35 11.274471 127.113700
288 6 41 13.111363 171.907844
288 9 20 11.404757 130.068481
288 10 31 10.384822 107.844525
288 21 40 11.789311 138.987849
288 32 35 10.664127 113.723596
289 6 41 11.657613 135.899936
289 9 20 11.438589 130.841309
289 10 31 8.966783 80.403189
289 21 40 10.433860 108.865441
289 32 35 11.188361 125.179421
290 6 41 12.089902 146.165720
290 9 20 12.212196 149.137725
290 10 31 10.062915 101.262249
290 21 40 10.891965 118.634900
290 32 35 11.546591 133.323756
291 6 41 11.196907 125.370717
291 9 20 11.799280 139.223000
291 10 31 9.362238 87.651504
291 21 40 11.599199 134.541425
292 6 41 11.694538 136.762225
292 9 20 12.038210 144.918509
292 10 31 9.639321 92.916500
292 21 40 11.504047 132.343101
293 6 41 11.116273 123.571530
293 9 20 12.068931 145.659101
293 10 31 12.447994 154.952561
293 21 40 11.369839 129.273249
294 6 41 11.665809 136.091108
294 9 20 11.567654 133.810625
294 10 31 12.405984 153.908449
294 21 40 10.451431 109.232404
295 6 41 10.811929 116.897816
295 9 20 12.217704 149.272296
295 10 31 12.300307 151.297541
295 21 40 10.896328 118.729964
296 6 41 11.776370 138.682889
296 9 20 11.788348 138.965156
296 10 31 12.659744 160.269129
296 21 40 11.249805 126.558116
297 6 41 10.846192 117.639878
297 9 20 11.669569 136.178829
297 10 31 10.745642 115.468829
297 21 40 10.184745 103.729024
298 6 41 9.931895 98.642532
298 9 20 12.293451 151.128929
298 10 31 10.849949 117.721400
298 21 40 9.536102 90.937241
299 6 41 9.847666 96.976521
299 9 20 12.285953 150.944629
299 10 31 9.987970 99.759549
299 21 40 8.972789 80.510941
300 9 20 14.171465 200.830425
300 10 31 10.333141 106.773800
301 9 20 13.393080 179.374600
301 10 31 9.335016 87.142516
302 9 20 12.303731 151.381796
302 10 31 8.950737 80.115700
303 9 20 11.741602 137.865225
303 10 31 9.380768 87.998804
304 9 20 12.746016 162.460925
304 10 31 9.279428 86.107784
305 9 20 11.019889 121.437956
305 10 31 8.208691 67.382600
306 9 20 12.521453 156.786796
306 10 31 8.065165 65.046889
307 9 20 11.298541 127.657025
307 10 31 10.342019 106.957361
308 9 20 11.750399 138.071876
308 10 31 11.330866 128.388516
309 9 20 12.132519 147.198021
309 10 31 11.199921 125.438225
310 9 20 12.007830 144.187976
310 10 31 11.859865 140.656400
311 9 20 10.628133 112.957209
311 10 31 10.779367 116.194749
312 9 20 11.165551 124.669525
312 10 31 11.239262 126.321016
313 9 20 11.806480 139.392964
313 10 31 9.190725 84.469421
314 9 20 12.964218 168.070936
314 10 31 11.328484 128.334561
315 9 20 11.462602 131.391241
315 10 31 10.434701 108.882984
316 9 20 10.907054 118.963825
316 10 31 11.187648 125.163464
317 9 20 11.466169 131.473025
317 10 31 11.178933 124.968536
318 9 20 10.810242 116.861325
318 10 31 11.446198 131.015456
319 9 20 10.543238 111.159864
319 10 31 12.282603 150.862325
320 9 20 11.637599 135.433709
320 10 31 11.746305 137.975681
321 9 20 10.451518 109.234221
321 10 31 11.344760 128.703576
322 9 20 11.757141 138.230369
322 10 31 11.333919 128.457721
323 9 20 12.107229 146.585000
323 10 31 11.516685 132.634025
324 10 31 9.546533 91.136300
325 10 31 11.156330 124.463709
326 10 31 10.408996 108.347204
327 10 31 10.284952 105.780241
328 10 31 11.337459 128.537976
329 10 31 9.937818 98.760229
330 10 31 10.559467 111.502349
331 10 31 12.254788 150.179825
332 10 31 11.348972 128.799161
333 10 31 12.288562 151.008744
334 10 31 12.561921 157.801861
335 10 31 11.789187 138.984921
336 10 31 11.817502 139.653344
337 10 31 10.519999 110.670384
338 10 31 11.995441 143.890600
342 10 31 11.396214 129.873701
342 32 39 11.436415 130.791596
343 10 31 9.870482 97.426421
343 32 39 11.676219 136.334100
344 10 31 11.590210 134.332961
344 32 39 10.545488 111.207321
345 10 31 11.197675 125.387924
345 32 39 12.467121 155.429100
346 10 31 11.004548 121.100076
346 32 39 12.483405 155.835400
347 10 31 9.763232 95.320696
347 32 39 11.787213 138.938400
348 10 31 9.049947 81.901541
348 32 39 11.159924 124.543901
349 32 39 11.579666 134.088656
350 32 39 11.476322 131.705976
351 26 35 9.614758 92.443564
351 32 39 11.536979 133.101876
352 26 35 12.546397 157.412081
352 32 39 12.190763 148.614701
353 26 35 11.300268 127.696056
353 32 39 11.644671 135.598361
354 26 35 11.864033 140.755289
355 26 35 13.415559 179.977225
356 26 35 13.942847 194.402976
357 26 35 13.401504 179.600301
358 26 35 12.120093 146.896649
359 26 35 12.213079 149.159301
360 10 31 12.629326 159.499881
361 10 31 12.503109 156.327725
362 10 31 12.269518 150.541076
363 10 31 12.705338 161.425604
364 10 31 11.310463 127.926569
365 10 31 11.231359 126.143425
366 10 31 11.689518 136.644829
367 10 31 11.973584 143.366724
368 10 31 10.519663 110.663304
369 10 31 10.780841 116.226529
370 10 31 9.810030 96.236689
371 10 31 10.110744 102.227141
372 10 31 10.692108 114.321169
373 10 31 9.962672 99.254825
420 14 21 14.211389 201.963564
421 14 21 13.294257 176.737281
422 14 21 14.386421 206.969096
423 14 21 12.506466 156.411704
424 14 21 13.000598 169.015544
425 2 3 11.407965 130.141674
425 14 21 13.677118 187.063544
426 2 3 10.439607 108.985400
426 14 21 13.617382 185.433089
427 2 3 10.312997 106.357914
427 14 21 14.959375 223.782900
428 2 3 9.068578 82.239105
428 14 21 14.169313 200.769441
429 2 3 10.115163 102.316522
429 14 21 13.464972 181.305476
430 2 3 10.133777 102.693437
430 14 21 14.189021 201.328325
431 2 3 10.401808 108.197604
432 2 3 9.142525 83.585769
433 2 3 10.145839 102.938039
434 2 3 10.341748 106.951744
435 2 3 9.315638 86.781113
436 2 3 11.226356 126.031061
437 2 3 11.070282 122.551136
438 2 3 9.508863 90.418483
439 2 3 11.387286 129.670290
440 2 3 10.632133 113.042257
441 2 3 10.840698 117.520731
442 2 3 10.752164 115.609025
443 2 3 10.105303 102.117158
444 2 3 9.619988 92.544160
445 2 3 10.663703 113.714553
446 2 3 11.354314 128.920456
447 2 3 12.295952 151.190447
448 2 3 13.438897 180.603940
449 2 3 11.460632 131.346093
450 2 3 11.353038 128.891478
451 2 3 11.551611 133.439713
452 2 3 11.189013 125.194020
453 2 3 10.180270 103.637905
454 2 3 10.727751 115.084649
455 2 3 9.757851 95.215661
456 2 3 10.823297 117.143748
457 2 3 10.743042 115.412945
458 2 3 9.899472 97.999541
459 2 3 11.763688 138.384350
460 2 3 11.185829 125.122781
461 2 3 13.570335 184.154004
462 2 3 12.375423 153.151106
463 2 3 12.177725 148.296980
464 2 3 12.584089 158.359300
465 2 3 12.359638 152.760654
478 4 11 11.727783 137.540889
479 4 11 11.076614 122.691369
480 4 11 10.798743 116.612849
