# frame	R_proto	L_proto	RB_LB_dist
254	32	35	1.439702
255	6	41	1.472939
255	21	40	1.178989
255	32	35	1.256049
256	6	41	1.101936
256	21	40	1.356976
256	32	35	0.964619
257	6	41	1.387862
257	21	40	1.052794
257	32	35	1.467234
258	6	41	1.271497
258	21	40	1.174095
258	32	35	1.145079
259	6	41	1.254238
259	21	40	1.493397
259	32	35	1.415885
260	6	41	1.454785
260	21	40	1.448663
260	32	35	1.356938
261	6	41	1.139634
261	21	40	1.117750
261	32	35	1.321323
262	6	41	1.339179
262	21	40	1.351398
262	32	35	1.196005
263	21	40	1.139651
263	32	35	1.481597
264	21	40	1.432899
264	32	35	1.239444
265	21	40	1.106451
265	32	35	1.321857
266	21	40	1.453012
266	32	35	1.426898
267	10	31	1.324399
267	21	40	1.104824
267	32	35	1.270369
268	10	31	1.297012
268	21	40	1.392469
268	32	35	1.389451
269	10	31	1.205239
269	21	40	1.112311
269	32	35	0.949930
270	10	31	1.081670
270	21	40	1.106672
270	32	35	1.363567
271	10	31	1.217041
271	21	40	1.192967
271	32	35	1.401809
272	10	31	1.272568
272	21	40	1.419566
272	32	35	1.113303
273	10	31	1.369906
273	21	40	1.230823
273	32	35	1.426273
274	10	31	1.666764
274	21	40	1.155380
274	32	35	1.266517
275	10	31	1.272349
275	21	40	1.290281
275	32	35	1.229558
276	10	31	1.257391
276	21	40	1.434268
276	32	35	1.492820
277	10	31	1.474125
277	21	40	1.361654
277	32	35	1.036938
278	10	31	1.108168
278	32	35	1.249618
279	10	31	1.061256
279	32	35	1.412754
280	10	31	1.346331
280	32	35	1.110542
281	9	20	1.334751
281	10	31	1.420037
281	32	35	1.467385
282	9	20	1.470519
282	10	31	1.368869
282	32	35	1.335704
283	9	20	1.352516
283	10	31	1.058775
283	32	35	1.435198
284	9	20	1.413691
284	10	31	1.429314
284	32	35	1.377584
285	6	41	1.142979
285	9	20	1.289506
285	10	31	1.184490
285	32	35	1.278590
286	6	41	1.480012
286	9	20	1.471279
286	10	31	1.344647
286	32	35	1.425132
287	6	41	1.528133
287	9	20	1.174715
287	10	31	1.179447
287	32	35	1.477008
288	6	41	1.339126
288	9	20	1.357831
288	10	31	0.960073
288	21	40	1.139127
288	32	35	1.289244
289	6	41	1.202547
289	9	20	1.177338
289	10	31	1.438737
289	21	40	1.006372
289	32	35	1.461219
290	6	41	1.302545
290	9	20	1.457384
290	10	31	1.118606
290	21	40	1.237265
290	32	35	1.173517
291	6	41	1.329296
291	9	20	1.399949
291	10	31	1.452880
291	21	40	1.476522
292	6	41	1.463221
292	9	20	1.138517
292	10	31	1.127904
292	21	40	1.468297
293	6	41	1.207413
293	9	20	1.331311
293	10	31	1.325907
293	21	40	1.488373
294	6	41	1.252815
294	9	20	1.380680
294	10	31	1.400099
294	21	40	1.441121
295	6	41	1.378623
295	9	20	1.089672
295	10	31	1.405826
295	21	40	1.249004
296	6	41	1.040174
296	9	20	1.240026
296	10	31	1.135617
296	21	40	1.154836
297	6	41	1.453007
297	9	20	1.275565
297	10	31	1.186121
297	21	40	1.450888
298	6	41	1.433106
298	9	20	1.339058
298	10	31	1.277881
298	21	40	1.197913
299	6	41	1.255815
299	9	20	1.311878
299	10	31	1.307203
299	21	40	1.145468
300	9	20	1.178253
300	10	31	1.262735
301	9	20	1.325422
301	10	31	1.038141
302	9	20	1.235829
302	10	31	1.392790
303	9	20	1.133829
303	10	31	1.136842
304	9	20	1.333485
304	10	31	1.125357
305	9	20	1.192403
305	10	31	1.098585
306	9	20	1.407388
306	10	31	1.341204
307	9	20	1.308338
307	10	31	1.191638
308	9	20	1.286707
308	10	31	1.348266
309	9	20	1.219662
309	10	31	1.458911
310	9	20	1.538022
310	10	31	1.422196
311	9	20	1.336684
311	10	31	1.478502
312	9	20	1.165515
312	10	31	1.207668
313	9	20	1.118896
313	10	31	1.328865
314	9	20	1.136141
314	10	31	1.181042
315	9	20	1.349265
315	10	31	1.137259
316	9	20	1.025252
316	10	31	1.424388
317	9	20	1.124258
317	10	31	1.472157
318	9	20	1.198242
318	10	31	1.511420
319	9	20	1.242560
319	10	31	1.066508
320	9	20	1.211889
320	10	31	1.475943
321	9	20	1.470102
321	10	31	1.448372
322	9	20	1.344970
322	10	31	1.456560
323	9	20	1.460722
323	10	31	1.000297
324	10	31	1.366294
325	10	31	1.447565
326	10	31	1.484930
327	10	31	1.463779
328	10	31	1.056284
329	10	31	1.159572
330	10	31	1.036344
331	10	31	1.441334
332	10	31	1.447261
333	10	31	1.421422
334	10	31	1.492008
335	10	31	1.403135
336	10	31	1.280587
337	10	31	1.238045
338	10	31	1.250961
342	10	31	1.157318
342	32	39	1.523991
343	10	31	1.268267
343	32	39	1.398043
344	10	31	1.228807
344	32	39	1.129193
345	10	31	1.394987
345	32	39	1.459140
346	10	31	1.534463
346	32	39	1.221066
347	10	31	1.471478
347	32	39	1.319615
348	10	31	1.138749
348	32	39	1.414885
349	32	39	1.487577
350	32	39	1.175170
351	26	35	1.070642
351	32	39	1.185985
352	26	35	1.454003
352	32	39	1.376518
353	26	35	1.184237
353	32	39	1.284251
354	26	35	1.137051
355	26	35	1.427885
356	26	35	1.247339
357	26	35	1.215782
358	26	35	1.369809
359	26	35	0.992988
360	10	31	1.345792
361	10	31	1.092955
362	10	31	1.397498
363	10	31	1.075344
364	10	31	1.204379
365	10	31	1.178604
366	10	31	1.027536
367	10	31	1.369022
368	10	31	1.111938
369	10	31	0.912503
370	10	31	1.412432
371	10	31	1.062235
372	10	31	1.229738
373	10	31	1.359044
420	14	21	1.402037
421	14	21	1.071719
422	14	21	1.492207
423	14	21	1.198785
424	14	21	1.451785
425	2	3	1.326252
425	14	21	1.444336
426	2	3	1.136349
426	14	21	1.435559
427	2	3	1.368551
427	14	21	1.397402
428	2	3	1.363518
428	14	21	1.029987
429	2	3	1.482450
429	14	21	1.472778
430	2	3	1.153023
430	14	21	1.441392
431	2	3	1.151019
432	2	3	119.195046
433	2	3	1.434069
434	2	3	119.668051
435	2	3	1.128346
436	2	3	1.382690
437	2	3	119.356082
438	2	3	1.464850
439	2	3	119.434404
440	2	3	1.417409
441	2	3	1.206455
442	2	3	1.304370
443	2	3	1.456820
444	2	3	1.134046
445	2	3	1.218196
446	2	3	118.962922
447	2	3	119.235068
448	2	3	119.095834
449	2	3	118.802662
450	2	3	1.504760
451	2	3	119.075152
452	2	3	119.698191
453	2	3	1.367374
454	2	3	1.446944
455	2	3	1.230020
456	2	3	1.164386
457	2	3	1.108594
458	2	3	1.232869
459	2	3	1.118467
460	2	3	1.173525
461	2	3	1.288578
462	2	3	1.417259
463	2	3	1.472602
464	2	3	119.567144
465	2	3	1.492636
478	4	11	1.338142
479	4	11	1.140814
480	4	11	1.292556
481	4	11	1.214300
482	4	11	1.318583
483	4	11	1.077158
484	4	11	1.224541
485	4	11	1.204243
486	4	11	1.362083
487	4	11	1.080891
488	4	11	1.003506
489	4	11	1.427643
490	4	11	1.330389
491	4	11	1.462063
492	4	11	1.292038
493	4	11	1.371067
494	4	11	1.441430
495	4	11	1.459220
496	4	11	1.306485
497	4	11	1.444358
531	25	40	1.294538
532	25	40	1.346225
533	25	40	1.206946
534	25	40	1.438215
535	25	40	1.140932
535	27	28	0.985315
536	25	40	1.372193
536	27	28	1.176544
537	25	40	1.271259
537	27	28	1.085076
538	25	40	1.201566
538	27	28	1.366883
539	25	40	1.205032
539	27	28	1.433172
540	25	40	1.197429
540	27	28	1.039291
541	25	40	1.260273
541	27	28	1.395360
542	25	40	1.407033
543	25	40	1.514381
544	25	40	1.403180
550	21	26	1.327335
551	21	26	1.390367
552	21	26	1.453964
553	21	26	1.170477
554	21	26	1.296504
555	21	26	1.391708
556	21	26	1.278213
558	21	26	1.088360
559	21	26	1.130771
560	21	26	1.333243
561	21	26	1.249714
562	21	26	1.113787
562	34	37	1.072837
563	21	26	1.105946
563	34	37	1.444335
564	21	26	1.305431
564	25	40	1.017082
564	34	37	1.387949
565	21	26	1.092726
565	25	40	1.201089
565	34	37	1.325932
566	21	26	1.116966
566	25	40	1.159916
566	34	37	1.302109
567	21	26	1.216791
567	25	40	1.255270
567	34	37	1.198160
568	25	40	1.447699
568	34	37	1.408093
569	25	40	1.498122
569	34	37	1.503573
570	25	40	1.285957
573	4	41	1.307861
574	4	41	1.376656
575	4	41	1.056712
576	4	41	1.214626
577	4	41	1.490699
577	22	31	1.144603
578	4	41	1.476971
578	22	31	1.344646
579	4	41	1.109497
579	22	31	1.278133
580	4	41	1.432567
580	10	35	1.122282
580	22	31	1.261141
581	4	41	1.336913
581	10	35	1.534169
581	22	31	1.094060
582	4	41	1.063227
582	10	35	1.402605
582	22	31	1.317886
583	4	41	1.458495
583	10	35	1.339306
583	21	26	1.326432
583	22	31	1.392931
584	4	41	1.455973
584	10	35	1.408609
584	21	26	1.026449
584	22	31	1.382509
585	4	41	1.274389
585	10	35	1.279276
585	21	26	1.023043
585	22	31	1.150187
586	4	41	1.444777
586	10	35	1.479839
586	21	26	1.220858
586	22	31	1.342287
587	4	41	1.294901
587	10	35	1.292541
587	21	26	1.340793
587	22	31	1.404344
588	4	41	1.272573
588	10	35	1.409714
588	21	26	1.327668
588	22	31	1.079185
589	4	41	1.259444
589	10	35	1.056110
589	21	26	1.484101
589	22	31	1.408967
590	4	41	1.369130
590	10	35	1.269145
590	21	26	1.318901
590	22	31	1.280827
591	4	41	1.436732
591	10	35	1.087253
591	21	26	1.176186
591	22	31	1.216732
592	4	41	1.178161
592	10	35	1.399402
592	21	26	1.218046
592	22	31	119.095227
593	4	41	1.183410
593	21	26	1.264374
594	4	41	1.086795
594	21	26	1.258082
595	4	41	1.342370
595	21	26	1.262789
596	4	41	1.355769
596	21	26	1.449889
596	22	31	1.282848
597	4	41	1.427525
597	21	26	1.118749
597	22	31	119.114641
598	4	41	1.403752
598	21	26	1.292943
598	22	31	1.142464
599	4	41	1.162411
599	21	26	1.395441
599	22	31	1.325346
600	4	41	1.351987
600	21	26	1.500227
600	22	31	1.150217
601	4	41	1.119495
601	21	26	1.406485
601	22	31	1.128847
602	4	41	1.462806
602	21	26	1.456556
602	22	31	1.390745
603	4	41	1.441565
603	21	26	1.500827
603	22	31	1.224499
604	4	41	1.023474
604	21	26	1.332597
604	22	31	1.234960
605	4	41	1.174488
605	21	26	1.475593
605	22	31	1.099213
606	4	41	1.443124
606	21	26	1.189215
606	22	31	1.451328
607	4	41	1.424213
607	21	26	1.168519
607	22	31	1.457590
608	4	41	1.424403
608	21	26	1.278144
608	22	31	1.111649
609	4	41	1.177756
609	21	26	1.143695
609	22	31	1.374758
610	4	41	1.463769
610	21	26	1.133949
610	22	31	1.211195
611	4	41	1.272542
611	21	26	1.409428
611	22	31	1.076714
612	4	41	1.447567
612	21	26	1.412498
612	22	31	1.117159
613	4	41	1.074425
613	21	26	1.358587
613	22	31	1.142174
614	4	41	1.233086
614	21	26	1.481981
614	22	31	1.373592
615	4	41	1.389072
615	21	26	1.363856
615	22	31	1.137097
616	4	41	1.202925
616	21	26	1.423949
616	22	31	1.215481
617	4	41	1.238225
617	21	26	1.509744
617	22	31	1.466462
618	4	41	1.277175
618	21	26	1.153566
618	22	31	119.769604
619	21	26	1.436080
619	22	31	119.557210
620	21	26	1.199844
620	22	31	1.429924
621	21	26	1.227163
621	22	31	1.392041
622	4	11	1.431431
622	21	26	1.180917
622	22	31	1.473627
623	4	11	1.227295
623	21	26	1.391101
624	4	11	1.039867
624	21	26	1.363601
625	4	11	1.258859
625	21	26	1.501799
626	4	11	1.347524
626	21	26	1.218410
627	4	11	1.418157
627	21	26	1.358567
628	4	11	0.995458
628	21	26	1.419233
629	4	11	1.514205
629	21	26	1.437285
630	4	11	1.355074
630	21	26	1.147558
631	4	11	1.491367
631	21	26	1.140127
632	2	37	1.157258
632	4	11	1.207417
632	21	26	1.428724
633	2	37	1.311885
633	4	11	1.318131
633	21	26	1.354597
634	2	37	1.376219
634	4	11	1.480947
634	21	26	1.109983
635	2	37	1.476181
635	4	11	1.357978
635	21	26	1.351989
635	22	31	1.450139
636	2	37	1.132729
636	4	11	1.128133
636	21	26	1.077201
636	22	31	1.351148
637	2	37	1.064486
637	4	11	1.367486
637	21	26	1.431695
637	22	31	1.424451
638	2	37	1.318152
638	18	33	1.363716
638	21	26	1.388749
638	22	31	1.279707
639	2	37	1.243423
639	18	33	1.106542
639	21	26	1.421653
639	22	31	1.253466
640	2	37	1.528685
640	18	33	1.472523
640	21	26	1.420044
640	22	31	1.421646
641	2	37	1.192654
641	18	33	1.169118
641	21	26	1.175457
641	22	31	1.174983
642	2	37	1.152161
642	18	33	1.352800
642	21	26	1.231640
642	22	31	1.298947
643	2	37	1.142000
643	18	33	1.232753
643	21	26	1.536809
643	22	31	1.293561
644	2	37	1.086001
644	18	33	1.430923
644	21	26	1.298377
644	22	31	1.347065
645	1	28	1.191666
645	2	37	1.445184
645	18	33	1.345024
645	21	26	1.411537
646	1	28	1.209105
646	2	37	1.489679
646	18	33	1.538961
646	21	26	1.102719
647	1	28	1.148394
647	2	37	1.443843
647	18	33	1.215370
647	21	26	1.337808
648	1	28	1.175311
648	2	37	1.334900
648	18	33	1.357446
648	21	26	1.447742
649	1	28	1.281165
649	18	33	1.174846
649	21	26	1.390351
650	1	28	1.414539
650	18	33	1.287117
650	21	26	1.240397
651	1	28	1.278304
651	18	33	1.357556
651	21	26	1.250344
652	1	28	1.431957
652	18	33	1.400556
652	21	26	1.143164
653	1	28	1.146302
653	18	33	1.378978
653	21	26	1.248075
654	1	28	1.367223
654	18	33	1.173545
654	21	26	1.509859
655	1	28	1.480771
655	18	33	1.237113
655	21	26	1.306800
656	1	28	1.369395
656	18	33	1.285096
656	21	26	1.317735
657	1	28	1.370283
657	18	33	1.132848
657	21	26	1.038944
658	1	28	1.128756
658	18	33	1.256687
658	21	26	1.400813
659	1	28	1.266400
659	18	33	1.221465
659	21	26	1.165403
660	1	28	1.453321
660	18	33	1.199021
660	21	26	1.177491
661	1	28	1.165940
661	18	33	1.190810
661	21	26	1.112290
662	1	28	1.260635
662	18	33	1.144424
662	21	26	1.323680
663	1	28	1.178873
663	18	33	1.453389
663	21	26	1.402357
664	1	28	1.456709
664	18	33	1.295769
664	21	26	1.413436
665	1	28	1.266863
665	18	33	1.222076
665	21	26	1.139002
666	1	28	1.025607
666	18	33	1.332183
666	21	26	1.334373
667	18	33	1.432685
667	21	26	1.354849
668	18	33	1.131742
668	21	26	1.260973
669	18	33	1.377506
669	21	26	1.185695
670	18	33	1.016996
670	21	26	1.402027
671	18	33	1.331766
671	21	26	1.071719
672	18	33	1.210300
672	21	26	1.397667
673	18	33	1.332473
673	21	26	1.146887
674	18	33	1.475135
674	21	26	1.437582
675	1	28	1.103245
675	18	33	1.408046
675	21	26	1.408355
676	1	28	1.380609
676	18	33	1.098528
676	21	26	1.337685
677	1	28	1.078853
677	18	33	1.365790
677	21	26	1.358942
678	1	28	1.257086
678	18	33	1.358917
678	21	26	1.445196
679	1	28	1.455541
679	18	33	1.144929
679	21	26	1.400832
680	1	28	1.001062
680	18	33	1.328827
681	1	28	1.049569
681	18	33	1.322178
682	1	28	1.112131
682	18	33	1.270058
683	1	28	1.452294
683	18	33	1.241103
684	1	28	1.480800
684	18	33	1.180668
685	1	28	1.174276
686	1	28	1.120769
688	18	33	1.316117
689	18	33	1.381743
690	18	33	1.288291
