# frame	R_proto	L_proto	RB_LB_dist
691	18	33	1.481461
692	18	33	1.136108
693	18	33	1.422481
699	3	18	1.509476
700	3	18	1.291232
701	3	18	1.451053
702	3	18	1.451053
703	3	18	1.370647
704	3	18	1.402021
704	5	28	1.221773
705	3	18	1.106354
705	5	28	1.279300
706	3	18	1.455451
706	5	28	1.404979
707	1	22	1.491977
707	3	18	1.097133
707	5	28	1.448780
707	32	35	1.325768
708	1	22	1.160215
708	3	18	1.167409
708	5	28	1.404823
708	32	35	1.214554
709	1	22	1.126961
709	3	18	1.316673
709	5	28	1.336632
709	32	35	1.299130
710	1	22	0.984480
710	3	18	1.354768
710	5	28	1.385514
710	32	35	1.380743
711	1	22	1.355139
711	3	18	1.304237
711	5	28	1.481544
711	32	35	1.159189
712	1	22	1.060858
712	3	18	1.440449
712	5	28	1.265994
712	32	35	1.316939
713	1	22	1.357903
713	3	18	1.483919
713	5	28	1.463515
713	32	35	1.363396
714	1	22	1.344709
714	3	18	1.204189
714	5	28	1.456034
714	32	35	1.421038
715	1	22	1.058954
715	3	18	1.474565
715	5	28	1.323139
715	32	35	1.302724
716	1	22	1.249770
716	3	18	1.173338
716	5	28	1.204614
716	32	35	1.348104
717	1	22	1.393677
717	3	18	1.477983
717	5	28	1.451904
717	32	35	1.082893
718	1	22	1.457759
718	3	18	1.353488
718	5	28	1.453264
718	32	35	1.160702
719	1	22	1.220099
719	3	18	1.334508
719	5	28	1.435382
719	32	35	1.038330
720	1	22	1.220309
720	3	18	1.050567
720	5	28	1.214634
720	32	35	1.501440
721	1	22	1.231430
721	3	18	1.329860
721	5	28	1.409558
721	32	35	1.462979
722	1	22	1.430011
722	3	18	1.243067
722	5	28	1.229859
722	32	35	119.255356
723	1	22	1.475782
723	3	18	1.136479
723	5	28	1.420052
723	32	35	1.302504
724	1	22	1.470107
724	3	18	1.275037
724	5	28	1.526980
724	32	35	1.146604
725	1	22	1.449315
725	3	18	1.415020
725	5	28	1.383663
725	32	35	1.434061
726	1	22	1.393611
726	3	18	1.462697
726	5	28	1.194312
726	32	35	1.333783
727	1	22	1.389887
727	3	18	1.180827
727	5	28	1.482721
727	32	35	1.186557
728	1	22	1.449452
728	3	18	1.023894
728	5	28	1.229349
728	32	35	1.469701
729	1	22	1.143341
729	3	18	1.276618
729	5	28	1.232553
729	32	35	1.237698
730	1	22	1.096759
730	3	18	1.175934
730	5	28	1.386795
730	32	35	1.477646
731	1	22	1.227186
731	3	18	1.392231
731	5	28	1.302496
731	32	35	1.459520
732	1	22	1.401203
732	3	18	1.492641
732	5	28	1.296761
732	32	35	1.486328
733	1	22	1.095146
733	3	18	1.385457
733	5	28	1.498550
733	32	35	1.256338
734	1	22	1.221533
734	3	18	1.388942
734	5	28	1.446602
734	16	25	1.298569
734	32	35	1.127275
735	1	22	1.514141
735	3	18	1.007153
735	5	28	0.966714
735	16	25	1.221544
735	32	35	1.427857
736	3	18	1.184526
736	5	28	1.348996
736	16	25	118.922710
736	32	35	1.140287
737	3	18	0.974035
737	5	28	1.274880
737	16	25	1.459624
737	32	35	1.352523
738	3	18	1.347121
738	5	28	1.275971
738	16	25	1.461677
738	32	35	1.354374
739	3	18	1.478382
739	5	28	1.413345
739	16	25	1.153655
739	32	35	1.327894
740	3	18	1.114285
740	5	28	1.366927
740	16	25	1.021578
740	32	35	1.301520
741	5	28	1.433052
741	16	25	1.466227
741	32	35	119.676571
742	5	28	1.316715
742	16	25	1.450890
742	32	35	1.344112
743	5	28	1.383701
743	16	25	1.015216
743	32	35	1.465765
744	5	28	1.052654
744	16	25	1.227772
744	32	35	1.371814
745	5	28	1.345386
745	16	25	1.076321
746	5	28	1.148408
746	16	25	1.149322
747	5	28	1.094989
747	16	25	1.265955
747	21	40	1.159187
748	16	25	119.443864
748	21	40	1.464444
749	16	25	1.270669
749	21	40	1.368335
750	16	25	1.128286
750	21	40	1.028097
751	16	25	1.078017
751	21	40	1.375702
752	16	25	1.516646
752	21	40	1.218501
753	16	25	1.381473
753	21	40	1.153085
754	16	25	1.261753
754	21	40	1.452523
755	16	25	1.281370
755	21	40	1.282702
756	16	25	1.243423
756	21	40	1.155303
757	16	25	1.038125
757	21	40	1.072952
758	16	25	1.286290
758	21	40	1.350065
759	16	25	1.220566
759	21	40	1.289008
760	16	25	1.160545
760	21	40	1.061280
761	16	25	1.246581
761	21	40	1.199089
762	16	25	1.322337
762	21	40	1.352887
763	16	25	1.270484
763	21	40	1.266703
764	16	25	1.387849
764	21	40	1.316784
765	16	25	1.171945
765	21	40	1.499238
766	16	25	1.463122
766	21	40	1.354684
767	16	25	1.482710
767	21	40	1.297393
768	16	25	1.270197
768	21	40	1.209432
769	16	25	1.081527
769	21	40	1.117401
770	16	25	1.126996
770	21	40	1.342364
771	16	25	1.361949
771	21	40	1.429874
772	16	25	1.395331
772	21	40	1.449343
773	16	25	1.182245
773	21	40	1.072542
774	16	25	1.049654
774	21	40	1.202842
775	16	25	1.169692
775	21	40	1.377369
776	16	25	1.028253
776	21	40	1.462720
777	16	25	1.294700
777	21	40	1.183099
778	16	25	1.177544
778	21	40	1.052550
779	16	25	1.281682
779	21	40	1.016711
780	16	25	1.323686
780	21	40	1.518072
781	16	25	1.242187
781	21	40	1.170120
782	16	25	1.176975
782	21	40	1.378042
783	16	25	1.205837
783	21	40	1.328913
784	16	25	1.345140
785	16	25	1.387192
786	16	25	1.332916
787	16	25	1.320657
788	16	25	1.279775
788	21	40	1.237984
789	16	25	1.139399
789	21	40	1.502915
790	16	25	1.187514
790	21	40	1.293755
791	16	25	1.097508
791	21	40	1.482383
792	16	25	1.255126
792	21	40	1.366568
793	16	25	1.076365
793	21	40	1.370423
794	16	25	1.311946
794	21	40	1.118713
795	16	25	1.407182
795	21	40	1.222522
796	16	25	1.150897
796	21	40	1.267707
797	21	40	1.385135
798	21	40	1.440744
799	21	40	1.266698
800	21	40	0.982137
801	21	40	1.370374
802	21	40	1.252494
803	21	40	1.485827
804	21	40	1.449544
805	21	40	1.317856
806	21	40	1.399411
806	22	27	1.345045
807	21	40	1.099343
807	22	27	1.354985
808	21	40	1.228945
808	22	27	1.260176
809	21	40	1.239808
809	22	27	1.251404
810	21	40	1.040257
810	22	27	1.423753
811	21	40	1.458755
811	22	27	1.411066
812	22	27	1.273920
813	22	27	1.215079
814	22	27	1.269041
815	22	27	1.306965
816	22	27	1.441030
817	22	27	1.383015
818	22	27	1.243812
819	22	27	1.094547
820	22	27	1.134035
821	22	27	1.181014
822	22	27	1.456036
823	22	27	1.132161
824	22	27	1.194228
825	22	27	1.423394
826	22	27	1.348560
827	22	27	1.351370
828	22	27	1.129465
829	22	27	1.185833
830	22	27	1.276406
831	22	27	1.330092
832	22	27	1.466555
833	22	27	1.029675
834	22	27	1.039953
837	25	38	1.445352
838	25	38	1.101181
839	25	38	1.134570
840	25	38	1.236249
841	25	38	1.477363
842	25	38	1.395830
843	25	38	1.431357
844	25	38	1.168827
845	25	38	0.999712
846	25	38	1.435371
847	25	38	1.274711
848	25	38	1.380933
849	25	38	1.040563
850	25	38	1.260947
851	25	38	1.255288
852	25	38	1.417824
853	25	38	1.318842
854	25	38	1.192512
855	25	38	1.196854
856	25	38	1.346871
859	25	38	1.299885
860	25	38	1.398509
861	25	38	1.504927
862	25	38	1.331240
863	25	38	1.444036
864	25	38	1.285788
865	25	38	1.310608
866	3	4	1.329076
866	25	38	1.282283
867	3	4	1.438234
867	25	38	1.417684
868	3	4	1.154982
868	25	38	1.420091
869	3	4	1.138227
869	25	38	1.442540
870	3	4	1.047473
870	25	38	1.435960
871	3	4	1.453259
871	25	38	1.022411
872	3	4	1.139947
872	25	38	1.403139
873	3	4	1.478282
873	25	38	1.112719
874	3	4	1.027244
874	25	38	1.377856
875	3	4	1.357212
875	25	38	1.318948
876	3	4	1.311542
876	25	38	1.186622
877	3	4	1.366516
877	25	38	1.324925
878	3	4	1.269839
878	25	38	1.283818
879	3	4	1.234347
879	25	38	1.300832
880	3	4	1.430015
880	25	38	1.092332
881	3	4	1.336826
881	25	38	1.353890
882	3	4	1.242240
882	25	38	1.260202
883	3	4	1.082793
883	25	38	1.156542
884	3	4	1.215194
884	25	38	1.144862
885	2	37	1.281340
885	3	4	1.091519
885	25	38	1.047274
886	2	37	1.421563
886	3	4	1.250058
886	25	38	1.363014
887	2	37	1.455591
887	3	4	1.506906
887	25	38	1.356460
888	2	37	0.979671
888	3	4	1.121225
888	25	38	1.367777
889	2	37	1.381781
889	3	4	1.218523
889	25	38	1.409464
890	2	37	1.498773
890	3	4	1.466401
890	25	38	1.165333
891	2	37	1.416579
891	3	4	1.055749
891	25	38	1.242902
892	2	37	1.457747
892	3	4	1.363565
892	25	38	1.119309
893	2	37	1.481814
893	3	4	1.385229
893	25	38	1.136060
894	3	4	1.329989
894	25	38	1.441328
895	3	4	1.414826
895	25	38	1.180244
896	3	4	1.353621
896	25	38	1.342903
897	3	4	1.395595
897	25	38	1.044961
898	3	4	1.165595
898	25	38	1.135810
899	3	4	1.136374
899	25	38	1.220930
900	3	4	1.454426
900	25	38	1.236212
901	3	4	1.262620
901	25	38	1.237064
902	3	4	1.224008
902	25	38	1.296959
903	2	37	1.455151
903	3	4	1.439915
903	25	38	1.411694
904	2	37	1.259103
904	3	4	1.331390
904	25	38	1.192735
905	2	37	1.284478
905	3	4	1.405591
905	25	38	1.091247
906	2	37	1.315575
906	3	4	1.228256
906	25	38	1.200925
907	2	37	1.239476
907	3	4	1.169397
907	25	38	1.086465
908	2	37	1.209171
908	3	4	1.469102
908	25	38	1.447833
909	2	37	1.174336
909	3	4	1.369887
910	2	37	1.337589
910	3	4	1.078315
910	16	25	1.064884
911	2	37	1.382763
911	3	4	1.155826
911	16	25	1.357755
912	2	37	1.406736
912	3	4	1.269024
912	16	25	1.360842
913	2	37	1.018655
913	3	4	1.373811
913	16	25	1.320325
914	2	37	1.351981
914	3	4	1.139547
914	16	25	1.244743
915	2	37	1.442282
915	3	4	1.174492
915	16	25	1.045987
916	3	4	1.508601
916	16	25	1.470821
917	3	4	1.178848
917	16	25	1.356043
917	19	32	1.349870
918	3	4	1.320952
918	16	25	1.220043
918	19	32	1.282145
919	3	4	1.049148
919	16	25	1.444282
919	19	32	1.138914
920	3	4	1.255388
920	16	25	1.016045
920	19	32	1.247655
921	3	4	1.304603
921	16	25	1.280388
921	19	32	1.573591
922	16	25	1.465139
922	19	32	1.211895
923	16	25	1.207229
923	19	32	1.141906
924	19	32	1.087350
925	19	32	1.133678
926	19	32	1.203339
927	19	32	1.001433
928	19	32	1.259953
929	19	32	1.157544
930	19	32	1.425386
931	19	32	1.317041
932	19	32	1.356376
933	19	32	1.484159
934	19	32	1.327677
935	19	32	1.469928
936	19	32	1.502139
937	19	32	1.359631
938	19	32	1.386335
939	19	32	1.360231
940	19	32	1.040958
941	19	32	1.324857
942	19	32	1.469317
943	19	32	1.211553
944	3	4	1.380463
944	19	32	1.187053
945	3	4	1.270607
945	19	32	1.452506
946	3	4	1.290645
946	19	32	1.453616
947	3	4	1.476056
947	19	32	1.215409
948	3	4	1.356143
948	19	32	1.141977
949	3	4	1.520707
949	19	32	1.263583
950	3	4	1.084179
950	19	32	1.349942
951	3	4	1.335852
951	19	32	1.267135
952	3	4	1.481255
952	19	32	1.291017
953	19	32	1.255677
954	19	32	1.133791
955	19	32	1.068749
956	19	32	1.414220
957	19	32	1.322016
958	19	32	1.409746
966	2	33	1.123370
967	2	33	1.086457
967	3	4	1.354489
968	2	33	1.467324
968	3	4	1.295409
968	19	32	1.050676
969	2	33	1.368481
969	19	32	1.427598
970	2	33	1.491949
970	19	32	1.464596
971	2	33	1.328007
971	19	32	1.312644
972	2	33	1.011775
972	19	32	1.282243
973	2	33	1.201357
973	19	32	1.139589
974	2	33	1.015875
974	19	32	1.341752
975	19	32	1.292639
976	19	32	1.243597
977	19	32	1.363000
978	19	32	1.096083
979	19	32	1.414726
980	19	32	1.363736
981	2	33	1.435278
981	19	32	1.276444
982	2	33	1.424683
982	19	32	1.492290
983	2	33	1.540743
984	2	33	1.419085
985	2	33	1.193225
986	2	33	1.063935
987	2	33	1.389416
988	2	33	1.412119
989	2	33	1.156903
990	2	33	1.482209
991	2	33	1.351335
992	2	33	1.120386
993	2	33	1.052774
994	2	33	1.157994
995	2	33	1.148579
996	2	33	1.052116
997	2	33	1.374023
998	2	33	1.404571
999	2	33	1.532669
