Angle
92.471270
26.742555
94.312363
99.531248
89.844774
34.453467
54.311944
86.760239
67.978785
114.395837
69.516336
91.112837
67.657868
48.564819
74.228974
77.863224
36.473608
45.396539
38.008746
72.060041
67.187533
101.233274
91.206084
51.136073
105.004830
64.024573
15.907326
15.451767
29.311600
95.211894
60.961044
48.946252
66.198872
25.413943
95.262001
39.913228
66.902428
42.417757
97.583134
123.861170
36.683587
35.193281
63.116342
72.119097
21.079663
68.007349
38.819688
20.455609
85.538702
70.503212
85.915443
55.487735
43.189962
89.837553
46.676585
36.010427
109.082016
50.015716
103.559154
89.545858
47.856391
88.651302
92.695448
41.183193
89.394143
58.472358
99.404285
65.541059
40.561019
35.557113
118.053562
28.793106
35.180661
31.948974
31.889536
61.860733
73.921183
20.531165
21.144864
61.590742
24.529761
58.388742
12.108634
54.793508
46.428059
122.098469
98.678980
14.472148
85.018504
85.177761
87.527197
89.113067
43.274487
61.461772
43.560807
111.214269
92.580246
81.065767
38.819949
39.887032
38.092164
100.456307
74.674604
69.721657
84.045846
58.882923
95.688969
6.587168
22.262267
98.485057
39.865358
71.098004
54.197414
94.232967
94.348753
43.981712
44.988486
104.116900
42.033935
28.562251
62.684465
93.940325
38.302380
24.404047
46.036478
31.909836
36.182012
43.353322
74.665277
67.240238
56.661068
22.158224
74.713344
96.348592
83.514813
50.710051
68.873614
35.209059
45.719283
52.662998
27.447491
114.303217
85.349017
86.636803
60.460109
74.753936
22.789450
46.577680
55.169030
57.140029
52.431754
62.053449
115.512498
84.297265
100.064250
71.076991
18.481764
95.794077
86.375216
103.845406
56.683939
102.675817
112.601927
32.854949
85.594976
29.176473
99.092280
33.464576
55.798413
101.631800
50.966473
35.873025
36.383276
78.672315
41.706540
108.110120
19.473987
40.203777
83.331501
104.827850
37.658035
54.149820
111.753247
49.177150
47.084882
44.608922
54.391069
90.930539
110.082257
80.951312
30.236673
92.501105
27.953872
38.783943
77.465718
47.920738
126.077378
41.893100
27.918175
41.251894
91.058450
46.382514
60.877453
19.480345
59.534169
124.976129
54.409461
23.464479
115.918741
23.555072
23.153122
71.140786
64.254540
36.831524
79.186413
77.650390
40.536078
25.111474
58.538686
48.333206
25.347200
82.975631
122.867118
52.106039
37.962969
72.991234
61.465215
100.769530
39.721893
22.679038
20.483063
75.582080
33.250636
34.917649
106.881303
54.888214
121.573080
54.465974
87.738447
104.843795
50.412643
71.838790
124.618482
64.045585
74.509230
43.721962
36.588496
43.188149
49.562868
68.239696
18.552402
91.917208
113.319207
48.868481
62.948243
80.668245
14.748671
18.775689
19.213436
65.554718
60.703580
72.980450
22.391111
111.170526
67.491306
45.301835
31.046147
18.543071
64.929282
48.430739
11.453588
87.396396
33.799402
99.027099
31.711974
50.459877
30.815156
44.223741
44.860847
31.440505
48.766470
5.142145
23.833080
97.915072
99.182134
56.775162
46.923830
26.955230
37.854180
69.858857
20.423855
20.986839
65.853441
55.394316
63.543487
36.432474
56.980771
77.425613
30.625520
64.424918
123.859169
79.727381
33.591343
73.519671
90.736183
36.141866
27.736456
25.597428
44.343530
71.469765
108.297665
67.670986
108.020752
49.410565
58.198252
42.622757
27.364871
70.199848
62.503959
52.900133
93.699797
26.728002
57.638548
80.719018
36.481398
13.881357
7.579764
30.855150
101.824677
59.038567
117.526163
71.294763
38.036638
33.581889
89.798423
64.174805
63.121774
39.284770
35.232244
122.994859
18.109652
62.170670
24.704983
52.361004
67.573987
87.072292
64.363055
74.562943
36.872864
85.561866
77.513352
59.953338
110.268492
51.950191
52.253496
71.419864
60.420494
37.113878
28.650033
94.478308
72.401313
10.087414
27.334223
17.614867
66.585987
33.959125
51.255589
111.706971
59.408140
103.955129
31.107855
49.836895
91.894807
80.514684
11.575437
61.507733
96.153935
29.819081
56.215008
101.524310
77.396504
82.841538
36.316804
34.396268
76.154483
33.159061
105.871337
71.701325
57.262561
121.397488
104.955280
29.986891
76.429704
100.365462
7.911150
62.224464
80.980017
52.609665
98.690236
118.367349
46.369098
104.717278
83.986198
93.445980
17.766443
46.657502
81.393277
87.973065
63.455934
40.100778
69.739178
92.323784
116.679121
82.497559
67.057676
46.078799
67.826433
69.602985
113.873275
49.998751
32.774490
35.716615
47.500075
25.734817
100.127042
50.259902
112.509780
76.400103
17.685996
105.906205
60.003173
64.916507
80.764308
100.952514
53.698008
70.491783
36.253324
60.561039
55.591200
81.945214
89.414327
66.281194
112.967101
45.367192
69.552084
72.010079
53.830771
96.934423
50.589271
74.126378
94.726536
50.430005
56.262953
29.965163
98.709884
85.430202
100.004975
37.315594
34.785072
111.049963
68.265062
41.512412
92.980398
19.975397
117.687531
47.372826
21.229580
79.189820
94.243681
55.145313
74.201191
41.197748
83.224941
89.767135
25.851494
88.700998
71.723758
69.779028
92.486371
26.423572
120.809956
42.237169
89.628943
36.447642
11.626447
26.272079
4.633551
52.581946
66.269242
45.789407
49.352637
32.615388
47.024556
43.109938
93.367526
80.318784
26.658989
87.055840
74.119800
54.774223
104.287408
88.271288
35.826377
102.208850
123.151539
71.791478
53.832139
102.882157
50.122484
67.222910
84.006463
16.455149
117.576571
103.143520
37.213716
104.206642
27.428741
80.432697
19.632299
19.692063
56.540440
37.292789
95.810058
18.066575
82.350395
41.412347
67.740338
90.923612
81.644333
26.626436
69.764366
52.734901
54.667741
45.621892
