# frame	protein_index	rx	ry	rz	r
13	40	-0.290000	3.110000	-4.462600	5.447109
13	1	-4.040000	0.160000	-3.928000	5.637055
13	23	-3.050000	0.170000	-1.836000	3.564028
14	40	-0.930000	1.900000	-4.931300	5.365875
14	1	-4.350000	-0.970000	-3.450000	5.636125
15	40	-1.300000	0.630000	-3.788400	4.054488
15	1	-3.900000	-1.640000	-4.545500	6.209764
16	40	-2.100000	1.090000	-4.414800	5.008848
16	1	-3.980000	-1.730000	-4.256000	6.078391
17	40	-1.250000	-2.810000	-4.414700	5.380351
17	1	-0.670000	-3.460000	-4.020000	5.346111
18	40	-2.000000	-0.150000	-4.098800	4.563185
18	1	-3.350000	-1.340000	-4.953000	6.127831
19	40	-0.600000	0.430000	-4.200000	4.264376
19	1	-0.020000	-4.350000	-3.671000	5.692024
20	24	-2.870000	1.440000	-3.476400	4.732426
20	40	1.710000	1.860000	-4.360000	5.039177
20	1	2.820000	-0.010000	-4.909000	5.661341
20	31	-2.430000	-0.230000	-4.439600	5.066345
21	24	1.480000	-0.990000	-3.455800	3.887551
21	40	-0.890000	2.890000	-5.123000	5.948893
21	1	2.180000	1.130000	-4.137000	4.810828
21	31	-0.300000	-2.250000	-4.970500	5.464281
22	24	-0.270000	-0.580000	-4.080200	4.130052
22	40	-2.780000	-2.390000	-4.872000	6.097285
22	1	-3.050000	0.010000	-3.090000	4.341739
22	31	-1.260000	-2.490000	-3.192000	4.239878
23	24	-2.010000	-1.450000	-4.429000	5.075297
23	40	-1.130000	-2.380000	-5.105000	5.744765
23	1	-0.890000	-0.060000	-3.314000	3.431952
23	31	0.320000	-0.780000	-1.933000	2.108860
24	24	-0.010000	0.330000	-3.587600	3.602759
24	40	-0.440000	-0.120000	-3.617000	3.645640
24	1	-0.730000	2.560000	-4.067000	4.860760
24	31	0.670000	-0.910000	-3.517000	3.694088
25	24	-2.630000	-1.980000	-2.433100	4.093565
25	40	-0.720000	-4.410000	-4.099000	6.063687
25	1	-1.250000	0.270000	-2.622000	2.917239
25	31	-1.840000	-2.020000	-3.794670	4.676058
26	24	-0.600000	-0.530000	-4.067700	4.145731
26	40	1.390000	-2.130000	-3.143800	4.043820
26	1	1.960000	2.090000	-3.383000	4.433327
26	31	-1.390000	-0.990000	-3.551200	3.939952
27	24	1.380000	-1.060000	-3.657000	4.049895
27	40	-0.390000	1.190000	-2.128542	2.469593
27	1	-0.820000	2.700000	-3.816400	4.746294
27	31	0.980000	-2.600000	-2.375000	3.655274
28	24	0.640000	0.320000	-3.368000	3.443171
28	40	-0.080000	-3.300000	-3.061000	4.501791
28	1	-2.950000	-2.810000	-3.588000	5.428844
28	31	0.630000	-0.880000	-3.034000	3.221251
29	24	1.730000	4.190000	-1.556800	4.792977
29	40	1.560000	2.180000	-2.658200	3.775186
29	1	-2.480000	1.180000	-4.262000	5.070251
29	31	1.020000	0.190000	-4.801100	4.911930
30	24	3.110000	0.990000	-2.771000	4.281430
30	40	-0.160000	-2.280000	-4.656400	5.187105
30	1	-1.540000	-2.650000	-3.669000	4.780759
30	31	-0.100000	-0.420000	-5.150590	5.168653
31	38	-0.740000	3.140000	-3.997900	5.137159
31	40	-0.500000	-3.380000	-4.206900	5.419632
31	1	-0.560000	0.380000	-3.393000	3.459834
31	39	-3.510000	0.850000	-4.091000	5.457003
32	38	-2.080000	2.950000	-4.453000	5.732199
32	40	-0.400000	-1.500000	-4.645000	4.897553
32	1	1.070000	0.810000	-3.216000	3.484775
32	39	-1.950000	0.270000	-3.989000	4.448317
33	38	-0.140000	0.410000	-3.457500	3.484538
33	40	1.930000	-0.670000	-4.436100	4.883931
33	1	3.800000	1.550000	-2.658000	4.889526
33	39	-1.160000	-1.020000	-4.278700	4.548986
34	38	0.340000	1.970000	-3.944100	4.421812
34	40	-0.190000	-3.160000	-3.766200	4.919956
34	1	-0.090000	0.580000	-4.884000	4.919142
34	39	-1.610000	-3.390000	-3.517000	5.143296
35	38	1.380000	1.970000	-4.757000	5.330511
35	40	-0.030000	-1.810000	-4.634000	4.975033
35	1	-1.360000	0.650000	-4.681000	4.917709
35	39	-1.840000	-2.310000	-3.295000	4.424785
36	38	1.740000	3.180000	-4.361000	5.670831
36	40	1.430000	0.060000	-2.053500	2.503071
36	1	3.450000	3.540000	-4.698360	6.819728
36	39	-1.970000	-2.560000	-3.984000	5.129011
37	38	0.500000	3.720000	-4.376200	5.765373
37	40	1.580000	-1.350000	-4.476000	4.934924
37	1	2.700000	2.140000	-3.398000	4.839009
37	39	-4.530000	-1.360000	-3.634000	5.964600
38	38	4.090000	2.100000	-4.874000	6.700297
38	40	-0.730000	-4.850000	-3.241100	5.878786
38	1	0.750000	1.770000	-4.244100	4.659161
38	39	-2.820000	-2.620000	-2.324000	4.496418
39	38	3.290000	1.850000	-3.473300	5.129368
39	39	-2.800000	-1.610000	-4.130200	5.243153
40	38	2.180000	3.320000	-2.954000	4.949840
40	39	-4.250000	0.620000	-4.797000	6.438797
41	38	3.220000	-0.430000	-3.212600	4.568818
41	40	-2.860000	0.060000	-4.708300	5.509200
41	31	-0.200000	1.950000	-6.044200	6.354121
41	39	-1.850000	-3.790000	-4.313600	6.032723
42	38	0.990000	1.540000	-5.497000	5.793851
42	40	-2.830000	-1.560000	-1.736000	3.668269
42	31	-1.530000	0.190000	-6.058800	6.251884
42	39	-0.640000	-2.920000	-2.065000	3.633211
43	38	-0.480000	0.420000	-5.104000	5.143697
43	40	-0.090000	-0.390000	-6.199000	6.211908
43	31	0.760000	2.620000	-3.167000	4.179939
43	39	-3.680000	-3.150000	-2.940000	5.666436
44	38	0.310000	1.580000	-5.685000	5.908614
44	40	0.370000	-3.220000	-4.289700	5.376507
44	31	-0.470000	1.320000	-4.821400	5.020876
44	39	-2.790000	-2.910000	-2.861000	4.943432
45	38	1.400000	0.380000	-4.348600	4.584182
45	40	1.470000	-0.200000	-4.153800	4.410777
45	31	0.670000	2.500000	-5.465700	6.047543
45	39	1.200000	-2.150000	-3.731000	4.470219
46	38	0.260000	2.480000	-4.185400	4.871917
46	40	-0.640000	0.490000	-3.862480	3.945688
46	31	1.560000	1.140000	-4.559700	4.952178
46	39	-1.380000	1.070000	-4.535000	4.859581
47	38	1.310000	1.560000	-5.128000	5.517797
47	40	-0.560000	-0.010000	-5.366000	5.395151
47	31	-0.160000	2.160000	-2.997000	3.697730
47	39	0.780000	-2.040000	-4.734000	5.213517
48	38	2.740000	1.080000	-5.433000	6.179926
48	40	0.210000	-2.440000	-3.843900	4.557770
48	31	-0.560000	-1.340000	-5.415300	5.606663
48	39	1.920000	-2.540000	-2.184000	3.861069
49	38	2.810000	2.900000	-3.247000	5.181613
49	40	-0.100000	0.320000	-4.288400	4.301485
49	31	-1.160000	1.890000	-4.830600	5.315298
49	39	-0.640000	-1.330000	-5.075073	5.285344
50	38	2.840000	1.780000	-2.743100	4.331120
50	40	3.940000	-1.260000	-3.504100	5.421247
50	31	0.630000	1.530000	-4.487000	4.782360
50	39	-0.270000	-3.130000	-3.935900	5.035981
51	38	2.920000	1.370000	-4.403450	5.458358
51	40	2.770000	-0.310000	-2.348500	3.644784
51	31	1.500000	-1.120000	-4.559390	4.928736
51	39	0.170000	-1.840000	-3.969000	4.378066
52	38	-0.610000	0.070000	-4.804000	4.843079
52	40	3.700000	-0.020000	-3.938400	5.403831
52	31	1.460000	-0.740000	-4.525000	4.811946
52	39	-2.790000	-2.090000	-3.584000	4.999726
53	38	1.050000	1.730000	-5.130000	5.514735
53	40	1.500000	-1.410000	-3.778000	4.302486
53	31	0.930000	-0.380000	-6.295300	6.374959
53	39	-3.480000	0.770000	-3.915000	5.294386
54	38	2.060000	1.510000	-4.425000	5.109239
54	40	2.670000	-0.650000	-4.910000	5.626678
54	31	2.580000	-1.240000	-2.790000	3.997262
54	39	-2.430000	-0.410000	-3.601000	4.363508
55	38	3.930000	0.200000	-3.139500	5.034020
55	40	-0.630000	0.180000	-5.582000	5.620322
55	31	-1.100000	-2.090000	-4.092000	4.724676
55	39	0.790000	-2.100000	-3.636000	4.272540
56	38	4.300000	-0.020000	-2.145200	4.805443
56	40	-1.290000	-0.240000	-4.837000	5.011813
56	31	1.000000	-4.380000	-2.809000	5.298573
56	39	-1.740000	-1.140000	-4.825600	5.254866
57	38	1.320000	-2.190000	-4.627000	5.286552
57	40	0.150000	2.270000	-3.977000	4.581695
57	31	0.120000	-1.750000	-4.001000	4.368627
57	39	-3.730000	-0.960000	-2.081000	4.377792
58	38	4.720000	-0.680000	-4.278000	6.406410
58	40	1.750000	2.940000	-3.949500	5.225385
58	31	1.020000	-2.690000	-5.033000	5.797205
58	39	-3.720000	-1.760000	-3.212000	5.220435
59	38	4.140000	-0.540000	-2.573500	4.904498
59	40	1.170000	2.370000	-5.035000	5.686565
59	31	-0.200000	-2.130000	-4.280000	4.784903
59	39	-3.560000	-1.820000	-4.939000	6.354504
60	38	3.140000	-1.320000	-3.980000	5.238549
60	40	1.920000	3.360000	-4.690800	6.081086
60	31	2.290000	-0.940000	-4.130000	4.815039
60	39	-5.320000	-0.070000	-3.729000	6.497133
61	38	3.640000	0.790000	-4.729000	6.019729
61	40	0.980000	1.790000	-4.953000	5.356931
61	31	-0.990000	-0.090000	-3.849000	3.975299
61	39	-4.040000	0.870000	-3.439000	5.376358
62	38	5.170000	0.680000	-3.034300	6.033098
62	40	0.730000	-0.580000	-4.282000	4.382331
62	31	-0.380000	-1.740000	-4.169000	4.533493
62	39	-2.220000	0.660000	-4.424600	4.994105
63	38	4.160000	-1.530000	-2.364800	5.023821
63	40	3.950000	0.270000	-3.413400	5.227495
63	31	-1.780000	-1.080000	-5.152000	5.556789
63	39	-2.790000	-0.720000	-4.997400	5.768579
64	38	3.930000	-1.630000	-1.444400	4.493116
64	40	2.710000	0.800000	-4.192000	5.055390
64	31	-1.390000	-0.170000	-4.822000	5.021223
64	39	-3.570000	-0.500000	-4.315000	5.622644
65	38	2.360000	-0.720000	-3.662700	4.416262
65	40	1.720000	-0.740000	-4.603000	4.969266
65	31	-1.430000	-1.340000	-4.048000	4.497422
65	39	-4.330000	1.050000	-4.712300	6.485150
66	38	1.400000	0.590000	-4.092000	4.364924
66	40	-0.890000	-1.180000	-4.830000	5.051079
66	31	-0.060000	-0.920000	-4.424000	4.519046
66	39	-3.230000	1.530000	-3.901000	5.290709
67	24	1.060000	-0.540000	-4.556100	4.708848
67	38	1.720000	-2.500000	-2.236500	3.769659
67	40	0.670000	1.590000	-4.317000	4.649031
67	1	-0.760000	2.360000	-5.130000	5.697728
67	31	-0.910000	-2.050000	-2.712000	3.519310
67	39	-2.760000	-0.970000	-3.515000	4.573153
68	24	-0.770000	-4.850000	-3.741000	6.173369
68	38	1.550000	-0.340000	-3.686000	4.013066
68	40	2.550000	-1.450000	-4.672000	5.516574
68	1	-3.400000	-1.590000	-3.959000	5.455436
68	31	-2.560000	-1.530000	-2.480000	3.878776
68	39	-1.130000	-0.090000	-2.629000	2.862978
69	24	3.140000	-0.780000	-2.758200	4.251549
69	38	2.030000	2.810000	-3.969000	5.269721
69	40	3.790000	0.680000	-3.581000	5.258333
69	1	2.200000	-0.150000	-5.968000	6.362352
69	31	-0.510000	0.560000	-3.798000	3.872790
69	39	-0.520000	2.190000	-2.560000	3.408827
70	24	2.990000	-0.480000	-4.588000	5.497294
70	38	0.420000	-1.620000	-3.194000	3.605889
70	40	2.360000	0.230000	-3.174000	3.961916
70	1	-1.620000	2.510000	-4.279000	5.218653
70	31	-3.410000	1.520000	-3.522000	5.132542
70	39	-4.470000	-2.350000	-2.224000	5.518113
71	24	3.350000	-0.700000	-3.115800	4.628251
71	38	3.810000	2.210000	-3.181400	5.433370
71	40	3.550000	0.710000	-4.559000	5.821605
71	1	-0.060000	0.720000	-6.177000	6.219110
71	31	-0.590000	2.970000	-2.754000	4.093106
71	39	-2.970000	-1.220000	-2.954000	4.362960
72	24	2.380000	-2.570000	-5.124000	6.206825
72	38	3.000000	0.980000	-3.696000	4.860125
72	40	0.780000	-2.470000	-3.651000	4.476505
72	1	1.700000	-0.430000	-4.768000	5.080229
72	31	-2.880000	-1.370000	-4.285000	5.341585
72	39	-2.370000	-2.000000	-3.761000	4.874630
73	24	-2.170000	0.410000	-4.817700	5.299739
73	38	3.250000	1.040000	-1.955600	3.932998
73	40	-0.620000	1.880000	-4.452000	4.872279
73	1	-3.510000	-0.420000	-4.604000	5.804594
73	31	-0.380000	0.270000	-4.324000	4.349055
73	39	-0.660000	-1.690000	-5.480100	5.772625
74	24	1.920000	0.360000	-3.215410	3.762295
74	38	4.430000	0.810000	-3.698500	5.827513
74	40	0.190000	2.210000	-3.791000	4.392252
74	1	-0.420000	-0.510000	-5.485600	5.525243
74	31	-0.970000	-2.680000	-4.652000	5.455676
74	39	-0.660000	-1.610000	-4.601000	4.919035
75	24	-0.600000	-0.210000	-6.107000	6.139996
75	38	2.600000	3.220000	-4.936000	6.441467
75	40	0.830000	1.260000	-5.079000	5.298372
75	1	-1.390000	2.580000	-3.063000	4.239159
75	31	0.370000	-1.140000	-3.606000	3.799965
75	39	-0.410000	-0.180000	-4.135000	4.159174
76	24	-1.230000	-2.830000	-3.127500	4.393524
76	38	0.330000	1.880000	-5.488000	5.810460
76	40	-0.070000	4.030000	-3.286000	5.200346
76	1	-2.730000	0.830000	-5.127000	5.867532
76	31	0.500000	1.540000	-3.667000	4.008552
76	39	-3.760000	-1.520000	-3.144000	5.131543
77	24	1.010000	-2.270000	-4.117000	4.808606
77	38	3.410000	1.100000	-2.463000	4.347927
77	40	1.750000	2.650000	-4.589000	5.580674
77	1	-0.960000	-1.220000	-4.807000	5.051460
77	31	1.460000	-1.280000	-4.047000	4.488676
77	39	-3.300000	-0.750000	-3.989000	5.231120
78	18	-0.630000	-2.310000	-4.116700	4.762375
78	24	-0.120000	-0.970000	-6.002000	6.081061
78	38	2.060000	3.050000	-2.413900	4.401479
78	40	1.700000	4.220000	-3.385000	5.670681
78	1	-1.680000	-0.270000	-2.561000	3.074739
78	31	1.310000	0.640000	-3.308000	3.615047
78	35	-0.500000	0.490000	-5.645000	5.688244
78	39	-3.130000	0.280000	-4.480300	5.472512
79	18	0.270000	-1.750000	-5.569500	5.844205
79	24	0.860000	1.810000	-4.248600	4.697478
79	38	2.580000	2.910000	-5.212000	6.503033
79	40	2.360000	-0.450000	-5.932000	6.400057
79	1	-2.680000	2.250000	-4.412000	5.631220
79	31	0.410000	-4.470000	-2.214000	5.005077
79	35	1.520000	2.220000	-3.452400	4.376970
79	39	-4.430000	-0.800000	-2.910000	5.360317
80	18	0.710000	-3.940000	-2.971000	4.985433
80	24	-0.890000	0.990000	-4.751200	4.934177
80	38	2.480000	4.880000	-2.104100	5.864472
80	40	-0.540000	0.610000	-4.982000	5.048170
80	1	-2.440000	1.230000	-5.042000	5.734829
80	31	-0.330000	-1.850000	-4.728000	5.087768
80	35	-0.120000	0.410000	-4.788000	4.807020
80	39	-1.870000	-2.860000	-5.003900	6.059333
81	18	0.740000	1.320000	-4.030300	4.305034
81	24	1.570000	-0.350000	-5.254000	5.494717
81	38	2.630000	2.920000	-3.841600	5.495561
81	40	2.610000	-0.240000	-5.321000	5.931504
81	1	-1.700000	2.080000	-4.820000	5.518043
81	31	0.480000	-0.960000	-4.526000	4.651524
81	35	-1.400000	3.480000	-3.482800	5.118622
81	39	-0.370000	-4.590000	-4.457000	6.408576
82	18	-0.230000	-0.860000	-6.835000	6.892730
82	24	3.762000	-0.460000	-5.198000	6.432997
82	38	1.240000	3.240000	-4.853000	5.965468
82	40	1.500000	-1.890000	-5.256000	5.783393
82	1	-0.850000	0.400000	-4.386000	4.485476
82	31	1.650000	-2.640000	-3.070000	4.372299
82	35	-1.090000	3.680000	-3.345000	5.091122
82	39	-0.370000	-4.500000	-2.824000	5.325587
83	18	2.440000	-2.970000	-4.336700	5.794952
83	24	2.690000	-0.110000	-5.411000	6.043767
83	38	1.240000	3.350000	-4.468000	5.720413
83	40	1.270000	0.520000	-5.821000	5.980580
83	1	-1.330000	-0.630000	-5.489000	5.682862
83	31	1.020000	1.520000	-3.254000	3.733539
83	35	0.750000	3.630000	-3.965200	5.427910
83	39	-0.920000	-2.330000	-2.718000	3.696326
84	18	1.110000	0.200000	-5.753000	5.862517
84	24	2.686000	-1.350000	-4.873000	5.725664
84	38	1.070000	2.820000	-3.915000	4.942117
84	40	-0.530000	-0.760000	-4.486000	4.580687
84	1	-1.690000	-0.560000	-5.935000	6.196283
84	31	-2.240000	1.520000	-5.347000	5.993197
84	35	-0.410000	3.870000	-2.446000	4.596511
84	39	-0.660000	-3.350000	-3.766000	5.083390
85	10	1.600000	1.210000	-4.804000	5.206008
85	18	0.580000	-4.510000	-3.717000	5.873039
85	24	0.520000	0.020000	-5.385000	5.410085
85	38	-0.680000	1.090000	-4.191000	4.383490
85	40	1.870000	-4.200000	-4.176000	6.210948
85	1	-2.758000	0.450000	-5.503000	6.171878
85	11	0.740000	-1.430000	-5.973000	6.186213
85	31	1.070000	-2.080000	-4.161000	4.773387
85	35	-0.360000	-1.670000	-4.474290	4.789339
85	39	-1.840000	-3.220000	-3.910000	5.389072
86	10	1.180000	1.840000	-4.742000	5.221548
86	18	0.890000	-0.150000	-4.794800	4.879007
86	24	0.510000	-2.120000	-5.606000	6.015126
86	38	0.880000	-0.300000	-5.508000	5.585917
86	40	-1.930000	-2.220000	-4.373000	5.270335
86	1	1.344000	-0.670000	-5.273000	5.482679
86	11	-2.560000	-1.870000	-5.446000	6.301541
86	31	-2.730000	0.580000	-5.440000	6.114156
86	35	-0.700000	1.710000	-4.177800	4.568163
86	39	-1.800000	-3.760000	-2.535000	4.878916
87	10	1.900000	-0.550000	-6.007600	6.324852
87	18	0.300000	-0.280000	-5.656230	5.671097
87	24	-2.182000	-0.730000	-5.339000	5.813686
87	38	1.320000	2.200000	-4.684000	5.340623
87	1	1.050000	-1.260000	-6.061000	6.278998
87	11	-0.930000	-4.110000	-3.852700	5.709667
87	35	-1.560000	2.160000	-4.342100	5.094412
87	39	-1.620000	-1.660000	-3.775000	4.430646
88	10	1.330000	2.130000	-5.476000	6.024315
88	18	-3.120000	-2.390000	-3.722000	5.412927
88	24	-2.160000	-1.270000	-5.181000	5.755107
88	38	5.200000	0.910000	-1.422800	5.467400
88	1	-0.180000	-1.310000	-5.166000	5.332547
88	11	-1.980000	-1.000000	-5.382700	5.821843
88	35	-3.110000	-1.000000	-4.821000	5.823585
88	39	-1.390000	-1.580000	-4.344000	4.826887
89	10	3.090000	2.530000	-4.827000	6.264897
89	18	0.570000	-1.960000	-3.624000	4.159312
89	24	-1.578000	-0.910000	-5.170000	5.481522
89	38	1.450000	2.930000	-5.267400	6.199428
89	1	-0.785000	-1.240000	-5.061000	5.269492
89	11	-0.350000	-0.520000	-5.879000	5.912321
89	35	1.470000	2.440000	-4.289600	5.149288
89	39	-3.750000	3.600000	-1.496000	5.409299
90	10	1.160000	0.360000	-6.191400	6.309408
90	18	-0.220000	-3.640000	-2.406000	4.368848
90	24	-2.019000	-2.910000	-5.150000	6.250357
90	38	4.340000	-2.040000	-2.217800	5.283544
90	40	1.490000	-2.680000	-2.337000	3.855395
90	1	-1.570000	-0.930000	-5.726000	6.009732
90	11	-3.210000	-2.060000	-4.425900	5.842627
90	31	-2.880000	-1.260000	-4.398000	5.405960
90	35	2.770000	2.430000	-4.865000	6.102952
90	39	-3.190000	-1.540000	-2.655000	4.426819
91	10	1.270000	-0.210000	-4.539000	4.718000
91	18	-1.940000	-1.560000	-5.481200	6.020029
91	24	-0.478000	-1.330000	-5.487000	5.666088
91	38	4.120000	-0.920000	-0.963900	4.330116
91	40	2.480000	-2.220000	-2.449500	4.132657
91	1	0.992000	0.610000	-5.509000	5.630741
91	11	-2.550000	0.320000	-4.843500	5.483101
91	31	-0.830000	-1.610000	-4.123000	4.503346
91	35	-0.740000	2.990000	-2.928000	4.249810
91	39	1.420000	-0.770000	-4.769000	5.035143
92	10	2.540000	0.400000	-3.878000	4.653008
92	18	0.060000	-1.200000	-3.204000	3.421873
92	24	-1.290000	-0.740000	-4.935000	5.154214
92	38	2.370000	0.350000	-4.800000	5.364644
92	40	4.080000	1.150000	-2.712200	5.032388
92	1	4.275000	0.730000	-5.112000	6.703810
92	11	-2.370000	1.890000	-5.240900	6.054423
92	31	0.890000	0.490000	-4.670000	4.779236
92	35	0.170000	3.440000	-5.155300	6.199969
92	39	-3.510000	0.150000	-3.134000	4.707925
93	10	2.700000	0.140000	-4.100000	4.911171
93	24	-1.867000	-0.940000	-5.447000	5.834304
93	38	3.020000	0.470000	-4.788000	5.680338
93	40	-1.150000	-0.960000	-4.283000	4.537421
93	1	2.938000	2.530000	-4.832000	6.195238
93	11	-1.500000	-1.820000	-4.384200	4.978314
93	31	-2.280000	0.350000	-2.161000	3.160826
93	39	-2.170000	0.290000	-2.992000	3.707434
94	10	1.280000	3.520000	-4.231000	5.650678
94	24	-1.083000	-1.100000	-5.179000	5.404159
94	38	2.670000	-1.350000	-4.193200	5.151148
94	40	1.690000	0.180000	-2.701300	3.191476
94	1	2.891000	0.200000	-4.709000	5.529246
94	11	-1.460000	-1.770000	-4.264500	4.842568
94	31	1.010000	2.490000	-4.186000	4.974213
94	39	-3.450000	-0.580000	-2.794000	4.477202
95	10	-0.200000	4.030000	-4.515000	6.055256
95	24	1.250000	-1.710000	-4.329000	4.819423
95	38	4.260000	0.040000	-2.950000	5.181863
95	40	2.460000	0.800000	-4.329000	5.042999
95	1	1.573000	-1.480000	-5.231000	5.659337
95	11	-3.140000	-1.850000	-3.970100	5.389229
95	31	-0.200000	1.840000	-3.098000	3.608768
95	39	-0.950000	2.850000	-3.495000	4.608690
96	10	1.700000	2.030000	-4.321000	5.067735
96	24	-1.150000	-2.210000	-4.687700	5.308590
96	38	3.520000	0.850000	-4.249000	5.582732
96	40	-1.390000	0.370000	-3.405000	3.696353
96	1	1.252000	1.860000	-5.109000	5.579336
96	11	0.530000	-2.940000	-3.779700	4.817741
96	31	-1.050000	3.870000	-3.034000	5.028375
96	39	0.620000	1.180000	-2.725000	3.033550
97	10	0.860000	1.480000	-4.263700	4.594468
97	24	-3.875000	-1.380000	-3.717400	5.544284
97	38	3.320000	0.620000	-1.840000	3.846089
97	40	1.810000	-1.200000	-3.742800	4.327199
97	1	3.213000	1.410000	-5.158200	6.238469
97	11	0.220000	-1.850000	-4.116200	4.518186
97	31	0.510000	2.080000	-3.352000	3.977739
97	39	-0.660000	0.160000	-5.156700	5.201226
98	10	3.510000	1.900000	-4.338000	5.894773
98	24	-2.900000	-2.150000	-4.639000	5.878165
98	32	-0.740000	-1.710000	-4.301200	4.687432
98	38	2.230000	0.560000	-2.481300	3.382802
98	40	1.010000	-0.330000	-2.982500	3.166118
98	1	2.180000	0.940000	-4.323000	4.931970
98	11	1.160000	0.250000	-5.408400	5.537047
98	31	-1.480000	2.610000	-3.170000	4.364791
98	33	2.830000	-0.990000	-2.928000	4.190726
98	39	-1.460000	0.490000	-3.828000	4.126171
99	10	0.570000	2.720000	-4.040900	4.904301
99	24	0.860000	-3.530000	-4.954000	6.143502
99	32	-2.240000	-2.500000	-4.029000	5.244086
99	38	-0.050000	2.980000	-2.606000	3.959057
99	40	4.190000	-1.600000	-3.086000	5.444217
99	1	4.230000	1.960000	-3.580000	5.878001
99	11	-1.380000	-0.710000	-5.174900	5.402600
99	31	1.430000	1.620000	-2.551000	3.343187
99	33	2.270000	1.030000	-1.859000	3.109611
99	39	-1.710000	1.440000	-3.852000	4.453718
100	10	0.330000	0.980000	-4.724400	4.836244
100	24	-2.170000	-1.280000	-4.557000	5.207067
100	32	-2.590000	-3.180000	-3.147000	5.169537
100	38	0.070000	3.570000	-2.384800	4.293841
100	40	-0.530000	-1.150000	-4.454000	4.630498
100	1	0.240000	2.520000	-4.677000	5.318113
100	11	-1.340000	-3.060000	-4.156900	5.332825
100	31	-1.790000	2.880000	-3.289000	4.723984
100	33	0.780000	1.310000	-3.957300	4.240840
100	39	-2.380000	1.600000	-1.718000	3.343041
101	24	-1.810000	-2.630000	-4.977000	5.912997
101	32	-2.960000	0.560000	-5.831000	6.563213
101	38	1.080000	3.990000	-2.548000	4.855801
101	40	0.010000	0.910000	-4.757000	4.843268
101	1	1.840000	0.710000	-3.406000	3.935802
101	31	0.450000	3.600000	-1.846000	4.070653
101	33	3.010000	5.020000	-1.971000	6.176191
101	39	-1.510000	4.050000	-2.037000	4.778281
102	24	-1.970000	-3.140000	-5.445000	6.586997
102	32	-1.000000	-3.030000	-5.193900	6.095695
102	38	5.100000	1.700000	-2.997300	6.154982
102	40	0.410000	-0.480000	-5.614000	5.649380
102	1	2.480000	0.770000	-4.549000	5.238005
102	31	-0.740000	1.720000	-1.474000	2.382997
102	33	1.800000	4.180000	-2.368000	5.130285
102	39	-1.050000	-2.940000	-2.715000	4.137309
103	24	-1.820000	-2.960000	-3.692600	5.070433
103	32	-2.020000	-2.680000	-5.365900	6.328956
103	40	1.850000	-2.890000	-2.977800	4.543335
103	1	2.000000	1.230000	-6.063000	6.501759
103	31	0.000000	-2.610000	-3.210000	4.137173
103	33	0.250000	3.000000	-4.298900	5.248146
104	24	-1.000000	-0.200000	-6.471000	6.550866
