Angle
10.568562
3.171495
13.843898
8.053502
10.723984
7.066169
1.626860
4.493660
8.247952
2.005870
4.235439
5.970429
5.862308
14.119654
5.515839
2.648417
6.263792
4.347955
3.332809
5.026457
5.702070
11.990663
3.093710
2.273844
9.193790
4.307743
7.039059
6.315275
4.705873
7.320603
9.749230
7.883314
3.765085
11.878747
15.361581
8.225557
2.136803
1.909591
1.472734
5.054136
9.219835
7.795133
10.275151
3.866356
3.971710
7.224776
4.202304
10.797148
5.888166
9.487531
3.682697
8.050620
3.282351
3.723938
16.608526
1.535863
9.829862
8.429569
1.778867
8.353533
8.912827
8.414842
6.949451
6.264086
3.568521
3.883122
5.681367
1.511464
12.300229
9.131543
6.676294
3.731725
11.092973
17.540054
6.658343
3.084378
10.049468
2.739148
6.637171
2.194481
7.713778
7.513059
2.481968
8.048081
7.333323
9.417979
8.941813
5.666715
20.961849
9.262863
10.917622
5.584939
8.717432
11.514328
7.252300
9.034289
12.455718
5.856429
5.944171
5.604126
8.783034
6.475873
10.060539
1.725657
10.775617
7.292878
4.823132
5.710042
8.218231
10.079346
3.942614
7.556407
4.992282
20.173020
4.397402
6.625434
4.402487
6.254154
6.018390
13.156031
10.537413
13.458720
10.597604
3.471957
6.605860
12.652086
11.314661
5.249106
9.409558
2.994219
8.633894
8.447580
15.736425
15.535175
2.437092
4.583231
14.964590
8.949647
12.157055
2.883194
16.674263
6.461500
2.780130
8.307027
3.093485
3.651930
8.377333
4.705251
11.089431
5.760340
14.822209
4.101693
15.307957
8.337049
6.429188
8.160579
5.471091
8.010336
10.027682
19.581788
6.374017
4.220506
14.239905
0.806173
9.691768
8.185672
6.530606
4.917237
3.773436
8.717101
3.177586
12.433069
9.645135
3.411404
6.352441
4.809256
3.029223
7.963259
3.209975
9.076711
8.608409
7.646718
4.150188
12.696884
2.004924
6.404682
11.255766
9.026111
12.350256
6.072634
10.115631
1.910433
9.449260
8.095256
0.960571
8.573198
4.585003
3.361509
8.097959
6.057236
5.949861
13.133594
11.251692
10.730638
8.152907
4.823166
7.045252
15.030988
4.183304
3.943771
2.357289
9.912877
8.054631
10.509767
3.595977
5.967627
8.466193
2.615596
7.946559
6.436117
1.655269
6.833413
11.021566
10.602608
6.315270
10.221706
