# frame   <Re>    <Re^2>
135 15.906257 253.030305
136 15.904766 253.027925
137 15.994125 255.875555
138 16.093774 259.252354
139 15.916137 253.353992
140 15.879906 252.364589
141 15.952424 254.521395
142 15.862789 251.720491
143 15.984193 255.594362
144 15.783649 249.233413
145 16.036328 257.205427
146 15.921965 253.563446
147 15.913977 253.322181
148 15.917585 253.475917
149 16.083191 258.745529
150 15.934333 253.970658
151 15.741083 247.843199
152 16.039123 257.354163
153 15.811950 250.166828
154 15.834308 250.896060
155 16.091022 259.059818
156 16.004639 256.202109
157 15.977246 255.381855
158 15.869710 251.895690
159 15.892586 252.648562
160 15.893764 252.637798
161 16.003779 256.172355
162 16.003763 256.225257
163 16.100464 259.278373
164 15.802375 249.779304
165 15.797911 249.624355
166 15.959458 254.762362
167 15.800169 249.684796
168 15.862225 251.772627
169 16.060302 258.031530
170 15.745718 247.994197
171 15.765335 248.600066
172 15.802136 249.840324
173 15.991758 255.771166
174 16.037489 257.225377
175 16.122357 260.021555
176 15.949104 254.447533
177 16.230875 263.497041
178 16.059902 257.972007
179 16.021428 256.799738
180 16.177950 261.806622
181 15.985451 255.665945
182 15.981892 255.491288
183 15.836247 250.935863
184 16.155522 261.064710
185 15.946632 254.401581
186 15.890512 252.615148
187 15.932776 253.929580
188 16.067337 258.396111
189 15.752250 248.226110
190 15.894173 252.678502
191 15.830742 250.784786
192 15.998046 256.096636
193 15.857633 251.541184
194 15.999880 256.119702
195 16.120459 259.934204
196 15.821306 250.404403
197 15.917556 253.472065
198 15.865613 251.803390
199 15.995922 255.968688
200 15.904815 253.064144
201 16.188920 262.195491
202 16.064877 258.143362
203 16.012352 256.512638
204 16.076828 258.527373
205 16.032946 257.091900
206 15.972976 255.221857
207 16.057057 257.856441
208 16.144290 260.670132
209 15.910473 253.200299
210 15.858094 251.598946
211 15.951362 254.515930
212 15.935551 254.004612
213 15.831115 250.713432
214 15.990468 255.759229
215 16.101285 259.363238
216 15.856320 251.511594
217 15.942248 254.186336
218 15.904490 253.080471
219 15.771421 248.801901
220 16.008400 256.320421
221 15.934042 253.982670
222 16.028448 256.983108
223 15.919588 253.514677
224 15.948606 254.390727
225 15.963441 254.886304
226 15.841618 251.066226
227 15.922030 253.658592
228 16.119311 259.965892
229 15.867389 251.845429
230 16.033976 257.148944
231 16.012407 256.482901
232 16.112561 259.659343
233 15.936544 254.071780
234 15.898834 252.885409
235 15.988151 255.751906
236 16.000094 256.083134
237 15.978885 255.381558
238 16.119900 259.939563
239 16.136373 260.437269
240 15.973717 255.263320
241 15.992720 255.863709
242 15.861831 251.719324
243 15.943415 254.333192
244 16.289156 265.375485
245 16.024127 256.838468
246 15.984835 255.579596
247 15.954119 254.595870
248 15.904973 253.069032
249 15.950803 254.611005
250 15.893301 252.686791
251 15.875502 252.141780
252 16.045133 257.554820
253 15.866025 251.959729
254 16.028447 257.034699
255 16.024664 256.881165
256 15.980601 255.459853
257 16.167021 261.510127
258 15.950636 254.545948
259 15.984293 255.563903
260 16.005158 256.236753
261 16.008877 256.359478
262 16.012761 256.498002
263 15.924416 253.637909
264 16.034278 257.171381
265 15.978489 255.389008
266 15.960809 254.889869
267 16.023901 256.806198
268 15.843223 251.155369
269 16.029305 257.026626
270 15.933949 254.055414
271 16.036340 257.274225
272 15.988704 255.670525
273 15.840835 251.038822
274 16.038932 257.309150
275 15.698870 246.543366
276 16.033973 257.145843
277 16.035992 257.342430
278 16.006861 256.279200
279 15.913778 253.342852
280 16.047759 257.611344
281 16.058941 258.001403
282 16.019545 256.799214
283 15.950416 254.499290
284 16.043057 257.432706
285 15.798239 249.773293
286 15.847693 251.193819
287 15.965840 254.966131
288 15.903895 253.006488
289 15.739224 247.814289
290 15.815914 250.263191
291 15.850535 251.282889
292 15.822611 250.427604
293 15.880220 252.252390
294 15.956524 254.704080
295 16.003150 256.206771
296 15.692053 246.283178
297 15.772565 248.847050
298 15.951976 254.593277
299 15.917244 253.420201
300 15.909691 253.157623
301 16.066580 258.198632
302 16.040434 257.386122
303 15.927145 253.748824
304 15.956358 254.719418
305 15.974373 255.250069
306 16.059091 258.004092
307 15.939020 254.087091
308 15.894472 252.802714
309 15.964421 254.967688
310 15.847539 251.245511
311 15.963619 254.900247
312 16.137874 260.470261
313 15.832720 250.722625
314 15.889063 252.496386
315 16.034470 257.172216
316 15.964777 255.081504
317 16.059162 257.964815
318 15.981913 255.556680
319 15.960990 254.864314
320 15.996464 255.963869
321 15.906460 253.134951
322 15.984087 255.534272
323 16.100105 259.263320
324 15.947167 254.435566
325 15.901277 253.050195
326 16.076554 258.509818
327 15.994164 255.904048
328 15.977367 255.382607
329 15.838238 250.962090
330 16.067413 258.228962
331 16.183100 261.974426
332 16.078178 258.630792
333 16.118518 259.956541
334 15.981815 255.477335
335 15.918512 253.450278
336 16.029263 256.995574
337 16.028370 256.984448
338 16.089481 258.957371
339 15.938473 254.171239
340 15.995262 255.976455
341 16.030213 257.085620
342 16.050766 257.669174
343 16.025577 256.864875
344 16.119232 259.908328
345 16.042918 257.456030
346 16.136160 260.458432
347 16.006982 256.291897
348 15.904279 253.047396
349 16.151865 261.009778
350 16.112963 259.735575
351 15.709807 246.883802
352 15.977186 255.343121
353 16.044467 257.541142
354 16.044470 257.573928
355 15.988275 255.653948
356 16.012147 256.486192
357 16.020590 256.759839
358 15.981237 255.506663
359 15.945044 254.342608
360 15.929694 253.849363
361 16.084342 258.766607
362 16.137999 260.539320
363 16.062242 258.087438
364 16.101720 259.347627
365 16.160752 261.222025
366 15.974852 255.284905
367 15.985619 255.641806
368 16.117597 259.890627
369 15.995799 255.947049
370 15.953161 254.582482
371 15.963750 254.943136
372 16.142423 260.721228
373 15.959089 254.783074
374 15.870963 251.949926
375 15.991627 255.848890
376 15.958770 254.765210
377 15.984748 255.650385
378 15.945500 254.334815
379 16.025464 256.884844
380 15.994377 255.903966
381 15.952320 254.554325
382 15.948016 254.426148
383 15.952895 254.528122
384 16.029199 257.038983
385 15.923153 253.590508
386 15.923823 253.629525
387 15.915677 253.393754
388 15.875958 252.194058
389 15.823088 250.472528
390 15.912001 253.299324
391 15.799365 249.705403
392 16.065126 258.153859
393 16.034037 257.160125
394 16.083050 258.761492
395 15.991973 255.899869
396 15.887436 252.460977
397 16.094728 259.100750
398 15.904556 253.025304
399 15.919199 253.477944
400 15.881262 252.339557
401 15.862892 251.729204
402 15.962735 254.872300
403 15.943731 254.288433
404 16.136057 260.414756
405 16.066497 258.228222
406 15.993835 255.870894
407 15.964057 254.928663
408 16.084838 258.768878
409 15.897071 252.795497
410 16.075840 258.578733
411 15.972415 255.221117
412 15.822636 250.438416
413 15.934709 254.043397
414 16.039786 257.370865
415 15.904328 253.041120
416 16.015420 256.620972
417 16.050123 257.722747
418 15.975695 255.303750
419 15.897604 252.760915
420 16.030045 257.042128
421 15.982293 255.488544
422 16.194233 262.305851
423 16.085467 258.842383
424 16.005087 256.225196
425 15.790836 249.419550
426 15.970987 255.171894
427 16.101865 259.361825
428 15.967455 255.113736
429 15.779260 249.113017
430 15.878257 252.320801
431 15.744599 248.037071
432 16.014802 256.696485
433 15.953683 254.613767
434 15.925775 253.699690
435 15.969442 255.044285
436 15.893632 252.734200
437 16.043157 257.519306
438 16.034778 257.166989
439 15.972326 255.411461
440 15.925112 253.742208
441 16.004540 256.184816
442 16.036843 257.206806
443 15.833326 250.780264
444 16.051730 257.886801
445 15.925239 253.750150
446 16.187666 262.158636
447 15.936113 254.114168
448 15.977309 255.312864
449 16.028197 257.103021
450 16.112034 259.736350
451 15.848019 251.186297
452 16.073804 258.434377
453 15.854322 251.435685
454 16.020446 256.789029
455 15.994752 255.917756
456 15.904071 253.023762
457 15.860000 251.646968
458 15.740193 247.812413
459 15.808418 249.975850
460 15.933170 253.949018
461 16.082570 258.713108
462 15.868511 251.841992
463 16.082841 258.764585
464 15.894123 252.743839
465 16.158140 261.279779
466 16.136398 260.459010
467 16.000510 256.088531
468 16.200517 262.640514
469 16.131382 260.320620
470 15.986672 255.767184
471 15.982018 255.483244
472 16.170294 261.549748
473 16.032165 257.178583
474 15.960365 254.920178
475 15.916255 253.400571
476 15.932259 253.922330
477 15.877718 252.299978
478 15.978034 255.365775
479 15.876811 252.189138
480 16.174356 261.642314
481 15.813141 250.186108
482 15.944725 254.341780
483 15.967947 254.996403
484 15.965681 254.914855
485 16.003413 256.262968
486 15.956145 254.705246
487 16.074916 258.511658
488 15.783278 249.314494
489 15.855226 251.455312
490 15.925596 253.691539
491 16.134875 260.414545
492 15.991536 255.789618
493 15.928966 253.773755
494 15.970660 255.178750
495 16.015456 256.640328
496 15.948909 254.459833
497 15.997258 256.197373
498 16.077256 258.557644
499 16.176321 261.768679
