# frame	R_proto	L_proto	RB_LB_dist
139	26	27	1.465650
139	28	29	1.462370
140	0	23	1.137844
140	2	3	1.146036
140	8	9	1.249885
140	10	11	1.246139
140	12	13	1.276143
140	16	17	1.436804
140	18	19	1.094756
140	20	21	1.316978
140	26	27	1.019319
140	28	29	1.384272
141	0	23	1.331092
141	2	3	1.386759
141	8	9	1.061960
141	10	11	1.246941
141	12	13	1.206922
141	16	17	1.176339
141	18	19	1.157593
141	20	21	1.224832
141	26	27	1.080128
141	28	29	1.261283
142	0	23	1.245063
142	2	3	1.039798
142	8	9	1.004876
142	10	11	1.150323
142	12	13	1.418106
142	16	17	1.057244
142	18	19	1.348821
142	20	21	1.419447
142	26	27	1.150818
142	28	29	1.095947
143	0	23	1.208507
143	2	3	1.266698
143	8	9	1.322577
143	10	11	1.118994
143	12	13	1.083622
143	16	17	1.326019
143	18	19	1.140896
143	20	21	1.435198
143	26	27	1.241040
143	28	29	1.496069
144	0	23	1.081064
144	2	3	1.014958
144	8	9	1.224396
144	10	11	1.337045
144	12	13	0.990157
144	16	17	1.403979
144	18	19	1.159496
144	20	21	1.099205
144	26	27	1.486481
144	28	29	1.231771
145	0	23	1.332628
145	2	3	1.325528
145	8	9	1.229948
145	10	11	1.225528
145	12	13	1.423786
145	16	17	1.436827
145	18	19	1.337052
145	20	21	1.289434
145	26	27	1.181937
145	28	29	1.457743
146	0	23	1.264874
146	2	3	1.210011
146	8	9	1.040107
146	10	11	1.336978
146	12	13	1.333138
