# frame	R_proto	L_proto	RB_LB_dist
146	16	17	1.016085
146	18	19	0.993994
146	20	21	1.228020
146	26	27	0.954469
146	28	29	1.350528
147	0	23	1.263207
147	2	3	1.264479
147	8	9	1.319923
147	10	11	1.397824
147	12	13	1.048912
147	16	17	1.104332
147	18	19	1.328236
147	20	21	1.336635
147	26	27	1.309215
147	28	29	1.423518
148	0	23	1.326706
148	2	3	1.062968
148	8	9	1.400347
148	10	11	1.100324
148	12	13	1.421733
148	16	17	1.058726
148	18	19	1.388320
148	20	21	1.530005
148	26	27	1.293878
148	28	29	1.261547
149	0	23	1.322647
149	2	3	1.351185
149	8	9	1.306775
149	10	11	1.437403
149	12	13	1.399382
149	16	17	1.130724
149	18	19	1.399795
149	20	21	1.364404
149	26	27	1.274378
149	28	29	1.491870
150	0	23	1.104835
150	2	3	1.407334
150	8	9	1.488716
150	10	11	1.325262
150	12	13	1.361369
150	18	19	1.309643
150	20	21	1.417649
150	26	27	1.341237
150	28	29	1.159326
151	0	23	1.218658
151	2	3	1.114294
151	8	9	1.056293
151	10	11	1.160803
151	12	13	1.304584
151	18	19	1.463880
151	20	21	1.321585
151	26	27	1.288143
151	28	29	1.421495
152	0	23	1.356401
152	2	3	1.360512
152	8	9	1.057847
152	12	13	1.419303
152	18	19	1.078628
152	20	21	1.335856
152	26	27	1.385047
152	28	29	1.003356
153	0	23	1.381639
153	2	3	1.288569
153	8	9	1.212751
153	12	13	1.398157
153	18	19	1.423944
153	20	21	1.364308
153	26	27	1.025302
153	28	29	1.208593
154	2	3	1.266756
154	8	9	1.367432
154	12	13	1.456635
154	18	19	1.397219
154	20	21	1.413806
154	26	27	1.140667
154	28	29	1.327377
155	2	3	1.440345
155	8	9	1.467183
155	12	13	1.522010
155	16	17	1.059469
155	18	19	1.351749
155	20	21	1.329819
155	26	27	1.468902
155	28	29	1.372343
156	2	3	1.206507
156	8	9	1.546844
156	12	13	1.381586
156	16	17	1.388330
156	18	19	1.363528
156	20	21	1.263643
156	26	27	1.190269
156	28	29	1.175202
157	2	3	1.223580
157	8	9	1.228739
157	12	13	1.156135
157	16	17	1.020960
157	18	19	1.519729
157	20	21	1.084584
157	26	27	1.276709
157	28	29	1.358208
158	2	3	0.963745
158	8	9	1.072569
158	12	13	1.137279
158	16	17	1.157015
158	18	19	1.317843
158	20	21	1.246109
158	26	27	1.274868
158	28	29	1.404767
159	2	3	1.002967
159	8	9	1.506196
159	12	13	1.302522
159	16	17	1.074632
159	18	19	1.227302
159	20	21	1.226238
159	26	27	1.392345
159	28	29	1.363004
160	8	9	1.238569
160	12	13	1.216568
160	16	17	1.256296
160	18	19	1.464336
160	20	21	1.497454
160	26	27	0.999088
160	28	29	1.023035
161	2	3	1.278408
161	8	9	1.481080
161	12	13	1.305323
161	16	17	1.304277
161	18	19	1.331617
161	20	21	1.458351
161	26	27	1.182820
161	28	29	1.401535
162	2	3	1.184802
162	8	9	1.275635
162	16	17	1.133995
162	18	19	1.029204
162	20	21	1.362376
162	26	27	1.308944
162	28	29	1.130285
163	2	3	1.469783
163	8	9	1.309504
163	16	17	1.185035
163	18	19	1.097272
163	20	21	1.415916
163	26	27	1.094329
163	28	29	1.064155
164	2	3	1.049864
164	8	9	1.397229
164	16	17	1.171311
164	18	19	1.350531
164	20	21	1.263069
164	26	27	1.039730
164	28	29	1.531131
165	0	1	1.351429
165	2	3	1.166220
165	8	9	1.167792
165	16	17	1.462587
165	18	19	1.305277
165	20	21	1.344630
165	26	27	0.919774
165	28	29	1.476885
166	0	1	1.134141
166	2	3	1.442971
166	8	9	1.238640
166	16	17	1.376115
166	18	19	1.410585
166	20	21	1.039777
166	26	27	1.268592
166	28	29	1.393517
167	0	1	1.397049
167	2	3	1.257011
167	8	9	1.079116
167	16	17	1.374107
167	18	19	1.319400
167	20	21	1.167837
167	26	27	1.155179
167	28	29	1.172800
168	0	1	1.399768
168	2	3	1.072430
168	7	14	1.278723
168	8	9	1.459853
168	10	23	1.272496
168	16	17	0.983561
168	18	19	1.331714
168	20	21	1.436095
168	26	27	1.244229
168	28	29	1.181235
169	0	1	1.161918
169	2	3	1.363989
169	7	14	1.475234
169	8	9	1.440190
169	10	23	1.457927
169	16	17	1.127600
169	18	19	1.164002
169	20	21	1.098068
169	26	27	1.049537
169	28	29	1.391796
170	0	1	1.447876
170	2	3	1.193883
170	7	14	1.360129
170	8	9	1.211766
170	10	23	1.114733
170	16	17	1.334133
170	18	19	1.150989
170	20	21	1.183446
170	26	27	1.046400
170	28	29	1.267213
171	0	1	1.133066
171	2	3	1.080798
171	7	14	1.376292
171	8	9	1.085403
171	10	23	1.293129
171	16	17	1.303329
171	18	19	1.455240
171	20	21	1.293371
171	26	27	1.244650
171	28	29	1.203180
172	0	1	1.283835
172	2	3	1.287374
172	7	14	1.388035
172	8	9	1.191007
172	10	23	1.281361
172	16	17	1.162260
172	18	19	1.371855
172	20	21	1.443066
172	26	27	1.091377
172	28	29	1.184493
173	0	1	1.344062
173	2	3	1.083472
173	7	14	1.031213
173	8	9	1.410895
173	10	23	1.396756
173	16	17	1.325462
173	18	19	1.357078
173	20	21	1.345917
173	26	27	1.470851
173	28	29	1.160495
174	0	1	1.077421
174	2	3	1.149910
174	7	14	1.337989
174	8	9	1.178724
174	10	23	1.221232
174	16	17	1.120491
174	18	19	1.292387
174	20	21	1.481630
174	26	27	1.323570
174	28	29	1.125334
175	0	1	1.437574
175	2	3	1.030765
175	7	14	1.348609
175	8	9	1.243893
175	10	23	1.485247
175	12	13	1.370586
175	16	17	1.533191
175	18	19	1.315916
175	20	21	1.353281
175	26	27	1.374821
175	28	29	1.245109
176	0	1	1.242860
176	2	3	1.109976
176	7	14	1.382323
176	8	9	1.250720
176	10	23	1.058953
176	12	13	1.404144
176	16	17	1.338767
176	18	19	1.185947
176	20	21	1.108748
176	26	27	1.549754
176	28	29	1.194799
177	0	1	1.379711
177	2	3	1.616440
177	7	14	1.463762
177	8	9	1.486003
177	10	23	1.447288
177	12	13	1.333904
177	16	17	1.233448
177	18	19	1.114244
177	20	21	1.296598
177	26	27	1.307821
177	28	29	1.434755
178	0	1	1.146351
178	2	3	1.360343
178	7	14	1.098649
178	8	9	1.119004
178	10	23	1.251598
178	12	13	1.226041
178	16	17	1.324055
178	18	19	1.267874
178	20	21	1.459600
178	26	27	1.464977
178	28	29	1.367949
179	0	1	1.251601
179	2	3	1.188400
179	7	14	1.036762
179	8	9	1.252855
179	10	23	1.127876
179	12	13	1.400778
179	16	17	1.304113
179	18	19	1.455388
179	20	21	1.084189
179	26	27	1.184155
179	28	29	1.384741
180	0	1	1.452469
180	2	3	1.459144
180	7	14	1.212672
180	8	9	1.387204
180	10	23	1.264056
180	12	13	1.224297
180	16	17	1.383456
180	18	19	1.293880
180	20	21	1.344446
180	26	27	1.299875
180	28	29	1.344729
181	0	1	1.354116
181	2	3	1.102034
181	7	14	1.670893
181	8	9	1.428650
181	10	23	1.078900
181	12	13	1.474816
181	16	17	1.208372
181	18	19	1.457828
181	20	21	1.232484
181	26	27	1.305652
181	28	29	1.119386
182	0	1	1.456812
182	2	3	1.248667
182	4	15	1.357947
182	7	14	1.152620
182	8	9	1.321740
182	10	23	1.449323
182	12	13	1.363855
182	16	17	1.178781
182	18	19	1.127335
182	20	21	1.419936
182	26	27	1.134349
182	28	29	1.184619
183	0	1	1.269830
183	2	3	1.407640
183	4	15	1.191500
183	7	14	1.340643
183	8	9	1.480224
183	10	23	1.347816
183	12	13	1.377704
183	16	17	1.276338
183	18	19	1.418399
183	20	21	1.240398
183	26	27	1.395795
183	28	29	1.377508
184	0	1	1.227244
184	2	3	1.306385
184	4	15	1.336546
184	7	14	1.388304
184	8	9	1.224885
184	10	23	1.505192
184	12	13	1.071228
184	16	17	1.483354
184	18	19	1.306179
184	20	21	1.137742
184	26	27	1.435634
184	28	29	1.023645
185	0	1	1.286681
185	2	3	1.163459
185	4	15	1.219181
185	7	14	1.232194
185	8	9	1.384719
185	10	23	1.333749
185	12	13	1.223954
185	16	17	1.191341
185	18	19	1.214837
185	20	21	1.215109
185	26	27	1.407427
185	28	29	1.061859
186	2	3	1.342323
186	4	15	1.194944
186	7	14	1.135396
186	8	9	1.343968
186	10	23	1.303197
186	12	13	1.376528
186	16	17	1.227041
186	18	19	1.129522
186	20	21	1.400198
186	26	27	1.368547
186	28	29	1.232172
187	0	1	1.412218
187	2	3	1.091051
187	4	15	1.440698
187	7	14	1.265428
187	8	9	1.387927
187	10	23	1.226532
187	12	13	1.337643
187	16	17	1.309509
187	18	19	1.454183
187	20	21	1.320367
187	26	27	1.446001
187	28	29	1.259533
188	0	1	1.244728
188	2	3	1.058886
188	4	15	1.399379
188	7	14	1.131826
188	8	9	1.352954
188	10	23	1.420463
188	12	13	1.499399
188	16	17	1.476947
188	18	19	1.215766
188	20	21	1.512516
188	26	27	1.311051
188	28	29	1.344813
189	0	1	1.216688
189	2	3	1.279352
189	4	15	1.372903
189	7	14	1.449705
189	8	9	1.431627
189	10	23	1.368769
189	12	13	1.151141
189	16	17	1.358581
189	18	19	1.263294
189	20	21	1.182172
189	26	27	1.176874
189	28	29	1.367346
190	0	1	1.163804
190	2	3	1.169440
190	4	15	1.207359
190	7	14	1.394054
190	8	9	1.345517
190	10	23	1.041687
190	12	13	1.389028
190	16	17	1.321416
190	18	19	1.031712
190	20	21	1.256002
190	26	27	1.024692
190	28	29	1.416227
191	0	1	1.288343
191	2	3	1.274823
191	4	15	1.026812
191	7	14	1.119772
191	8	9	1.050559
191	10	23	1.313568
191	12	13	1.238354
191	16	17	1.021803
191	18	19	1.485317
191	20	21	1.190172
191	26	27	1.216340
191	28	29	1.453349
192	0	1	1.239974
192	2	3	1.042236
192	4	15	1.334204
192	7	14	1.088301
192	8	9	1.307199
192	10	23	1.494162
192	12	13	1.342663
192	16	17	1.398860
192	18	19	1.444742
192	20	21	1.107955
192	26	27	1.463094
192	28	29	1.092619
193	0	1	1.230025
193	2	3	1.387401
193	7	14	1.258738
193	8	9	1.175895
193	10	23	1.101230
193	12	13	1.304248
193	16	17	1.089708
193	18	19	1.411625
193	20	21	1.053552
193	26	27	0.992720
193	28	29	1.412588
194	0	1	1.343441
194	2	3	1.140518
194	7	14	1.003554
194	8	9	1.228303
194	10	23	1.600333
194	12	13	1.163728
194	16	17	1.438773
194	18	19	1.443251
194	20	21	0.968595
194	26	27	1.486468
194	28	29	1.242440
195	0	1	1.433436
195	2	3	1.308397
195	4	15	1.156038
195	7	14	1.349226
195	8	9	1.384510
195	10	23	1.350475
195	12	13	1.349372
195	16	17	1.000018
195	18	19	1.392119
195	20	21	1.087371
195	26	27	1.426420
195	28	29	1.452372
196	0	1	1.207935
196	2	3	1.252549
196	4	15	1.252101
196	7	14	1.414719
196	8	9	1.361062
196	10	23	1.387074
196	12	13	1.038564
196	16	17	1.225804
196	18	19	0.986938
196	20	21	1.530950
196	26	27	1.322188
196	28	29	1.393254
197	0	1	1.042422
197	2	3	1.298155
197	4	15	1.453541
197	7	14	1.143569
197	8	9	1.118617
197	10	23	1.327878
197	12	13	1.237356
197	16	17	1.447556
197	18	19	1.301907
197	20	21	1.409432
197	26	27	1.296435
197	28	29	1.272668
198	0	1	1.288773
198	2	3	1.184306
198	4	15	1.272796
198	7	14	1.235916
198	8	9	1.002816
198	10	23	1.348390
198	12	13	0.992839
198	16	17	1.190706
198	18	19	1.110596
198	20	21	1.310502
198	26	27	1.211876
198	28	29	1.250502
199	0	1	1.348779
199	2	3	1.273285
199	4	15	1.457889
199	7	14	1.090383
199	8	9	1.384047
199	10	23	1.128548
199	12	13	1.329859
199	16	17	1.421276
199	18	19	1.235542
199	20	21	1.137811
199	26	27	1.443764
199	28	29	1.241911
200	0	1	1.091947
200	2	3	0.989993
200	4	15	1.228715
200	7	14	1.159311
200	8	9	1.372461
200	10	23	0.987388
200	12	13	1.028524
200	16	17	1.429557
200	18	19	1.409666
200	20	21	1.449933
200	26	27	1.484630
200	28	29	1.477782
201	0	1	1.384948
201	2	3	1.409095
201	4	15	1.130973
201	5	24	1.159826
201	7	14	1.396128
201	8	9	1.378849
201	10	23	1.370010
201	12	13	1.101136
201	16	17	1.229040
201	18	19	1.511021
201	20	21	1.460142
201	26	27	1.125197
201	28	29	1.436139
202	0	1	1.460830
202	2	3	1.323926
202	4	15	1.413743
202	5	24	1.389258
202	7	14	1.078553
202	8	9	1.191885
202	10	23	1.315813
202	12	13	1.300702
202	16	17	1.346774
202	18	19	1.077668
202	20	21	1.366166
202	26	27	1.115207
202	28	29	1.275273
203	0	1	1.421598
203	2	3	1.142060
203	4	15	1.405076
203	5	24	1.147423
203	7	14	0.962432
203	8	9	1.299124
203	10	23	1.424434
203	12	13	1.354963
203	16	17	1.378399
203	18	19	1.162399
203	20	21	1.401397
203	26	27	1.404389
203	28	29	1.266057
204	0	1	1.166393
204	2	3	1.247238
204	4	15	1.189446
204	5	24	1.050626
204	7	14	1.488527
204	8	9	1.437332
204	10	23	1.389638
204	12	13	1.096444
204	16	17	1.376133
204	18	19	1.172920
204	20	21	1.010971
204	26	27	1.070859
204	28	29	1.351629
205	0	1	1.246469
205	2	3	1.124452
205	4	15	1.395431
205	5	24	1.113909
205	7	14	1.028025
205	8	9	1.499496
205	10	23	1.035045
205	12	13	1.099000
205	16	17	1.456647
205	18	19	1.441364
205	20	21	1.455747
205	26	27	1.415570
205	28	29	1.462609
206	0	1	1.210339
206	2	3	1.139480
206	4	15	1.061610
206	5	24	1.307274
206	7	14	1.416468
206	8	9	1.271504
206	10	23	1.425550
206	12	13	1.372174
206	16	17	1.465187
206	18	19	1.372998
206	20	21	1.380694
206	26	27	1.183355
206	28	29	1.046656
207	0	1	1.475518
207	2	3	1.463493
207	4	15	1.502040
207	5	24	1.345282
207	7	14	1.292771
207	8	9	1.005139
207	10	23	1.262804
207	12	13	1.156282
207	16	17	1.006088
207	18	19	1.392007
207	20	21	1.482199
207	26	27	1.353932
207	28	29	1.069311
208	0	1	1.209132
208	2	3	1.436025
208	4	15	1.226798
208	5	24	1.493518
208	7	14	1.232858
208	8	9	1.225504
208	10	23	1.388233
208	12	13	1.168826
208	16	17	1.222504
208	18	19	1.357154
208	20	21	1.209544
208	26	27	1.374199
208	28	29	1.296866
209	0	1	1.108472
209	2	3	1.497506
209	4	15	1.110035
209	5	24	1.190391
209	7	14	1.451819
209	8	9	1.483803
209	10	23	1.449277
209	12	13	1.453764
209	16	17	1.217071
209	18	19	1.440913
209	20	21	1.369505
209	26	27	1.086974
209	28	29	1.491830
210	0	1	1.024665
210	2	3	1.010423
210	4	15	1.481927
210	5	24	1.244191
210	7	14	1.027125
210	8	9	1.125682
210	10	23	1.120837
210	12	13	0.988828
210	16	17	1.180472
210	18	19	1.116752
210	20	21	1.455095
210	26	27	1.317353
210	28	29	1.365565
211	0	1	1.176853
211	2	3	1.267986
211	4	15	1.324154
211	5	24	1.464373
211	7	14	1.182029
211	8	9	1.174225
211	10	23	1.374037
211	12	13	1.303887
211	16	17	0.932098
211	18	19	1.321711
211	20	21	1.112067
211	26	27	1.193482
211	28	29	1.106087
212	0	1	1.266747
212	2	3	1.379404
212	4	15	1.206546
212	5	24	1.283179
212	7	14	1.207123
212	8	9	1.091459
212	10	23	1.181704
212	12	13	1.457956
212	16	17	0.965660
212	18	19	1.338561
212	20	21	1.340979
212	26	27	1.296302
212	28	29	1.452734
213	0	1	1.334594
213	2	3	1.291164
213	4	15	1.181420
213	5	24	1.131502
213	7	14	1.065730
213	8	9	1.291252
213	10	23	1.362091
213	12	13	1.270418
213	16	17	1.476678
213	18	19	1.408431
213	20	21	1.249101
213	26	27	1.180338
213	28	29	1.372971
214	0	1	1.062789
214	2	3	1.339001
214	4	15	1.283054
214	5	24	1.277275
214	7	14	1.254322
214	8	9	1.472773
214	10	23	1.417217
214	12	13	1.245351
214	16	17	1.084111
214	18	19	1.246497
214	20	21	1.253277
214	26	27	1.428231
214	28	29	1.378662
215	0	1	1.336378
215	2	3	1.081005
215	4	15	1.037797
215	5	24	1.138016
215	7	14	1.433583
215	8	9	1.262999
215	10	23	1.502376
215	12	13	1.244735
215	16	17	1.448039
215	18	19	1.398748
215	20	21	1.293810
215	26	27	1.429830
215	28	29	1.115552
216	0	1	1.457314
216	2	3	1.140818
216	4	15	1.186733
216	5	24	1.335921
216	7	14	1.376299
216	8	9	1.356901
216	10	23	1.067837
216	12	13	1.279250
216	16	17	1.148699
216	18	19	1.480878
216	26	27	1.039722
216	28	29	1.220207
217	0	1	1.272314
217	2	3	1.404068
217	4	15	1.212370
217	5	24	1.177574
217	7	14	1.353022
217	8	9	1.208233
217	10	23	1.146224
217	12	13	1.484310
217	16	17	1.458427
217	18	19	1.063986
217	26	27	1.420099
217	28	29	1.072189
218	0	1	1.408741
218	2	3	1.314310
218	4	15	1.190356
218	5	24	1.393443
218	7	14	1.365902
218	8	9	1.204712
218	10	23	1.419694
218	12	13	1.280244
218	16	17	1.232251
218	18	19	1.322865
218	26	27	1.096501
218	28	29	1.011593
219	0	1	1.348132
219	2	3	1.463129
219	4	15	1.047669
219	5	24	1.014271
219	7	14	1.371785
219	8	9	1.158872
219	10	23	1.330852
219	12	13	1.215289
219	16	17	1.175746
219	18	19	1.229429
219	20	21	1.347189
219	26	27	1.345444
219	28	29	1.230249
220	0	1	1.353673
220	2	3	1.362392
220	4	15	1.472462
220	5	24	1.067832
220	7	14	1.455237
220	8	9	1.304231
220	10	23	1.321295
220	12	13	1.398039
220	16	17	1.069447
220	18	19	1.111860
220	20	21	1.344752
220	26	27	1.365983
220	28	29	1.295457
221	0	1	1.375713
221	2	3	1.429329
221	4	15	1.451281
221	5	24	1.269948
221	7	14	1.378374
221	8	9	0.995146
221	10	23	0.991480
221	12	13	1.196573
221	16	17	1.138076
221	18	19	1.095815
221	20	21	1.486293
221	26	27	1.070432
221	28	29	1.128007
222	0	1	1.226600
222	2	3	1.143308
222	4	15	1.050254
222	5	24	1.391542
222	7	14	1.292933
222	8	9	1.419015
222	10	23	1.407161
222	12	13	1.063383
222	16	17	1.347734
222	18	19	1.267996
222	20	21	1.169881
222	26	27	1.399615
222	28	29	1.255427
223	0	1	1.160571
223	2	3	1.029195
223	4	15	1.377241
223	5	24	1.382042
223	7	14	1.243380
223	8	9	1.089528
223	10	23	1.156323
223	12	13	1.433248
223	16	17	1.437801
223	18	19	1.416284
223	20	21	1.013215
223	26	27	1.306927
223	28	29	1.227924
224	0	1	1.469555
224	2	3	1.420455
224	4	15	1.078707
224	5	24	1.050901
224	7	14	1.125661
224	8	9	1.110306
224	10	23	1.352998
224	12	13	1.211460
224	16	17	1.359850
224	18	19	1.073303
224	20	21	1.351826
224	26	27	1.442984
224	28	29	1.423367
225	0	1	1.434975
225	2	3	1.285606
225	4	15	1.322796
225	5	24	1.253553
225	7	14	1.348838
225	8	9	1.012939
225	10	23	1.168629
225	12	13	1.130523
225	16	17	1.352975
225	18	19	1.165746
225	20	21	1.375100
225	26	27	1.116271
225	28	29	1.043994
226	0	1	1.145777
226	2	3	1.231744
226	4	15	0.973916
226	5	24	1.123695
226	7	14	1.108681
226	8	9	1.329197
226	10	23	1.538453
226	12	13	1.256058
226	16	17	1.179557
226	18	19	1.210820
226	20	21	1.412363
226	26	27	1.246264
226	28	29	1.285529
227	0	1	0.979860
227	2	3	1.474833
227	4	15	1.202500
227	5	24	1.361422
227	7	14	1.204410
227	8	9	1.131800
227	10	23	1.431695
227	12	13	1.507764
227	16	17	1.281260
227	18	19	1.321260
227	20	21	1.390609
227	26	27	1.364150
227	28	29	1.150140
228	0	1	1.395046
228	2	3	1.063672
228	4	15	1.023627
228	5	24	1.342405
228	7	14	1.434983
228	8	9	1.415207
228	10	23	1.439719
228	12	13	1.480024
228	16	17	1.350229
228	18	19	1.393350
228	20	21	1.485867
228	26	27	1.331910
228	28	29	1.188513
229	0	1	1.110777
229	2	3	1.428959
229	4	15	1.171965
229	5	24	1.223019
229	7	14	1.156298
229	8	9	1.070888
229	10	23	1.002834
229	12	13	1.470808
229	16	17	1.448187
229	18	19	1.258179
229	20	21	1.471697
229	26	27	1.167821
229	28	29	1.217902
230	0	1	1.321639
230	2	3	1.149758
230	4	15	1.482132
230	5	24	1.443077
230	7	14	1.078126
230	8	9	1.096004
230	10	23	1.052554
230	12	13	1.266598
230	16	17	1.247336
230	18	19	1.203955
230	20	21	1.186589
230	26	27	1.139831
230	28	29	1.144994
231	0	1	1.312955
231	2	3	1.413349
231	4	15	1.402566
231	5	24	1.327582
231	7	14	1.228330
231	8	9	1.211647
231	10	23	1.062785
231	12	13	1.426699
231	16	17	1.237777
231	18	19	1.384468
231	20	21	1.307696
231	26	27	1.009189
231	28	29	1.368556
232	0	1	1.421218
232	4	15	1.389027
232	5	24	0.968899
232	7	14	1.286819
232	8	9	1.424426
232	10	23	1.241062
232	12	13	1.304836
232	16	17	1.385205
232	18	19	1.222003
232	20	21	1.394833
232	26	27	1.275857
232	28	29	1.323785
233	0	1	1.243868
233	4	15	1.387135
233	5	24	1.340204
233	7	14	1.457197
233	8	9	1.388239
233	10	23	1.038869
233	12	13	1.412561
233	16	17	1.445310
233	18	19	1.293467
233	20	21	1.302566
233	26	27	1.253895
233	28	29	1.480208
234	0	1	1.269865
234	4	15	1.425860
234	5	24	1.007816
234	7	14	1.146935
234	8	9	1.217805
234	10	23	1.121154
234	12	13	1.259818
234	16	17	1.173470
234	18	19	1.019180
234	20	21	1.233818
234	26	27	1.455543
234	28	29	1.424372
235	0	1	1.421670
235	4	15	1.285314
235	5	24	1.499571
235	7	14	1.161039
235	8	9	1.413255
235	10	23	1.094773
235	12	13	1.067240
235	16	17	1.431133
235	18	19	0.986858
235	20	21	1.321418
235	26	27	1.340064
235	28	29	1.225524
236	0	1	1.212123
236	4	15	1.444242
236	5	24	1.300794
236	7	14	1.133848
236	8	9	1.110341
236	10	23	1.086912
236	12	13	1.154653
236	16	17	1.303888
236	18	19	0.970456
236	20	21	0.977743
236	26	27	1.378356
236	28	29	1.348908
237	0	1	1.170315
237	4	15	1.366608
237	5	24	1.397365
237	7	14	1.291574
237	8	9	1.298470
237	10	23	0.985480
237	12	13	1.199519
237	16	17	1.117570
237	18	19	1.091115
237	20	21	1.444896
237	26	27	1.188693
237	28	29	1.282310
238	0	1	1.458752
238	4	15	1.267671
238	5	24	1.255599
238	7	14	1.393060
238	8	9	1.386341
238	10	23	1.452321
238	12	13	1.209795
238	16	17	1.353526
238	18	19	1.106880
238	20	21	1.192804
238	26	27	1.537339
238	28	29	1.218616
239	0	1	1.221049
239	4	15	1.176867
239	5	24	1.424989
239	7	14	1.449576
239	8	9	1.058236
239	10	23	1.122492
239	12	13	1.150096
239	16	17	1.410180
239	18	19	1.192994
239	20	21	1.072876
239	26	27	1.096092
239	28	29	1.296557
240	0	1	1.103083
240	4	15	1.494588
240	5	24	1.340464
240	7	14	1.500963
240	8	9	1.507630
240	10	23	1.164365
240	12	13	1.306553
240	16	17	1.121803
240	18	19	1.350944
240	20	21	1.294490
240	26	27	1.193711
240	28	29	1.410594
241	0	1	1.200316
241	4	15	1.401957
241	5	24	1.104865
241	7	14	1.255429
241	8	9	1.456907
241	10	23	1.336693
241	12	13	1.436108
241	16	17	1.399659
241	18	19	1.484118
241	20	21	1.424097
241	26	27	1.426998
241	28	29	1.306851
242	0	1	1.455838
242	4	15	1.344239
242	5	24	1.100261
242	7	14	1.013502
242	8	9	1.469016
242	10	23	1.333844
242	12	13	1.334161
242	16	17	1.443673
242	18	19	1.276665
242	20	21	1.275156
242	26	27	1.241372
242	28	29	1.206742
243	0	1	1.177266
243	4	15	1.567783
243	5	24	1.220063
243	7	14	1.114139
243	8	9	1.322352
243	10	23	1.377145
243	12	13	1.450318
243	16	17	1.445078
243	18	19	1.105648
243	20	21	1.424967
243	26	27	1.173459
243	28	29	1.317052
244	0	1	1.546118
244	4	15	1.490281
244	5	24	1.323425
244	7	14	1.487046
244	8	9	1.374833
244	10	23	1.552144
244	12	13	1.380796
244	18	19	1.440908
244	20	21	1.446882
244	26	27	1.302269
244	28	29	1.324206
245	0	1	1.003543
245	4	15	1.465596
245	5	24	1.166796
245	7	14	1.179349
245	8	9	1.341846
245	10	23	1.156337
245	12	13	1.424064
245	18	19	1.145437
245	20	21	1.094709
245	26	27	1.371184
245	28	29	1.005825
246	0	1	1.239542
246	4	15	1.301602
246	5	24	1.161882
246	7	14	1.317894
246	8	9	1.341104
246	10	23	1.172682
246	12	13	1.067576
246	16	17	1.056714
246	18	19	1.142618
246	20	21	1.214025
246	26	27	1.457806
246	28	29	1.354809
247	0	1	1.138317
247	4	15	1.406118
247	5	24	1.222997
247	7	14	1.491154
247	8	9	1.382397
247	10	23	1.396004
247	12	13	1.183791
247	16	17	1.085883
247	18	19	1.384246
247	20	21	1.407056
247	26	27	1.485494
247	28	29	1.105795
248	0	1	1.271285
248	4	15	1.292305
248	5	24	1.474126
248	7	14	1.456162
248	8	9	1.197092
248	10	23	1.193683
248	12	13	1.308112
248	16	17	1.211682
248	18	19	1.455307
248	20	21	1.227824
248	26	27	1.458815
248	28	29	1.407708
249	0	1	1.117909
249	4	15	1.168927
249	5	24	1.320076
249	7	14	1.324257
249	8	9	1.436582
249	10	23	1.450204
249	12	13	1.424777
249	16	17	1.416223
249	18	19	1.007307
249	20	21	1.411649
249	26	27	1.248125
249	28	29	1.104525
250	0	1	1.333447
250	4	15	1.453560
250	5	24	1.395726
250	7	14	1.339280
250	8	9	1.419676
250	10	23	1.284859
250	12	13	1.400877
250	16	17	1.114567
250	18	19	1.237110
250	20	21	1.163887
250	26	27	1.054384
250	28	29	1.383061
251	0	1	1.319343
251	4	15	1.109108
251	5	24	1.378887
251	7	14	1.355642
251	8	9	1.036398
251	10	23	1.359860
251	12	13	1.419959
251	16	17	1.231128
251	18	19	1.062817
251	20	21	1.306313
251	26	27	1.252916
251	28	29	1.473573
252	0	1	1.278233
252	4	15	1.172570
252	5	24	1.463179
252	7	14	1.441909
252	8	9	1.473669
252	10	23	1.467961
252	12	13	1.358811
252	16	17	1.421549
252	18	19	1.255254
252	20	21	1.131095
252	26	27	1.382081
252	28	29	1.374581
253	0	1	1.253068
253	4	15	1.295908
253	5	24	1.295948
253	7	14	1.285253
253	8	9	1.221248
253	10	23	1.312807
253	12	13	1.143576
253	16	17	1.469695
253	18	19	1.154055
253	20	21	1.181730
253	26	27	1.087565
253	28	29	1.113808
254	0	1	1.199198
254	4	15	1.045195
254	5	24	1.319642
254	7	14	1.065871
254	8	9	1.234969
254	10	23	1.327877
254	12	13	1.318168
254	16	17	1.558440
254	18	19	1.274022
254	20	21	1.512337
254	26	27	0.927691
254	28	29	1.290912
255	0	1	1.094002
255	4	15	1.415177
255	5	24	1.138404
255	7	14	1.162229
255	8	9	1.174297
255	10	23	1.322231
255	12	13	1.401608
255	16	17	1.221743
255	18	19	1.263174
255	20	21	1.179503
255	26	27	1.435942
255	28	29	1.415823
256	0	1	1.262310
256	4	15	1.439663
256	5	24	1.515491
256	7	14	1.448998
256	8	9	1.272272
256	10	23	1.433761
256	12	13	1.239690
256	16	17	1.416101
256	18	19	1.408854
256	20	21	1.459791
256	26	27	1.427738
256	28	29	1.098478
257	0	1	1.125940
257	4	15	1.429664
257	5	24	1.223049
257	7	14	1.305376
257	8	9	1.242026
257	10	23	1.486601
257	12	13	1.445804
257	16	17	1.207641
257	18	19	1.325300
257	20	21	1.281147
257	26	27	1.237066
257	28	29	1.558148
258	0	1	1.050189
258	4	15	1.197577
258	5	24	1.214023
258	7	14	1.426732
258	8	9	1.368003
258	10	23	1.032264
258	12	13	1.376249
258	16	17	1.162301
258	18	19	1.321764
258	20	21	1.271927
258	26	27	1.335515
258	28	29	1.186877
