# frame  R_idx  L_idx   Re    Re2
102 2 3 16.071569 258.295341
102 8 9 15.802595 249.722000
102 10 11 16.545330 273.747944
102 12 13 15.902712 252.896244
102 16 17 16.115666 259.714696
102 20 21 16.137621 260.422801
102 26 27 15.839187 250.879841
102 28 29 16.112345 259.607656
103 2 3 15.681880 245.921369
103 8 9 16.352279 267.397021
103 10 11 16.374380 268.120312
103 12 13 16.031771 257.017669
103 16 17 15.870700 251.879109
103 20 21 15.743245 247.849750
103 26 27 15.968525 254.993796
103 28 29 15.893130 252.591577
104 2 3 15.432988 238.177125
104 8 9 16.012753 256.408256
104 10 11 15.783764 249.127192
104 12 13 15.986460 255.566900
104 16 17 15.577227 242.649989
104 26 27 16.337622 266.917901
104 28 29 16.492941 272.017100
105 2 3 16.233619 263.530384
105 8 9 16.202721 262.528161
105 10 11 15.874780 252.008641
105 12 13 15.953150 254.503000
105 16 17 15.666480 245.438596
105 20 21 15.888136 252.432873
105 26 27 16.080584 258.585196
105 28 29 16.043060 257.379789
106 2 3 15.760084 248.380241
106 8 9 15.489123 239.912936
106 10 11 15.779950 249.006814
106 12 13 15.991771 255.736725
106 16 17 15.545264 241.655225
106 20 21 15.961399 254.766265
106 26 27 16.119735 259.845869
106 28 29 16.061589 257.974644
107 2 3 16.120243 259.862244
107 8 9 16.123521 259.967925
107 10 11 16.321292 266.384585
107 12 13 15.992680 255.765816
107 16 17 15.718694 247.077349
107 20 21 16.123937 259.981357
107 26 27 16.322676 266.429761
107 28 29 15.985017 255.520781
108 2 3 16.044756 257.434200
108 8 9 15.912544 253.209041
108 10 11 16.370072 267.979265
108 12 13 15.986084 255.554869
108 16 17 15.892508 252.571809
108 20 21 15.923983 253.573249
108 26 27 16.335869 266.860625
108 28 29 16.011754 256.376276
109 2 3 16.722621 279.646041
109 8 9 15.532741 241.266056
109 10 11 15.744756 247.897353
109 12 13 15.836634 250.798964
109 16 17 15.845429 251.077609
109 20 21 15.487831 239.872905
109 26 27 16.168595 261.423464
109 28 29 15.992802 255.769729
110 2 3 15.923809 253.567684
110 8 9 15.807444 249.875296
110 10 11 16.462338 271.008585
110 12 13 15.507811 240.492216
110 16 17 16.015342 256.491169
110 20 21 15.884473 252.316481
110 26 27 15.871562 251.906484
110 28 29 16.055271 257.771725
111 2 3 15.774640 248.839256
111 8 9 15.768823 248.655769
111 10 11 16.216777 262.983845
111 12 13 15.799356 249.619656
111 16 17 15.796422 249.526961
111 20 21 16.157547 261.066321
111 26 27 16.041753 257.337849
111 28 29 16.053968 257.729876
112 2 3 15.350223 235.629341
112 8 9 16.280105 265.041804
112 10 11 15.943140 254.183709
112 12 13 16.492669 272.008125
112 16 17 16.088126 258.827800
112 20 21 16.215264 262.934802
112 26 27 15.876102 252.050625
112 28 29 16.208186 262.705300
113 2 3 15.840880 250.933464
113 8 9 15.761124 248.413044
113 10 11 15.348553 235.578069
113 12 13 16.324313 266.483204
113 16 17 15.825629 250.450536
113 20 21 15.913771 253.248113
113 26 27 17.232867 296.971700
113 28 29 16.279038 265.007089
114 2 3 16.160432 261.159549
114 8 9 15.885500 252.349100
114 10 11 15.777886 248.941698
114 12 13 16.160865 261.173544
114 16 17 15.641107 244.644216
114 20 21 15.418311 237.724304
114 26 27 16.569763 274.557041
114 28 29 16.466686 271.151764
115 2 3 15.645524 244.782409
115 8 9 16.017739 256.567969
115 10 11 15.515324 240.725273
115 12 13 16.018722 256.599464
115 16 17 16.099630 259.198101
115 20 21 16.180091 261.795342
115 26 27 15.865403 251.711025
115 28 29 16.069911 258.242049
116 2 3 15.894930 252.648800
116 8 9 16.473771 271.385136
116 10 11 16.039370 257.261405
116 12 13 15.400765 237.183569
116 16 17 15.687839 246.108289
116 20 21 16.067051 258.150129
116 26 27 16.222830 263.180200
116 28 29 15.977025 255.265336
117 2 3 16.303289 265.797229
117 8 9 16.240139 263.742125
117 10 11 15.583998 242.861005
117 12 13 15.831207 250.627101
117 16 17 16.343245 267.101641
117 20 21 15.622191 244.052850
117 26 27 15.512969 240.652216
117 28 29 15.981336 255.403090
118 2 3 15.796474 249.528596
118 8 9 16.185873 261.982481
118 10 11 15.523215 240.970193
118 12 13 16.087504 258.807789
118 16 17 15.689952 246.174596
118 20 21 16.137919 260.432420
118 26 27 16.562572 274.318800
118 28 29 15.920619 253.466106
119 2 3 15.759517 248.362369
119 8 9 16.109045 259.501336
119 10 11 15.999163 255.973225
119 12 13 16.534547 273.391249
119 16 17 14.923684 222.716356
119 20 21 15.831705 250.642893
119 26 27 16.409436 269.269600
119 28 29 15.656283 245.119184
120 0 23 15.530381 241.192733
120 2 3 16.074335 258.384241
120 8 9 15.918874 253.410537
120 10 11 15.967200 254.951473
120 12 13 15.788052 249.262589
120 16 17 15.568386 242.374641
120 20 21 16.165745 261.331296
120 26 27 16.399278 268.936324
120 28 29 16.641783 276.948941
121 0 23 15.964753 254.873326
121 2 3 15.628903 244.262600
121 8 9 16.440707 270.296833
121 10 11 15.665214 245.398936
121 12 13 15.354435 235.758661
121 16 17 16.100060 259.211936
121 20 21 15.287572 233.709845
121 26 27 15.724834 247.270404
121 28 29 16.307987 265.950449
122 0 23 15.671834 245.606385
122 2 3 16.379062 268.273676
122 8 9 15.956950 254.624244
122 10 11 16.043780 257.402862
122 12 13 15.731681 247.485800
122 16 17 15.849115 251.194436
122 20 21 15.691543 246.224533
122 26 27 16.390836 268.659496
122 28 29 15.932114 253.832256
123 0 23 15.778368 248.956910
123 2 3 16.146156 260.698341
123 8 9 15.864679 251.688044
123 10 11 15.942591 254.166200
123 12 13 15.370355 236.247816
123 16 17 15.146478 229.415801
123 20 21 15.494145 240.068534
123 26 27 16.017809 256.570200
123 28 29 16.329789 266.662004
124 0 23 16.607236 275.800277
124 2 3 16.071594 258.296149
124 8 9 15.851526 251.270881
124 10 11 15.483307 239.732804
124 12 13 16.302213 265.762161
124 16 17 15.709450 246.786809
124 20 21 15.406880 237.371966
124 26 27 16.625561 276.409289
124 28 29 15.923787 253.566984
125 0 23 15.377533 236.468524
125 2 3 15.546836 241.704101
125 8 9 15.771628 248.744254
125 10 11 16.333410 266.780270
125 12 13 16.234176 263.548456
125 16 17 16.219447 263.070476
125 20 21 15.660222 245.242568
125 26 27 16.252416 264.141016
125 28 29 15.822251 250.343625
126 0 23 16.107583 259.454240
126 2 3 16.260370 264.399624
126 8 9 15.608154 243.614456
126 10 11 15.450653 238.722674
126 12 13 16.082560 258.648749
126 16 17 15.650995 244.953656
126 20 21 16.259958 264.386239
126 26 27 16.198722 262.398600
126 28 29 16.253467 264.175184
127 0 23 16.086287 258.768617
127 2 3 16.142909 260.593525
127 8 9 15.701617 246.540789
127 10 11 15.901058 252.843644
127 12 13 16.279463 265.020900
127 16 17 15.721571 247.167800
127 18 19 15.850816 251.248353
127 20 21 15.460726 239.034040
127 26 27 16.351586 267.374376
127 28 29 15.866677 251.751429
128 0 23 15.932063 253.830618
128 2 3 15.962585 254.804104
128 8 9 16.343056 267.095465
128 10 11 15.848721 251.181969
128 12 13 16.241814 263.796529
128 16 17 15.991886 255.740409
128 18 19 16.272430 264.791993
128 20 21 16.171792 261.526858
128 26 27 15.855501 251.396900
128 28 29 16.124662 260.004725
129 0 23 16.353396 267.433577
129 2 3 16.471429 271.307976
129 8 9 15.904135 252.941525
129 10 11 15.755655 248.240665
129 12 13 16.371509 268.026296
129 16 17 15.647873 244.855924
129 18 19 16.535286 273.415679
129 20 21 16.081486 258.614185
129 26 27 16.547697 273.826264
129 28 29 15.659074 245.206601
130 0 23 15.816807 250.171385
130 2 3 15.908312 253.074384
130 8 9 15.847252 251.135389
130 10 11 16.235076 263.577690
130 12 13 16.394580 268.782269
130 16 17 15.704406 246.628376
130 18 19 16.125331 260.026290
130 20 21 16.462771 271.022830
130 26 27 16.449024 270.570404
130 28 29 16.038640 257.237969
131 0 23 15.452354 238.775239
131 2 3 15.766438 248.580561
131 8 9 15.516082 240.748813
131 10 11 15.677188 245.774230
131 12 13 16.016585 256.531000
131 16 17 15.355539 235.792589
131 18 19 15.835184 250.753061
131 20 21 16.449906 270.599416
131 26 27 16.124706 260.006141
131 28 29 16.313477 266.129516
132 0 23 16.351607 267.375058
132 2 3 15.119281 228.592664
132 8 9 15.206957 231.251534
132 10 11 15.543327 241.595012
132 12 13 15.602346 243.433196
132 16 17 15.905805 252.994625
132 18 19 15.778311 248.955113
132 20 21 15.525164 241.030729
132 26 27 16.063084 258.022664
132 28 29 15.620746 244.007700
133 0 23 15.962610 254.804913
133 2 3 15.417753 237.707109
133 8 9 15.853725 251.340581
133 10 11 16.320239 266.350212
133 12 13 16.055408 257.776125
133 16 17 15.693488 246.285576
133 18 19 15.478293 239.577557
133 20 21 16.544919 273.734334
133 26 27 16.241533 263.787384
133 28 29 15.827559 250.511625
134 0 23 15.917288 253.360060
134 2 3 16.245911 263.929616
134 8 9 15.549795 241.796120
134 10 11 16.067400 258.161357
134 12 13 15.713773 246.922649
134 16 17 16.367685 267.901121
134 20 21 15.713793 246.923300
134 26 27 16.205990 262.634109
134 28 29 15.661180 245.272569
135 0 23 15.795852 249.508925
135 2 3 16.119281 259.831229
135 8 9 15.902574 252.891869
135 10 11 15.715554 246.978630
135 12 13 16.045661 257.463224
135 16 17 15.755827 248.246069
135 20 21 15.798520 249.593240
135 26 27 16.116186 259.731458
135 28 29 15.906857 253.028104
136 0 23 15.862912 251.631989
136 2 3 16.045120 257.445861
136 8 9 15.709324 246.782869
136 10 11 16.189342 262.094788
136 12 13 15.737656 247.673824
136 16 17 16.094191 259.022996
136 18 19 15.930713 253.787625
136 20 21 15.304677 234.233138
136 26 27 16.213287 262.870680
136 28 29 15.960435 254.735481
137 0 23 16.047606 257.525668
137 2 3 16.118999 259.822125
137 8 9 15.959229 254.696985
137 10 11 15.680774 245.886685
137 12 13 16.408675 269.244625
137 16 17 15.964381 254.861461
137 18 19 16.004719 256.151016
137 20 21 15.452945 238.793514
137 26 27 16.122610 259.938546
137 28 29 16.181314 261.834921
138 0 23 15.680153 245.867193
138 2 3 16.284025 265.169456
138 8 9 15.624658 244.129925
138 10 11 15.106447 228.204733
138 12 13 16.338988 266.962521
138 16 17 16.178151 261.732581
138 18 19 16.078013 258.502504
138 20 21 16.303280 265.796933
138 26 27 17.022554 289.767345
138 28 29 16.321469 266.390344
139 0 23 15.852772 251.310380
139 2 3 15.840944 250.935521
139 8 9 15.854047 251.350813
139 10 11 16.072650 258.330065
139 12 13 15.856548 251.430100
139 16 17 16.126691 260.070149
139 18 19 15.672397 245.624030
139 20 21 15.719165 247.092148
139 26 27 16.264423 264.531449
139 28 29 15.901738 252.865269
140 0 23 15.549113 241.774903
140 2 3 16.395926 268.826384
140 8 9 16.003140 256.100478
140 10 11 14.978467 224.354465
140 12 13 16.549684 273.892044
140 16 17 16.229029 263.381369
140 18 19 15.850536 251.239478
140 20 21 15.940618 254.103317
140 26 27 15.495139 240.099329
140 28 29 15.807407 249.874124
141 0 23 16.280538 265.055909
141 2 3 15.667886 245.482641
141 8 9 15.941077 254.117938
141 10 11 15.696932 246.393661
141 12 13 15.900551 252.827509
141 16 17 16.264656 264.539029
141 18 19 15.868272 251.802057
141 20 21 15.789313 249.302390
141 26 27 16.109975 259.531296
141 28 29 16.005047 256.161524
142 0 23 15.925134 253.609880
142 2 3 15.474992 239.475381
142 8 9 15.622071 244.049100
142 10 11 15.844044 251.033741
142 12 13 16.597712 275.484029
142 16 17 15.848544 251.176356
142 18 19 15.605461 243.530405
142 20 21 16.100703 259.232625
142 26 27 15.660302 245.245069
142 28 29 15.948929 254.368324
143 0 23 16.142306 260.574050
143 2 3 15.797618 249.564749
143 8 9 15.982966 255.455190
143 10 11 15.382625 236.625138
143 12 13 16.171991 261.533284
143 16 17 15.479864 239.626200
143 18 19 16.010071 256.322365
143 20 21 16.250012 264.062897
143 26 27 16.285081 265.203876
143 28 29 16.339396 266.975869
144 0 23 15.921166 253.483536
144 2 3 15.105029 228.161909
144 8 9 16.048481 257.553749
144 10 11 15.802216 249.710027
144 12 13 15.490833 239.965901
144 16 17 15.635004 244.453364
144 18 19 15.636824 244.510280
144 20 21 15.984779 255.513162
144 26 27 16.398189 268.900600
144 28 29 15.813969 250.081604
145 0 23 15.907763 253.056924
145 2 3 15.584824 242.886741
145 8 9 16.079296 258.543765
145 10 11 15.910150 253.132877
145 12 13 16.260853 264.415329
145 16 17 16.244123 263.871521
145 18 19 16.155101 260.987285
145 20 21 15.979341 255.339333
145 26 27 15.958335 254.668469
145 28 29 16.283489 265.152025
146 0 23 16.079524 258.551090
146 2 3 15.626473 244.186664
146 8 9 15.559673 242.103417
146 10 11 16.136882 260.398952
146 12 13 15.774075 248.821429
146 16 17 16.354653 267.474681
146 18 19 15.963643 254.837892
146 20 21 16.045016 257.442525
146 26 27 15.928206 253.707756
146 28 29 15.751509 248.110049
147 0 23 16.051516 257.651153
147 2 3 15.745091 247.907876
147 8 9 16.371459 268.024680
147 10 11 15.680494 245.877906
147 12 13 15.586681 242.944621
147 16 17 16.137840 260.429889
147 18 19 15.901587 252.860458
147 20 21 15.519162 240.844377
147 26 27 16.066951 258.146916
147 28 29 16.078991 258.533936
148 0 23 16.165199 261.313661
148 2 3 15.307381 234.315924
148 8 9 15.890817 252.518060
148 10 11 15.422161 237.843044
148 12 13 15.957466 254.640724
148 16 17 16.145426 260.674796
148 18 19 16.184703 261.944600
148 20 21 16.415819 269.479124
148 26 27 15.849789 251.215822
148 28 29 15.837090 250.813416
149 0 23 16.310696 266.038808
149 2 3 16.009511 256.304436
149 8 9 16.036361 257.164890
149 10 11 15.575741 242.603700
149 12 13 16.491640 271.974181
149 16 17 16.252523 264.144501
149 18 19 16.056917 257.824584
149 20 21 16.081072 258.600868
149 26 27 15.661730 245.289801
149 28 29 16.355718 267.509525
150 0 23 16.232180 263.483654
150 2 3 15.508672 240.518900
150 8 9 15.519113 240.842865
150 10 11 16.128445 260.126728
150 12 13 16.278729 264.997021
150 18 19 15.965412 254.894389
150 20 21 15.980005 255.360570
150 26 27 15.847805 251.152921
150 28 29 15.948632 254.358870
151 0 23 15.638949 244.576721
151 2 3 15.309728 234.387764
151 8 9 15.469299 239.299220
151 10 11 15.973181 255.142500
151 12 13 16.035954 257.151821
151 18 19 15.967074 254.947438
151 20 21 15.930035 253.766024
151 26 27 15.520570 240.888081
151 28 29 15.824956 250.429225
152 0 23 15.737573 247.671191
152 2 3 16.288082 265.301625
152 8 9 15.813147 250.055633
152 12 13 16.017745 256.568149
152 18 19 15.851963 251.284737
152 20 21 15.656877 245.137809
152 26 27 16.328647 266.624720
152 28 29 16.618948 276.189441
153 0 23 15.812541 250.036457
153 2 3 16.027692 256.886901
153 8 9 15.440258 238.401572
153 12 13 15.962146 254.790104
153 18 19 15.532390 241.255125
153 20 21 16.525530 273.093148
153 26 27 15.206352 231.233134
153 28 29 15.988689 255.638181
154 2 3 15.729042 247.402764
154 8 9 15.782785 249.096310
154 12 13 16.346082 267.194404
154 18 19 16.128934 260.142500
154 20 21 15.903232 252.912775
154 26 27 16.008888 256.284493
154 28 29 14.941191 223.239176
155 2 3 16.409369 269.267400
155 8 9 16.248351 264.008916
155 12 13 16.422068 269.684309
155 16 17 15.438021 238.332500
155 18 19 15.720798 247.143500
155 20 21 15.894060 252.621158
155 26 27 16.603618 275.680136
155 28 29 15.991892 255.740625
156 2 3 15.690158 246.181044
156 8 9 16.127190 260.086245
156 12 13 15.904492 252.952856
156 16 17 16.360536 267.667144
156 18 19 15.956595 254.612916
156 20 21 16.116863 259.753286
156 26 27 15.661919 245.295720
156 28 29 16.219361 263.067664
157 2 3 15.410499 237.483481
157 8 9 16.028959 256.927537
157 12 13 15.978046 255.297956
157 16 17 15.500326 240.260121
157 18 19 16.305360 265.864772
157 20 21 16.200786 262.465478
157 26 27 16.384419 268.449197
157 28 29 16.009569 256.306296
158 2 3 15.507578 240.484969
158 8 9 15.555046 241.959464
158 12 13 16.055970 257.794161
158 16 17 16.061075 257.958125
158 18 19 15.917307 253.360665
158 20 21 15.836744 250.802449
158 26 27 16.150963 260.853621
158 28 29 15.872998 251.952069
159 2 3 15.466696 239.218700
159 8 9 16.168798 261.430025
159 12 13 16.166611 261.359300
159 16 17 15.767454 248.612616
159 18 19 15.490280 239.948777
159 20 21 15.898314 252.756387
159 26 27 16.041546 257.331214
159 28 29 16.140987 260.531476
160 8 9 15.818293 250.218386
160 12 13 15.923011 253.542276
160 16 17 15.942894 254.175861
160 18 19 16.128440 260.126561
160 20 21 16.072160 258.314337
160 26 27 15.677445 245.782286
160 28 29 15.694103 246.304881
161 2 3 16.240550 263.755476
161 8 9 16.072182 258.315048
161 12 13 16.047275 257.515041
161 16 17 15.627213 244.209789
161 18 19 15.913532 253.240492
161 20 21 16.305033 265.854104
161 26 27 15.698693 246.448965
161 28 29 16.125753 260.039924
162 2 3 16.108292 259.477076
162 8 9 16.073187 258.347330
162 16 17 16.149030 260.791169
162 18 19 15.286815 233.686700
162 20 21 16.376999 268.206102
162 26 27 15.868734 251.816722
162 28 29 16.163282 261.251701
163 2 3 16.189164 262.089044
163 8 9 16.170084 261.471617
163 16 17 16.014166 256.453509
163 18 19 16.185715 261.977381
163 20 21 16.492060 271.988040
163 26 27 15.680159 245.867397
163 28 29 15.971901 255.101625
164 2 3 15.599603 243.347604
164 8 9 16.272896 264.807154
164 16 17 15.568652 242.382925
164 18 19 15.880701 252.196650
164 20 21 16.003804 256.121750
164 26 27 15.510145 240.564584
164 28 29 15.780826 249.034461
165 0 1 15.660422 245.248820
165 2 3 15.721375 247.161624
165 8 9 15.533929 241.302965
165 16 17 16.253355 264.171561
165 18 19 15.771857 248.751468
165 20 21 15.845527 251.080720
165 26 27 15.577049 242.644454
165 28 29 16.019776 256.633225
166 0 1 15.728677 247.391295
166 2 3 15.848158 251.164121
166 8 9 15.999781 255.992996
166 16 17 16.042116 257.349476
166 18 19 16.294730 265.518222
166 20 21 16.216747 262.982898
166 26 27 16.039279 257.258484
166 28 29 15.506173 240.441400
167 0 1 15.605992 243.546972
167 2 3 15.911270 253.168500
167 8 9 15.767730 248.621300
167 16 17 16.052820 257.693025
167 18 19 15.996897 255.900701
167 20 21 15.977400 255.277325
167 26 27 15.551914 241.862037
167 28 29 15.537326 241.408504
168 0 1 15.737694 247.675026
168 2 3 16.052154 257.671656
168 7 14 15.141181 229.255369
168 8 9 15.802127 249.707225
168 10 23 15.968348 254.988136
168 16 17 15.202159 231.105624
168 18 19 15.959727 254.712900
168 20 21 16.530601 273.260765
168 26 27 16.212463 262.843946
168 28 29 16.015793 256.505625
169 0 1 16.521468 272.958904
169 2 3 16.263088 264.488025
169 7 14 16.092803 258.978321
169 8 9 16.049585 257.589176
169 10 23 16.242312 263.812696
169 16 17 15.326263 234.894341
169 18 19 15.923550 253.559445
169 20 21 15.810189 249.962064
169 26 27 16.041624 257.333700
169 28 29 16.332135 266.738625
170 0 1 15.586771 242.947434
170 2 3 15.968827 255.003436
170 7 14 15.842970 250.999696
170 8 9 15.561223 242.151648
170 10 23 15.538578 241.447401
170 16 17 15.908759 253.088621
170 18 19 15.469623 239.309236
170 20 21 15.992808 255.769910
170 26 27 15.384086 236.670101
170 28 29 16.203533 262.554484
171 0 1 15.616712 243.881703
171 2 3 15.385138 236.702476
171 7 14 15.740041 247.748901
171 8 9 15.483508 239.739033
171 10 23 15.937876 254.015901
171 16 17 15.750640 248.082656
171 18 19 16.052834 257.693481
171 20 21 15.711940 246.865072
171 26 27 16.189847 262.111145
171 28 29 15.784812 249.160296
172 0 1 15.178903 230.399097
172 2 3 15.995981 255.871400
172 7 14 16.300818 265.716656
172 8 9 15.737681 247.674605
172 10 23 15.606109 243.550629
172 16 17 15.617542 243.907625
172 18 19 16.188586 262.070304
172 20 21 16.225689 263.272990
172 26 27 15.862311 251.612900
172 28 29 15.307744 234.327029
173 0 1 15.936328 253.966560
173 2 3 15.636451 244.498609
173 7 14 15.969873 255.036856
173 8 9 16.396238 268.836605
173 10 23 15.952064 254.468356
173 16 17 15.809265 249.932869
173 18 19 16.022498 256.720449
173 20 21 16.099086 259.180586
173 26 27 16.074149 258.378265
173 28 29 16.021626 256.692504
174 0 1 16.182260 261.865550
174 2 3 15.978809 255.322325
174 7 14 16.216991 262.990800
174 8 9 16.075248 258.413592
174 10 23 16.029349 256.940024
174 16 17 15.982164 255.429581
174 18 19 15.849117 251.194496
174 20 21 15.813260 250.059193
174 26 27 16.325518 266.522549
174 28 29 15.922175 253.515656
175 0 1 16.574926 274.728177
175 2 3 15.789775 249.316984
175 7 14 16.150415 260.835889
175 8 9 15.705699 246.668973
175 10 23 16.298861 265.652876
175 12 13 16.184471 261.937101
175 16 17 16.458636 270.886689
175 18 19 15.721518 247.166124
175 20 21 16.339346 266.974214
175 26 27 16.334492 266.815617
175 28 29 15.787795 249.254456
176 0 1 15.857570 251.462534
176 2 3 15.318967 234.670741
176 7 14 16.236001 263.607725
176 8 9 16.122759 259.943345
176 10 23 15.890093 252.495061
176 12 13 16.340922 267.025725
176 16 17 16.247370 263.977025
176 18 19 15.778550 248.962625
176 20 21 15.914200 253.261758
176 26 27 15.834979 250.746548
176 28 29 15.898735 252.769781
177 0 1 16.623456 276.339293
177 2 3 16.195145 262.282709
177 7 14 15.989208 255.654776
177 8 9 16.528111 273.178437
177 10 23 16.295001 265.527061
177 12 13 16.454607 270.754100
177 16 17 15.752397 248.138016
177 18 19 16.204871 262.597844
177 20 21 16.198058 262.377078
177 26 27 16.069566 258.230941
177 28 29 16.229208 263.387201
178 0 1 15.989583 255.666749
178 2 3 16.274250 264.851229
178 7 14 16.358567 267.602704
178 8 9 16.380883 268.333322
178 10 23 15.969445 255.023181
178 12 13 16.103177 259.312324
178 16 17 15.889403 252.473129
178 18 19 15.595667 243.224825
178 20 21 16.228417 263.361525
178 26 27 16.003631 256.116201
178 28 29 15.865903 251.726889
179 0 1 16.207481 262.682433
179 2 3 15.912702 253.214081
179 7 14 15.372670 236.318969
179 8 9 16.487020 271.821833
179 10 23 15.794233 249.457784
179 12 13 16.006189 256.198089
179 16 17 16.607099 275.795736
179 18 19 16.052990 257.698496
179 20 21 15.622796 244.071753
179 26 27 16.118890 259.818616
179 28 29 16.053639 257.719325
180 0 1 16.146074 260.695701
180 2 3 16.062974 258.019144
180 7 14 16.220520 263.105281
180 8 9 16.301578 265.741441
180 10 23 15.915480 253.302501
180 12 13 16.254552 264.210449
180 16 17 16.093517 259.001300
180 18 19 16.700170 278.895681
180 20 21 15.860400 251.552294
180 26 27 15.754801 248.213752
180 28 29 16.647381 277.135301
181 0 1 16.096736 259.104920
181 2 3 15.830295 250.598229
181 7 14 16.538433 273.519764
181 8 9 16.320742 266.366604
181 10 23 15.993114 255.779700
181 12 13 15.742812 247.836125
181 16 17 15.490015 239.940561
181 18 19 16.669610 277.875884
181 20 21 15.756733 248.274642
181 26 27 15.664583 245.379145
181 28 29 15.736894 247.649825
182 0 1 16.197314 262.352980
182 2 3 15.657347 245.152525
182 4 15 16.389959 268.630769
182 7 14 16.099442 259.192025
182 8 9 16.265283 264.559428
182 10 23 16.137917 260.432361
182 12 13 15.874030 251.984824
182 16 17 16.147373 260.737669
182 18 19 15.517423 240.790424
182 20 21 15.690609 246.195210
182 26 27 15.735622 247.609798
182 28 29 16.070390 258.257444
183 0 1 15.868936 251.823133
183 2 3 16.179784 261.785400
183 4 15 15.437151 238.305621
183 7 14 16.436722 270.165844
183 8 9 16.144026 260.629560
183 10 23 16.171557 261.519244
183 12 13 15.907310 253.042501
183 16 17 15.640959 244.639589
183 18 19 15.487293 239.856244
183 20 21 14.966239 223.988297
183 26 27 15.813138 250.055321
183 28 29 15.981852 255.419604
184 0 1 16.053749 257.722868
184 2 3 16.160635 261.166125
184 4 15 16.649462 277.204600
184 7 14 15.835235 250.754661
184 8 9 16.311543 266.066442
184 10 23 16.311818 266.075409
184 12 13 16.269402 264.693456
184 16 17 16.411698 269.343844
184 18 19 15.740390 247.759869
184 20 21 15.829702 250.579460
184 26 27 16.185078 261.956757
184 28 29 16.107546 259.453029
185 0 1 15.800058 249.641839
185 2 3 15.870965 251.887524
185 4 15 16.228706 263.370900
185 7 14 16.212950 262.859761
185 8 9 15.540461 241.505928
185 10 23 16.510947 272.611384
185 12 13 16.162701 261.232889
185 16 17 16.254583 264.211461
185 18 19 15.311501 234.442056
185 20 21 15.727400 247.351105
185 26 27 15.947511 254.323105
185 28 29 15.791802 249.381024
186 2 3 15.570420 242.437981
186 4 15 16.359556 267.635081
186 7 14 15.772880 248.783729
186 8 9 16.196560 262.328564
186 10 23 16.096211 259.088000
186 12 13 15.992993 255.775829
186 16 17 15.713265 246.906700
186 18 19 15.412359 237.540801
186 20 21 15.397075 237.069910
186 26 27 16.317510 266.261128
186 28 29 15.966806 254.938901
187 0 1 15.864127 251.670533
187 2 3 15.391693 236.904204
187 4 15 16.243109 263.838584
187 7 14 15.738996 247.715989
187 8 9 15.921488 253.493796
187 10 23 15.908461 253.079144
187 12 13 15.933389 253.872900
187 16 17 16.556821 274.128329
187 18 19 15.937960 254.018564
187 20 21 15.821996 250.335556
187 26 27 16.138952 260.465769
187 28 29 15.736314 247.631589
188 0 1 16.224168 263.223637
188 2 3 15.215471 231.510564
188 4 15 16.368938 267.942125
188 7 14 16.070971 258.276104
188 8 9 16.076377 258.449896
188 10 23 16.222736 263.177156
188 12 13 17.042933 290.461556
188 16 17 16.002366 256.075704
188 18 19 16.262324 264.463169
188 20 21 16.232332 263.488612
188 26 27 15.092678 227.788925
188 28 29 15.996746 255.895884
189 0 1 15.645309 244.775685
189 2 3 15.450484 238.717469
189 4 15 16.159858 261.141021
189 7 14 15.851622 251.273925
189 8 9 15.926997 253.669221
189 10 23 15.445644 238.567916
189 12 13 15.473244 239.421269
189 16 17 16.024262 256.776984
189 18 19 15.648805 244.885109
189 20 21 15.356817 235.831841
189 26 27 15.671764 245.604190
189 28 29 16.372193 268.048689
190 0 1 15.655064 245.081030
190 2 3 15.731345 247.475216
190 4 15 15.665778 245.416609
190 7 14 15.785016 249.166725
190 8 9 16.322214 266.414659
190 10 23 15.781654 249.060600
190 12 13 15.783228 249.110276
190 16 17 15.959709 254.712321
190 18 19 16.223598 263.205136
190 20 21 15.714536 246.946657
190 26 27 16.269785 264.705897
190 28 29 15.838147 250.846900
191 0 1 15.758359 248.325885
191 2 3 15.440066 238.395641
191 4 15 15.628687 244.255864
191 7 14 15.219295 231.626941
191 8 9 16.017301 256.553919
191 10 23 15.721663 247.170700
191 12 13 16.304971 265.852081
191 16 17 15.491067 239.973144
191 18 19 16.147602 260.745041
191 20 21 15.655470 245.093738
191 26 27 15.766762 248.590773
191 28 29 16.817660 282.833701
192 0 1 16.775753 281.425890
192 2 3 15.683267 245.964856
192 4 15 16.300470 265.705329
192 7 14 15.669310 245.527281
192 8 9 15.970849 255.068014
192 10 23 16.481294 271.633041
192 12 13 16.183477 261.904925
192 16 17 16.055961 257.793896
192 18 19 16.260831 264.414616
192 20 21 15.463329 239.114538
192 26 27 15.510825 240.585680
192 28 29 15.621190 244.021569
193 0 1 15.889158 252.465349
193 2 3 16.365302 267.823109
193 7 14 15.899525 252.794909
193 8 9 16.385144 268.472945
193 10 23 15.551985 241.864244
193 12 13 15.875131 252.019769
193 16 17 15.889872 252.488021
193 18 19 15.562557 242.193176
193 20 21 15.559204 242.088833
193 26 27 15.727750 247.362125
193 28 29 15.728336 247.380549
194 0 1 16.243879 263.863610
194 2 3 16.346859 267.219796
194 7 14 15.739803 247.741389
194 8 9 16.135377 260.350398
194 10 23 16.415344 269.463504
194 12 13 15.728752 247.393629
194 16 17 16.371125 268.013729
194 18 19 16.056456 257.809784
194 20 21 15.440558 238.410838
