# frame  R_idx  L_idx   Re    Re2
194 26 27 15.387217 236.766461
194 28 29 16.133307 260.283581
195 0 1 16.444874 270.433868
195 2 3 16.247358 263.976641
195 4 15 16.162146 261.214949
195 7 14 16.408712 269.245841
195 8 9 15.847969 251.158124
195 10 23 16.030357 256.972361
195 12 13 15.923474 253.557024
195 16 17 15.652412 244.997996
195 18 19 16.228888 263.376821
195 20 21 15.807278 249.870025
195 26 27 16.451159 270.640629
195 28 29 16.240879 263.766164
196 0 1 15.706834 246.704645
196 2 3 15.779536 248.993741
196 4 15 15.701733 246.544425
196 7 14 16.042358 257.357264
196 8 9 15.719621 247.106478
196 10 23 15.773613 248.806865
196 12 13 15.814636 250.102724
196 16 17 15.125270 228.773800
196 18 19 15.614987 243.827825
196 20 21 16.022723 256.727645
196 26 27 16.361593 267.701720
196 28 29 16.192767 262.205700
197 0 1 15.858729 251.499272
197 2 3 16.231681 263.467469
197 4 15 16.125888 260.044256
197 7 14 15.536257 241.375276
197 8 9 15.540002 241.491669
197 10 23 16.114274 259.669824
197 12 13 16.422890 269.711300
197 16 17 16.319384 266.322289
197 18 19 15.914091 253.258301
197 20 21 15.352523 235.699977
197 26 27 15.749144 248.035530
197 28 29 15.845808 251.089616
198 0 1 15.735373 247.601977
198 2 3 15.928545 253.718541
198 4 15 15.523125 240.967409
198 7 14 15.484899 239.782100
198 8 9 15.977162 255.269717
198 10 23 15.936557 253.973861
198 12 13 15.926120 253.641300
198 16 17 16.578543 274.848104
198 18 19 15.440212 238.400161
198 20 21 16.041386 257.326065
198 26 27 15.892920 252.584920
198 28 29 15.922516 253.526525
199 0 1 16.302029 265.756140
199 2 3 15.234459 232.088756
199 4 15 16.175166 261.636000
199 7 14 16.127202 260.086644
199 8 9 16.150915 260.852045
199 10 23 16.080242 258.574169
199 12 13 16.152601 260.906516
199 16 17 16.139002 260.467376
199 18 19 15.430431 238.098209
199 20 21 15.852475 251.300970
199 26 27 16.128179 260.118165
199 28 29 16.178358 261.739269
200 0 1 15.854931 251.378830
200 2 3 15.819516 250.257096
200 4 15 16.004412 256.141200
200 7 14 16.107482 259.450981
200 8 9 15.908576 253.082786
200 10 23 15.583546 242.846918
200 12 13 15.314683 234.539525
200 16 17 15.867207 251.768244
200 18 19 15.666078 245.426000
200 20 21 16.541457 273.619792
200 26 27 16.381095 268.340270
200 28 29 15.808798 249.918081
201 0 1 16.205401 262.615032
201 2 3 16.555437 274.082484
201 4 15 15.927669 253.690625
201 5 24 16.172439 261.547797
201 7 14 16.911713 286.006041
201 8 9 15.878987 252.142219
201 10 23 16.034177 257.094820
201 12 13 15.675849 245.732249
201 16 17 15.941010 254.115800
201 18 19 16.599788 275.552961
201 20 21 15.938535 254.036884
201 26 27 16.138900 260.464097
201 28 29 16.476055 271.460376
202 0 1 16.143803 260.622370
202 2 3 15.665576 245.410256
202 4 15 16.396585 268.848004
202 5 24 16.281073 265.073345
202 7 14 16.007512 256.240449
202 8 9 16.073198 258.347701
202 10 23 16.179696 261.782550
202 12 13 16.147498 260.741700
202 16 17 16.065398 258.097025
202 18 19 15.901238 252.849384
202 20 21 16.323391 266.453082
202 26 27 16.196352 262.321808
202 28 29 15.462084 239.076029
203 0 1 16.488524 271.871429
203 2 3 15.665490 245.407564
203 4 15 16.580606 274.916489
203 5 24 15.526159 241.061613
203 7 14 15.871751 251.912484
203 8 9 16.251894 264.124061
203 10 23 16.323525 266.457470
203 12 13 16.167525 261.388856
203 16 17 15.765942 248.564925
203 18 19 15.723950 247.242600
203 20 21 15.561370 242.156232
203 26 27 16.275658 264.897041
203 28 29 15.958181 254.663525
204 0 1 16.182040 261.858425
204 2 3 15.754504 248.204409
204 4 15 16.405049 269.125644
204 5 24 15.503575 240.360837
204 7 14 16.282504 265.119944
204 8 9 16.360580 267.668594
204 10 23 16.016599 256.531453
204 12 13 16.031335 257.003700
204 16 17 15.960874 254.749509
204 18 19 16.315171 266.184800
204 20 21 16.273212 264.817438
204 26 27 15.981231 255.399734
204 28 29 15.932086 253.831364
205 0 1 16.200941 262.470501
205 2 3 16.149398 260.803044
205 4 15 16.272812 264.804404
205 5 24 16.158292 261.090398
205 7 14 15.882282 252.246884
205 8 9 15.943233 254.186686
205 10 23 16.284619 265.188808
205 12 13 15.717573 247.042100
205 16 17 16.224442 263.232524
205 18 19 15.766108 248.570164
205 20 21 15.993113 255.779660
205 26 27 15.794675 249.471765
205 28 29 16.040816 257.307764
206 0 1 15.805427 249.811537
206 2 3 15.530083 241.183476
206 4 15 15.788462 249.275529
206 5 24 16.104351 259.350117
206 7 14 16.152995 260.919249
206 8 9 16.234496 263.558866
206 10 23 16.206194 262.640710
206 12 13 15.922340 253.520900
206 16 17 16.349480 267.305496
206 18 19 15.906909 253.029749
206 20 21 16.352541 267.405609
206 26 27 15.948930 254.368372
206 28 29 15.346483 235.514529
207 0 1 16.229497 263.396588
207 2 3 16.153737 260.943221
207 4 15 16.093925 259.014425
207 5 24 15.947391 254.319264
207 7 14 16.097591 259.132429
207 8 9 15.936899 253.984745
207 10 23 16.126947 260.078412
207 12 13 16.433476 270.059141
207 16 17 15.847696 251.149469
207 18 19 15.916594 253.337976
207 20 21 16.163044 261.243980
207 26 27 15.983338 255.467105
207 28 29 15.811609 250.006981
208 0 1 16.187994 262.051141
208 2 3 16.294635 265.515125
208 4 15 16.372952 268.073549
208 5 24 16.421006 269.649448
208 7 14 15.785388 249.178484
208 8 9 16.179883 261.788626
208 10 23 16.354275 267.462321
208 12 13 15.993872 255.803936
208 16 17 16.044441 257.424100
208 18 19 16.027418 256.878125
208 20 21 15.993877 255.804113
208 26 27 16.203446 262.551670
208 28 29 16.016588 256.531076
209 0 1 15.532872 241.270101
209 2 3 16.372399 268.055441
209 4 15 15.831050 250.622136
209 5 24 15.716113 246.996200
209 7 14 16.055925 257.792729
209 8 9 16.046000 257.474101
209 10 23 16.255577 264.243794
209 12 13 15.956705 254.616424
209 16 17 15.743332 247.852516
209 18 19 15.898943 252.776400
209 20 21 15.998799 255.961573
209 26 27 15.528121 241.122542
209 28 29 15.900312 252.819936
210 0 1 15.858603 251.495300
210 2 3 16.085519 258.743925
210 4 15 16.187458 262.033800
210 5 24 15.791232 249.363016
210 7 14 15.403186 237.258125
210 8 9 15.379589 236.531750
210 10 23 15.056245 226.690501
210 12 13 15.945320 254.253241
210 16 17 16.057503 257.843400
210 18 19 16.136260 260.378896
210 20 21 16.006952 256.222517
210 26 27 16.010185 256.326029
210 28 29 16.237173 263.645796
211 0 1 15.978080 255.299029
211 2 3 15.588396 242.998104
211 4 15 15.720451 247.132576
211 5 24 15.963098 254.820485
211 7 14 16.001231 256.039400
211 8 9 16.303653 265.809110
211 10 23 15.717979 247.054874
211 12 13 16.309907 266.013081
211 16 17 15.507500 240.482561
211 18 19 16.008142 256.260601
211 20 21 15.785202 249.172596
211 26 27 16.335222 266.839485
211 28 29 16.148845 260.785184
212 0 1 15.493741 240.056009
212 2 3 15.888180 252.434249
212 4 15 15.632253 244.367329
212 5 24 16.256091 264.260500
212 7 14 15.698001 246.427241
212 8 9 16.300118 265.693841
212 10 23 15.823403 250.380074
212 12 13 15.967782 254.970064
212 16 17 16.115946 259.723716
212 18 19 16.128155 260.117381
212 20 21 16.229442 263.394785
212 26 27 15.948945 254.368845
212 28 29 15.680112 245.865924
213 0 1 15.701374 246.533145
213 2 3 15.845449 251.078249
213 4 15 15.893887 252.615636
213 5 24 15.451824 238.758856
213 7 14 15.847632 251.147436
213 8 9 16.574698 274.720625
213 10 23 15.934356 253.903717
213 12 13 15.438432 238.345169
213 16 17 16.063186 258.025956
213 18 19 15.575128 242.584621
213 20 21 15.613799 243.790725
213 26 27 15.720143 247.122905
213 28 29 16.144583 260.647576
214 0 1 15.569154 242.398545
214 2 3 16.172971 261.565001
214 4 15 15.990038 255.681300
214 5 24 15.490257 239.948076
214 7 14 15.961226 254.760736
214 8 9 15.980276 255.369213
214 10 23 16.086019 258.759993
214 12 13 16.217698 263.013741
214 16 17 16.034977 257.120500
214 18 19 15.748686 248.021100
214 20 21 15.988559 255.634020
214 26 27 16.452770 270.693656
214 28 29 16.183451 261.904100
215 0 1 16.493706 272.042350
215 2 3 16.103551 259.324344
215 4 15 15.249848 232.557856
215 5 24 16.301399 265.735622
215 7 14 16.706406 279.103989
215 8 9 15.990792 255.705416
215 10 23 16.192283 262.190025
215 12 13 16.245654 263.921281
215 16 17 15.918651 253.403456
215 18 19 16.140217 260.506616
215 20 21 16.118624 259.810036
215 26 27 16.054474 257.746149
215 28 29 15.801106 249.674949
216 0 1 16.285785 265.226808
216 2 3 15.894482 252.634569
216 4 15 15.755159 248.225041
216 5 24 15.779177 248.982420
216 7 14 15.454812 238.851224
216 8 9 15.663710 245.351825
216 10 23 16.162989 261.242228
216 12 13 16.086384 258.771749
216 16 17 16.220521 263.105316
216 18 19 15.823031 250.368304
216 26 27 15.910277 253.136918
216 28 29 15.239512 232.242725
217 0 1 15.914164 253.260630
217 2 3 15.789215 249.299309
217 4 15 15.978949 255.326816
217 5 24 15.916587 253.337748
217 7 14 16.186852 262.014189
217 8 9 15.756180 248.257209
217 10 23 15.743135 247.846314
217 12 13 16.061764 257.980269
217 16 17 16.241230 263.777544
217 18 19 15.748143 248.004000
217 26 27 16.169041 261.437894
217 28 29 15.801712 249.694112
218 0 1 16.330717 266.692313
218 2 3 15.890456 252.506596
218 4 15 16.026927 256.862400
218 5 24 15.569149 242.398413
218 7 14 15.980054 255.362121
218 8 9 16.025562 256.818649
218 10 23 16.395046 268.797525
218 12 13 16.152681 260.909096
218 16 17 15.958616 254.677421
218 18 19 15.762079 248.443129
218 26 27 15.787097 249.232445
218 28 29 14.975498 224.265548
219 0 1 16.278726 264.996936
219 2 3 15.530242 241.188425
219 4 15 15.600600 243.378725
219 5 24 15.581352 242.778518
219 7 14 15.732553 247.513236
219 8 9 15.482510 239.708117
219 10 23 15.902567 252.891636
219 12 13 15.694530 246.318276
219 16 17 15.867643 251.782109
219 18 19 15.522675 240.953429
219 20 21 15.961454 254.768024
219 26 27 16.239734 263.728948
219 28 29 15.633884 244.418340
220 0 1 15.988185 255.622046
220 2 3 15.815657 250.135000
220 4 15 16.344434 267.140525
220 5 24 15.547984 241.739808
220 7 14 15.828754 250.549449
220 8 9 15.829804 250.582706
220 10 23 16.221433 263.134900
220 12 13 15.866805 251.755496
220 16 17 16.023902 256.765449
220 18 19 15.919905 253.443384
220 20 21 16.268551 264.665765
220 26 27 16.168058 261.406109
220 28 29 16.285725 265.224830
221 0 1 15.964539 254.866517
221 2 3 15.997715 255.926900
221 4 15 16.054508 257.747225
221 5 24 15.866634 251.750085
221 7 14 16.407069 269.191924
221 8 9 15.423004 237.869064
221 10 23 15.359108 235.902200
221 12 13 16.145435 260.675084
221 16 17 15.949690 254.392600
221 18 19 15.730888 247.460825
221 20 21 16.375406 268.153922
221 26 27 16.068988 258.212366
221 28 29 15.799557 249.625998
222 0 1 15.676690 245.758621
222 2 3 16.175031 261.631624
222 4 15 15.666001 245.423576
222 5 24 16.103644 259.327354
222 7 14 15.884273 252.310136
222 8 9 16.052534 257.683833
222 10 23 16.527493 273.158014
222 12 13 15.894154 252.624144
222 16 17 16.371411 268.023109
222 18 19 16.186323 261.997049
222 20 21 15.913253 253.231625
222 26 27 16.275238 264.883373
222 28 29 15.643783 244.727945
223 0 1 15.429897 238.081733
223 2 3 16.041500 257.329721
223 4 15 16.371290 268.019144
223 5 24 15.949574 254.388897
223 7 14 16.050777 257.627436
223 8 9 16.274431 264.857110
223 10 23 15.417153 237.688622
223 12 13 15.903631 252.925489
223 16 17 16.141011 260.532229
223 18 19 15.713873 246.925800
223 20 21 15.818523 250.225685
223 26 27 15.696702 246.386457
223 28 29 16.146284 260.702481
224 0 1 15.985121 255.524100
224 2 3 16.323043 266.441741
224 4 15 15.861151 251.576121
224 5 24 15.833116 250.687567
224 7 14 15.813482 250.066209
224 8 9 16.040210 257.288332
224 10 23 15.611790 243.727976
224 12 13 16.067949 258.179000
224 16 17 16.053210 257.705544
224 18 19 15.746417 247.949649
224 20 21 15.818726 250.232108
224 26 27 16.093633 259.005017
224 28 29 16.084032 258.696082
225 0 1 16.055745 257.786957
225 2 3 15.616516 243.875569
225 4 15 15.730509 247.448900
225 5 24 15.992444 255.758276
225 7 14 16.185570 261.972669
225 8 9 15.804989 249.797684
225 10 23 15.996091 255.874916
225 12 13 16.002547 256.081496
225 16 17 16.438970 270.239721
225 18 19 15.900863 252.837449
225 20 21 16.165653 261.328325
225 26 27 16.080451 258.580889
225 28 29 15.554392 241.939097
226 0 1 15.519326 240.849485
226 2 3 15.896022 252.683501
226 4 15 15.689605 246.163700
226 5 24 15.435341 238.249744
226 7 14 15.408636 237.426056
226 8 9 15.950456 254.417048
226 10 23 16.531718 273.297716
226 12 13 16.171771 261.526181
226 16 17 15.574392 242.561681
226 18 19 15.765607 248.554369
226 20 21 16.247782 263.990429
226 26 27 15.654241 245.055257
226 28 29 16.096141 259.085769
227 0 1 15.467899 239.255888
227 2 3 15.663355 245.340681
227 4 15 15.537775 241.422449
227 5 24 16.223093 263.188740
227 7 14 15.981740 255.416004
227 8 9 15.974128 255.172769
227 10 23 16.516003 272.778363
227 12 13 16.577065 274.799096
227 16 17 15.895187 252.656981
227 18 19 15.150832 229.547725
227 20 21 15.960176 254.727212
227 26 27 16.055815 257.789189
227 28 29 15.983322 255.466596
228 0 1 15.867194 251.767845
228 2 3 15.376549 236.438244
228 4 15 16.061466 257.970681
228 5 24 16.737459 280.142529
228 7 14 16.285488 265.217125
228 8 9 15.950209 254.409182
228 10 23 16.141320 260.542226
228 12 13 16.730349 279.904581
228 16 17 16.203981 262.569001
228 18 19 16.062638 258.008344
228 20 21 16.370084 267.979634
228 26 27 15.635520 244.469501
228 28 29 16.128785 260.137709
229 0 1 16.106511 259.419709
229 2 3 15.779534 248.993681
229 4 15 15.888901 252.457184
229 5 24 15.400256 237.167897
229 7 14 15.474329 239.454869
229 8 9 15.634300 244.431338
229 10 23 15.950506 254.418641
229 12 13 15.904671 252.958564
229 16 17 16.290154 265.369121
229 18 19 15.950877 254.430476
229 20 21 16.341858 267.056321
229 26 27 15.789821 249.318450
229 28 29 15.764337 248.514320
230 0 1 15.757890 248.311097
230 2 3 15.623886 244.105800
230 4 15 15.893258 252.595656
230 5 24 16.370536 267.994437
230 7 14 15.837685 250.832264
230 8 9 15.798157 249.581771
230 10 23 16.206889 262.663238
230 12 13 16.185281 261.963316
230 16 17 16.391153 268.669881
230 18 19 15.967334 254.955764
230 20 21 16.293544 265.479592
230 26 27 16.234476 263.558216
230 28 29 15.881601 252.225245
231 0 1 15.733175 247.532810
231 2 3 15.841775 250.961849
231 4 15 16.255758 264.249684
231 5 24 16.640477 276.905460
231 7 14 15.760223 248.384644
231 8 9 16.047350 257.517450
231 10 23 15.665046 245.393669
231 12 13 16.220580 263.107224
231 16 17 16.289110 265.335096
231 18 19 15.664494 245.376369
231 20 21 16.062011 257.988206
231 26 27 15.741807 247.804493
231 28 29 16.239481 263.720753
232 0 1 16.069715 258.235750
232 4 15 16.324885 266.501861
232 5 24 15.960819 254.747729
232 7 14 16.089390 258.868461
232 8 9 16.485751 271.779990
232 10 23 16.199745 262.431749
232 12 13 16.079515 258.550801
232 16 17 16.140768 260.524396
232 18 19 15.890144 252.496664
232 20 21 16.417267 269.526644
232 26 27 15.975873 255.228510
232 28 29 15.716856 247.019566
233 0 1 15.686182 246.056309
233 4 15 16.107098 259.438616
233 5 24 16.033243 257.064890
233 7 14 16.178424 261.741396
233 8 9 16.279260 265.014302
233 10 23 15.240875 232.284268
233 12 13 16.084823 258.721544
233 16 17 16.283428 265.150029
233 18 19 15.682311 245.934889
233 20 21 15.569703 242.415650
233 26 27 15.883482 252.285004
233 28 29 16.209703 262.754465
234 0 1 16.370378 267.989261
234 4 15 16.201662 262.493836
234 5 24 15.422668 237.858680
234 7 14 15.847629 251.147336
234 8 9 15.676265 245.745278
234 10 23 15.830591 250.607601
234 12 13 16.080564 258.584536
234 16 17 16.078594 258.521189
234 18 19 15.310483 234.410900
234 20 21 15.544101 241.619081
234 26 27 16.310315 266.026388
234 28 29 16.112753 259.620825
235 0 1 16.071049 258.278625
235 4 15 16.036856 257.180756
235 5 24 16.344061 267.128345
235 7 14 15.458037 238.950900
235 8 9 16.188237 262.059015
235 10 23 15.987680 255.605908
235 12 13 15.989117 255.651849
235 16 17 16.810621 282.596969
235 18 19 15.536298 241.376564
235 20 21 15.990121 255.683961
235 26 27 15.938305 254.029573
235 28 29 15.507431 240.480401
236 0 1 15.584984 242.891718
236 4 15 16.098286 259.154825
236 5 24 16.258454 264.337325
236 7 14 16.058205 257.865944
236 8 9 15.779380 248.988845
236 10 23 15.818730 250.232209
236 12 13 15.875421 252.028989
236 16 17 16.443685 270.394789
236 18 19 15.687993 246.113121
236 20 21 15.711360 246.846825
236 26 27 16.325011 266.505977
236 28 29 16.359616 267.637044
237 0 1 15.920082 253.449019
237 4 15 16.079133 258.538504
237 5 24 16.179252 261.768184
237 7 14 16.139875 260.495549
237 8 9 16.339832 266.990098
237 10 23 15.544233 241.623189
237 12 13 15.818532 250.225941
237 16 17 16.219632 263.076469
237 18 19 15.724560 247.261784
237 20 21 16.028632 256.917029
237 26 27 15.641080 244.643370
237 28 29 16.111783 259.589556
238 0 1 16.001559 256.049905
238 4 15 15.810800 249.981401
238 5 24 15.741825 247.805060
238 7 14 15.941122 254.119361
238 8 9 16.659027 277.523181
238 10 23 15.831470 250.635449
238 12 13 16.201800 262.498324
238 16 17 15.874388 251.996184
238 18 19 16.341895 267.057524
238 20 21 16.634784 276.716030
238 26 27 16.135852 260.365733
238 28 29 16.264274 264.526600
239 0 1 15.856434 251.426490
239 4 15 16.192755 262.205321
239 5 24 16.268901 264.677149
239 7 14 16.308200 265.957400
239 8 9 16.072996 258.341210
239 10 23 16.096754 259.105505
239 12 13 16.578004 274.830221
239 16 17 16.067836 258.175364
239 18 19 15.633371 244.402284
239 20 21 16.083084 258.665594
239 26 27 16.087273 258.800338
239 28 29 16.390862 268.660349
240 0 1 15.956658 254.614929
240 4 15 16.063626 258.040076
240 5 24 15.656571 245.128225
240 7 14 16.309991 266.015801
240 8 9 15.921197 253.484499
240 10 23 15.457636 238.938525
240 12 13 16.319455 266.324600
240 16 17 15.481868 239.688241
240 18 19 16.313529 266.131224
240 20 21 16.466859 271.157432
240 26 27 15.794281 249.459305
240 28 29 15.942929 254.176977
241 0 1 15.616561 243.876978
241 4 15 16.367183 267.884689
241 5 24 15.981486 255.407905
241 7 14 15.877788 252.104161
241 8 9 16.232768 263.502747
241 10 23 15.982657 255.445310
241 12 13 15.904180 252.942956
241 16 17 15.396808 237.061689
241 18 19 16.452536 270.685925
241 20 21 16.379321 268.282141
241 26 27 16.015447 256.494533
241 28 29 15.705906 246.675477
242 0 1 15.400147 237.164529
242 4 15 15.994637 255.828409
242 5 24 15.338824 235.279529
242 7 14 15.850022 251.223201
242 8 9 16.234928 263.572880
242 10 23 16.258825 264.349398
242 12 13 15.908400 253.077200
242 16 17 15.272634 233.253344
242 18 19 16.144018 260.629316
242 20 21 16.065491 258.099989
242 26 27 16.234220 263.549906
242 28 29 15.639827 244.604190
243 0 1 15.198502 230.994477
243 4 15 16.449201 270.576200
243 5 24 16.148722 260.781238
243 7 14 15.737238 247.660661
243 8 9 15.859935 251.537546
243 10 23 15.543866 241.611765
243 12 13 16.378988 268.271241
243 16 17 16.248543 264.015149
243 18 19 15.586547 242.940461
243 20 21 16.122320 259.929189
243 26 27 15.730782 247.457513
243 28 29 16.316337 266.222864
244 0 1 16.694745 278.714520
244 4 15 16.288549 265.316821
244 5 24 16.297106 265.595675
244 7 14 16.484687 271.744900
244 8 9 16.422302 269.691999
244 10 23 16.207276 262.675805
244 12 13 16.064542 258.069501
244 18 19 16.136142 260.375076
244 20 21 15.948207 254.345313
244 26 27 16.253485 264.175776
244 28 29 16.383679 268.424953
245 0 1 15.714065 246.931853
245 4 15 16.305706 265.876061
245 5 24 15.933195 253.866705
245 7 14 15.975212 255.207401
245 8 9 16.365985 267.845465
245 10 23 15.904098 252.940320
245 12 13 16.525023 273.076376
245 18 19 16.104803 259.364664
245 20 21 15.712586 246.885353
245 26 27 15.860773 251.564116
245 28 29 15.863948 251.664833
246 0 1 15.981318 255.402512
246 4 15 15.832833 250.678600
246 5 24 15.748081 248.002053
246 7 14 16.076462 258.452644
246 8 9 16.099511 259.194257
246 10 23 15.589905 243.045125
246 12 13 15.518008 240.808584
246 16 17 16.067527 258.165409
246 18 19 16.226919 263.312909
246 20 21 16.171500 261.517406
246 26 27 16.083922 258.692557
246 28 29 16.422031 269.683101
247 0 1 15.537773 241.422381
247 4 15 16.295936 265.557525
247 5 24 15.824323 250.409205
247 7 14 15.907406 253.045569
247 8 9 15.995413 255.853229
247 10 23 16.133133 260.277969
247 12 13 15.911150 253.164701
247 16 17 15.879526 252.159341
247 18 19 16.410395 269.301061
247 20 21 16.164313 261.285017
247 26 27 15.638790 244.571746
247 28 29 15.751276 248.102696
248 0 1 15.564029 242.239010
248 4 15 15.890183 252.497929
248 5 24 15.724520 247.260521
248 7 14 16.162250 261.218324
248 8 9 15.799354 249.619598
248 10 23 16.040112 257.285196
248 12 13 16.110684 259.554125
248 16 17 16.151192 260.861000
248 18 19 16.379636 268.292461
248 20 21 15.351668 235.673710
248 26 27 16.245290 263.909441
248 28 29 15.440760 238.417068
249 0 1 15.742360 247.821885
249 4 15 15.781684 249.061556
249 5 24 16.221959 263.151944
249 7 14 15.614744 243.820225
249 8 9 16.400391 268.972814
249 10 23 16.703796 279.016800
249 12 13 16.161109 261.181444
249 16 17 16.308296 265.960516
249 18 19 15.241869 232.314561
249 20 21 15.394317 236.984988
249 26 27 15.618824 243.947658
249 28 29 16.220286 263.097670
250 0 1 15.954971 254.561110
250 4 15 16.043607 257.397325
250 5 24 16.200231 262.447481
250 7 14 15.944422 254.224596
250 8 9 16.464221 271.070584
250 10 23 15.942867 254.175002
250 12 13 15.939920 254.081036
250 16 17 15.344992 235.468776
250 18 19 15.587396 242.966900
250 20 21 15.779615 248.996243
250 26 27 15.458648 238.969806
250 28 29 16.058725 257.882633
251 0 1 15.467252 239.235897
251 4 15 15.928053 253.702861
251 5 24 16.174534 261.615545
251 7 14 16.461589 270.983925
251 8 9 15.504032 240.375014
251 10 23 15.495590 240.113318
251 12 13 16.238440 263.686949
251 16 17 15.401230 237.197876
251 18 19 15.782150 249.076244
251 20 21 15.954261 254.538455
251 26 27 15.995600 255.859209
251 28 29 16.103294 259.316064
252 0 1 15.957046 254.627314
252 4 15 15.592532 243.127049
252 5 24 16.132056 260.243229
252 7 14 16.703466 279.005789
252 8 9 16.368733 267.935413
252 10 23 16.082198 258.637105
252 12 13 16.134484 260.321569
252 16 17 15.934227 253.899576
252 18 19 15.755793 248.245004
252 20 21 15.471863 239.378558
252 26 27 16.376535 268.190896
252 28 29 16.032665 257.046333
253 0 1 15.026941 225.808949
253 4 15 15.728132 247.374121
253 5 24 16.035801 257.146925
253 7 14 16.014779 256.473161
253 8 9 16.630298 276.566807
253 10 23 16.354885 267.482256
253 12 13 16.021885 256.700789
253 16 17 16.546221 273.777441
253 18 19 15.645505 244.781825
253 20 21 15.605240 243.523509
253 26 27 15.610853 243.698737
253 28 29 15.171758 230.182233
254 0 1 16.037579 257.203950
254 4 15 15.968197 254.983321
254 5 24 16.033617 257.076872
254 7 14 15.919070 253.416776
254 8 9 16.490896 271.949660
254 10 23 16.171042 261.502597
254 12 13 15.977858 255.291956
254 16 17 16.641797 276.949400
254 18 19 16.129610 260.164324
254 20 21 16.175656 261.651839
254 26 27 15.280459 233.492421
254 28 29 15.515581 240.733268
255 0 1 15.684700 246.009800
255 4 15 16.273642 264.831425
255 5 24 15.766565 248.584565
255 7 14 15.722622 247.200829
255 8 9 16.172126 261.537664
255 10 23 15.628068 244.236516
255 12 13 16.563491 274.349225
255 16 17 16.016268 256.520841
255 18 19 16.344004 267.126476
255 20 21 15.922135 253.514396
255 26 27 15.812359 250.030706
255 28 29 16.389983 268.631541
256 0 1 15.875418 252.028902
256 4 15 16.326930 266.568656
256 5 24 16.430682 269.967300
256 7 14 16.152188 260.893176
256 8 9 16.302549 265.773104
256 10 23 15.714558 246.947321
256 12 13 16.005872 256.187925
256 16 17 15.824655 250.419701
256 18 19 15.522230 240.939621
256 20 21 15.675955 245.735553
256 26 27 16.188661 262.072733
256 28 29 15.747516 247.984249
257 0 1 15.826242 250.469945
257 4 15 16.150536 260.839800
257 5 24 15.862508 251.619162
257 7 14 15.718458 247.069924
257 8 9 16.148110 260.761461
257 10 23 16.660793 277.582033
257 12 13 16.754194 280.703000
257 16 17 16.292240 265.437100
257 18 19 15.529707 241.171796
257 20 21 16.638556 276.841545
257 26 27 16.169826 261.463265
257 28 29 16.253077 264.162497
258 0 1 15.212030 231.405850
258 4 15 16.254831 264.219525
258 5 24 15.620621 244.003805
258 7 14 16.052891 257.695316
258 8 9 16.309086 265.986300
258 10 23 15.494003 240.064136
258 12 13 16.149030 260.791181
258 16 17 16.264858 264.545621
258 18 19 15.896042 252.684164
258 20 21 16.206518 262.651221
258 26 27 15.677349 245.779272
258 28 29 16.270371 264.724986
259 0 1 15.733330 247.537665
259 4 15 15.889888 252.488556
259 5 24 16.240293 263.747116
259 7 14 15.980267 255.368949
259 8 9 15.734649 247.579187
259 10 23 15.646055 244.799028
259 12 13 16.475787 271.451561
259 16 17 16.115695 259.715621
259 18 19 16.017397 256.557004
259 20 21 15.674426 245.687622
259 26 27 16.337679 266.919770
259 28 29 15.966050 254.914757
260 0 1 15.730681 247.454328
260 4 15 15.640880 244.637121
260 5 24 15.803372 249.746570
260 7 14 15.899325 252.788549
260 8 9 16.236950 263.638537
260 10 23 16.101433 259.256149
260 12 13 16.398650 268.915736
260 16 17 15.740655 247.768221
260 18 19 16.193234 262.220825
260 20 21 16.435046 270.110744
260 26 27 15.735939 247.619770
260 28 29 16.145727 260.684485
261 0 1 15.694258 246.309741
261 4 15 15.939649 254.072424
261 5 24 16.525220 273.082898
261 7 14 15.636083 244.487076
261 8 9 15.880287 252.183530
261 10 23 15.981783 255.417400
261 12 13 16.050305 257.612304
261 16 17 16.053375 257.710836
261 18 19 15.861126 251.575316
261 20 21 16.539884 273.567749
261 26 27 16.155495 261.000009
261 28 29 15.789061 249.294452
262 0 1 16.257910 264.319624
262 4 15 15.894224 252.626344
262 5 24 16.647021 277.123300
262 7 14 15.952093 254.469281
262 8 9 16.343474 267.109147
262 10 23 15.688630 246.133100
262 12 13 15.738680 247.706041
262 16 17 15.594530 243.189361
262 18 19 15.804915 249.795336
262 20 21 16.177610 261.715076
262 26 27 16.198238 262.382920
262 28 29 15.855803 251.406497
263 0 1 16.097943 259.143773
263 4 15 16.099104 259.181144
263 5 24 15.667446 245.468878
263 7 14 15.688822 246.139144
263 8 9 15.876753 252.071284
263 10 23 15.563209 242.213481
263 12 13 16.251471 264.110304
263 16 17 16.063249 258.027956
263 18 19 16.296024 265.560400
263 20 21 15.829960 250.587624
263 26 27 15.782639 249.091701
263 28 29 15.876373 252.059225
264 0 1 16.315006 266.179429
264 4 15 16.037243 257.193164
264 5 24 16.083078 258.665414
264 7 14 15.829627 250.577081
264 8 9 16.312909 266.111000
264 10 23 16.223034 263.186841
264 12 13 15.337931 235.252125
264 16 17 16.060816 257.949796
264 18 19 15.747309 247.977729
264 20 21 16.296941 265.590274
264 26 27 16.055749 257.787089
264 28 29 16.111692 259.586633
265 0 1 15.823319 250.377425
265 2 3 16.153045 260.920861
265 4 15 15.910614 253.147636
265 5 24 15.358817 235.893258
265 7 14 15.945487 254.258564
