# frame	protein_index	rx	ry	rz	r
21	11	1.110000	2.090000	-6.137000	6.577459
21	13	-0.530000	-3.840000	-5.809900	6.984371
21	15	0.390000	-4.180000	-1.865000	4.593770
21	17	3.980000	4.150000	-2.784000	6.388549
21	21	0.810000	-0.730000	-7.073000	7.156558
21	23	2.760000	-2.680000	-5.634000	6.822167
21	27	-2.650000	4.122000	-4.966300	6.976928
21	29	1.210000	2.380000	-7.020100	7.510679
22	0	-2.430000	-0.930000	-6.278000	6.795814
22	2	-2.680000	2.200000	-4.701000	5.841387
22	4	0.430000	3.540000	-6.119000	7.082278
22	6	-0.540000	3.240000	-5.322400	6.254370
22	8	-0.680000	-3.066000	-5.597000	6.417879
22	12	2.860000	1.820000	-5.460300	6.427043
22	14	-0.830000	-2.520000	-6.479000	7.001196
22	18	3.930000	0.241000	-5.412000	6.692737
22	20	-1.500000	-3.870000	-5.660000	7.018725
22	22	-2.850000	-1.260000	-5.050000	5.934021
22	28	3.224200	3.633000	-3.762700	6.144271
22	1	4.460000	-0.180000	-5.361700	6.976520
22	3	0.190000	-1.542000	-6.186300	6.378415
22	5	2.300000	-4.440000	-4.501400	6.728016
22	11	-1.350000	-1.650000	-6.754000	7.082480
22	13	2.130000	1.120000	-6.829000	7.240617
22	15	2.280000	5.020000	-4.159000	6.906235
22	17	1.170000	2.850000	-6.081000	6.816888
22	21	-1.640000	-2.580000	-6.334000	7.033175
22	23	4.270000	3.530000	-3.814000	6.726098
22	27	-3.040000	1.167000	-6.213000	7.014617
22	29	-1.290000	-1.270000	-7.171900	7.396834
23	0	-6.020000	0.250000	-4.314000	7.410364
23	2	1.581000	1.400000	-6.868500	7.185809
23	4	-2.890000	1.660000	-5.459000	6.395966
23	6	-2.010000	5.440000	-3.048000	6.551641
23	8	-3.590000	0.178000	-6.255800	7.214902
23	12	0.280000	-5.810000	-3.386000	6.730490
23	14	3.450000	-1.180000	-5.856000	6.898379
23	18	-4.920000	-3.194000	-3.276000	6.718647
23	20	1.360000	0.520000	-6.846500	6.999612
23	22	-1.110000	-1.570000	-5.417000	5.748120
23	28	1.232700	-0.900000	-6.974000	7.139063
23	1	-2.427000	3.242000	-5.249000	6.629698
23	3	-1.590000	-0.266000	-6.723000	6.913580
23	5	2.574000	2.750000	-4.932200	6.206011
