Angle
29.075763
20.206964
28.097103
1.894296
3.628709
5.764701
16.068486
26.207603
39.416203
23.811998
11.494650
17.990050
29.837626
25.925371
75.465094
18.273298
29.437249
34.729180
14.235241
24.051754
35.258363
18.233255
21.850996
29.269868
0.918374
21.087083
30.157418
15.275961
46.217602
19.996379
31.742568
10.429584
42.551984
59.923734
13.733077
22.623515
56.842003
34.808605
16.789409
25.757473
14.848949
38.861409
44.369203
65.347089
19.118723
20.759170
12.827319
28.782006
16.723466
18.364266
13.128956
10.915758
11.054379
53.487121
6.197061
25.485772
43.186033
23.979498
16.548606
24.777266
35.985181
17.499244
15.161865
17.614173
18.261753
3.089457
22.777387
0.595561
22.279428
31.508397
32.774797
37.758597
5.276616
5.583409
43.181664
22.588144
4.974553
31.445172
32.377382
37.417984
4.162317
26.776618
46.309912
19.040308
46.898558
31.074969
8.401202
15.390218
42.360256
54.188719
10.235779
54.621572
32.387332
25.122533
22.825017
18.699321
19.402113
31.936216
22.797916
7.091515
21.332777
13.231833
7.218541
29.880926
25.924992
30.735315
11.176832
23.545660
28.137264
10.064639
38.046183
9.551484
18.514780
8.460141
11.670147
25.838872
13.211254
45.136698
28.031807
35.116830
21.718746
18.741574
40.269239
35.361396
9.169117
31.285183
21.017287
36.805641
3.747270
6.895898
10.878059
13.875837
24.607921
7.889791
40.732703
20.093630
5.666622
26.530608
12.727113
32.210864
16.526385
15.285861
38.514107
51.756983
22.238907
14.571892
37.736588
4.606034
13.203536
40.159580
7.889522
20.530418
19.326139
19.787813
33.785037
4.937347
7.348366
32.027949
19.077243
19.462313
16.269775
36.743209
3.202501
11.372403
38.691122
35.439729
12.320622
34.868868
21.356354
32.054800
29.408038
18.123102
10.759580
40.078675
26.822090
8.139950
22.686755
31.586719
29.731399
32.856505
12.994777
18.008270
5.083106
18.637425
30.473774
10.807583
22.241946
34.794949
10.717716
27.370874
35.650165
48.604083
42.595009
30.248999
18.518264
4.257070
32.035091
17.053704
54.099591
7.093541
8.778365
10.138509
35.529631
12.481372
14.175333
23.244875
43.275487
16.607024
12.303971
22.164013
50.800778
13.180879
33.444903
10.223029
12.502454
7.532408
21.171841
10.146339
37.829900
9.033994
33.637147
14.631985
38.197307
6.716700
25.450746
17.037445
50.063245
6.550146
8.009438
53.140956
10.632317
30.467589
52.688071
29.432823
14.616401
21.164636
24.707686
17.498147
7.605397
48.143391
32.553034
28.525093
9.214955
40.656257
37.221285
24.692326
10.939708
23.813312
20.661703
25.095592
16.116432
11.870779
22.397870
43.960387
12.525866
42.550949
12.824156
27.383192
15.929130
20.690683
38.162910
55.774575
5.644609
15.150485
39.513983
22.842155
14.751155
44.468159
16.765508
6.474042
21.859312
12.652045
28.399347
21.900454
14.346387
18.918624
56.236167
9.787345
17.465481
3.251827
8.501872
20.476044
16.845732
15.532260
4.878458
16.037557
13.733119
34.150605
19.220412
32.496338
4.513816
32.816791
20.787471
7.134678
53.422396
18.690435
22.291945
11.261521
24.438133
9.099758
14.764004
9.870281
30.656223
52.259177
27.692407
19.104890
34.972892
31.575378
27.354956
11.671971
12.521369
43.048276
16.097418
39.177811
19.231487
9.658356
20.056878
32.794713
9.227545
13.648719
19.282511
23.687947
15.972309
7.853819
24.686923
35.464286
45.056812
13.883878
18.996972
21.053464
23.528161
42.550578
25.196443
39.591027
28.508590
19.839625
43.141059
25.691389
28.634661
47.679234
15.841194
29.151569
30.179619
27.468473
6.000519
6.157142
25.517361
35.835908
42.803279
20.330605
5.010636
16.917484
5.387127
29.713903
22.406877
22.480156
17.930980
41.306960
44.368406
14.855865
19.032172
7.555461
9.210651
24.708775
20.543208
24.424796
19.329044
19.614377
13.951275
14.534767
14.997641
6.559363
17.243370
28.487232
10.808500
13.366686
24.494896
34.098148
27.029009
19.705274
9.501492
11.822219
17.341145
36.311296
8.620173
15.033952
41.944820
32.460473
24.132884
14.338314
7.071601
