# frame	R_proto	L_proto	RB_LB_dist
289	12	25	1.230744
289	16	19	0.962167
289	22	27	1.417074
290	1	26	1.320973
290	4	11	1.470145
290	10	29	1.338859
290	12	25	0.989767
290	16	19	1.303583
290	22	27	1.254473
291	1	26	1.325932
291	4	11	1.468818
291	10	29	1.430009
291	12	25	1.049059
291	16	19	1.442255
291	22	27	1.429147
292	1	26	1.275828
292	4	11	1.237404
292	10	29	1.166123
292	12	25	1.339201
292	16	19	1.497750
292	22	27	0.980352
293	1	26	1.288216
293	4	11	1.028696
293	10	29	1.068197
293	12	25	1.077422
293	16	19	1.315988
293	22	27	0.963225
294	1	26	1.293240
294	4	11	1.078345
294	10	29	1.141778
294	12	25	1.258851
294	16	19	1.144433
294	22	27	1.462404
295	1	26	1.428028
295	4	11	1.356650
295	10	29	1.387709
295	12	25	1.403060
295	16	19	1.326885
295	22	27	1.227182
296	1	26	1.400024
296	4	11	1.177074
296	10	29	1.153170
296	12	25	1.354403
296	16	19	1.350956
296	22	27	1.153695
297	1	26	1.459190
297	4	11	1.010794
297	10	29	1.023829
297	12	25	1.414303
297	16	19	1.470423
297	22	27	0.967904
298	1	26	1.203976
298	4	11	1.248279
298	10	29	1.440019
298	12	25	1.042374
298	16	19	1.219404
298	22	27	1.217343
299	1	26	1.214392
299	4	11	1.336918
299	10	29	1.189671
299	12	25	1.239948
299	16	19	1.118730
299	22	27	1.168954
300	1	26	1.446895
300	4	11	1.356770
300	10	29	0.997346
300	12	25	1.496496
300	22	27	1.051496
301	1	26	1.376459
301	4	11	1.044301
301	10	29	1.454037
301	12	25	1.448938
301	22	27	1.147983
302	1	26	1.451965
302	4	11	1.053867
302	10	29	1.076654
302	12	25	1.197132
302	22	27	1.367638
303	1	26	1.520908
303	4	11	1.121047
303	10	29	1.347836
303	12	25	1.123343
303	22	27	1.330749
304	1	26	1.174641
304	4	11	1.135870
304	10	29	1.288088
304	12	25	1.467673
304	22	27	1.108992
305	1	26	1.206251
305	4	11	1.316720
305	12	25	1.466814
305	22	27	1.436365
306	1	26	1.042629
306	4	11	1.131546
306	12	25	1.455498
307	1	26	1.074346
307	4	11	1.469625
307	12	25	1.141812
308	1	26	1.491304
308	4	11	1.080491
308	12	25	1.194073
309	1	26	1.088168
309	4	11	1.107792
309	12	25	1.399360
310	1	26	1.495797
310	4	11	1.177455
310	10	29	1.176601
310	12	25	1.502217
311	1	26	1.221065
311	4	11	1.332464
311	10	29	1.371239
311	12	25	1.344554
312	1	26	1.172707
312	4	11	1.434675
312	10	29	1.021477
312	12	25	1.217593
313	1	26	1.477081
313	4	11	1.381157
313	10	29	1.059634
313	12	25	1.181760
314	1	26	1.298392
314	4	11	1.268582
314	10	29	0.994073
314	12	25	1.227795
315	1	26	1.397285
315	4	11	1.260960
315	10	29	1.082248
315	12	25	1.372038
316	1	26	1.335029
316	4	11	1.550221
316	10	29	1.422506
316	12	25	1.193702
317	1	26	1.300558
317	4	11	1.288144
317	10	29	1.456203
317	12	25	1.403623
318	1	26	1.466874
318	4	11	1.285316
318	10	29	1.473315
318	12	25	1.126989
319	1	26	1.338425
319	4	11	1.060293
319	10	29	1.365949
319	12	25	1.317929
320	1	26	1.467856
320	4	11	1.396543
320	10	29	1.059209
320	12	25	1.456191
321	4	11	1.231042
321	10	29	1.367980
321	12	25	1.526316
322	4	11	1.251643
322	10	29	1.310263
322	12	25	1.422152
323	4	11	1.261462
323	10	29	1.516839
323	12	25	1.441555
323	26	27	1.234747
324	10	29	1.230537
324	12	25	1.494602
324	26	27	1.211012
325	10	29	1.293246
325	26	27	1.078101
326	10	29	1.062388
326	12	25	1.294247
326	26	27	1.397520
327	10	29	1.343996
327	12	25	1.080058
328	1	22	1.188053
328	10	29	1.426995
328	12	25	1.475694
329	1	22	1.296333
329	10	29	1.167072
329	12	25	1.253677
330	1	22	1.507006
330	10	29	1.358068
330	12	25	1.372840
331	1	22	1.198276
331	10	29	1.336428
331	12	25	1.180541
332	1	22	1.213667
332	10	29	1.141002
332	12	25	1.572103
333	1	22	1.128259
333	10	29	1.421784
333	12	25	1.286948
334	1	22	1.447717
334	10	29	1.383658
334	12	25	1.280736
335	1	22	1.292905
335	10	29	1.064610
335	12	25	1.116380
336	1	22	1.234609
336	10	29	1.242930
336	12	25	1.200521
337	1	22	1.401109
337	12	25	1.413243
338	1	22	1.452173
338	12	25	0.976901
339	1	22	1.082347
339	10	11	1.395043
339	12	25	1.459263
340	1	22	1.131870
340	10	11	1.379319
340	12	25	1.449345
341	10	11	1.316879
341	12	25	1.214259
342	10	11	1.448814
342	12	25	1.273735
343	10	11	1.386944
343	12	25	1.028405
344	10	11	1.097962
344	13	22	1.285193
345	10	11	1.121259
345	13	22	1.197605
346	10	11	1.101376
346	13	22	1.377774
347	10	11	1.074191
347	13	22	1.363334
348	10	11	1.214424
348	13	22	1.230042
349	10	11	1.513691
349	13	22	1.202248
350	10	11	1.065134
350	12	25	1.466164
350	13	22	1.244490
351	12	25	1.484528
351	13	22	1.329693
352	12	25	1.377863
352	13	22	1.095776
353	12	25	1.113564
353	13	22	1.477303
354	12	25	1.033926
354	13	22	1.015187
355	13	22	1.403139
356	12	25	1.360855
356	13	22	1.142921
357	12	25	1.445130
358	12	25	1.434630
359	10	29	1.177524
359	12	25	1.249533
360	10	29	1.419083
360	12	25	1.167209
361	10	29	1.455674
361	12	25	1.313323
362	10	29	1.181645
362	12	25	1.081432
363	10	29	1.318679
363	12	25	1.164270
364	1	26	1.103812
364	10	29	1.325372
364	12	25	1.240286
365	1	26	1.195325
365	10	29	1.157840
365	12	25	1.116596
366	1	26	1.167693
366	10	29	1.096943
366	12	25	1.389096
367	1	26	1.368003
367	10	29	1.382506
367	12	25	1.422438
368	1	26	1.251162
368	10	29	1.332552
368	12	25	1.354195
369	1	26	1.312130
369	10	29	1.130281
369	12	25	1.417499
370	1	26	1.335698
370	10	29	1.179388
370	12	25	1.422424
371	1	26	1.114017
371	10	29	1.361921
371	12	25	1.112524
372	1	26	1.360043
372	10	29	1.428261
372	12	25	1.481930
373	1	26	1.316924
373	8	9	1.398025
373	10	29	1.143108
373	12	25	1.449212
374	1	26	1.427979
374	8	9	1.008980
374	10	29	1.149476
374	12	25	1.285391
375	1	26	1.084673
375	8	9	1.338970
375	10	29	1.376011
375	12	25	1.158379
376	1	26	1.429588
376	8	9	1.243864
376	10	29	1.139615
376	12	25	1.197236
377	1	26	1.350655
377	8	9	1.145481
377	10	29	1.243067
377	12	25	1.310743
378	1	26	1.148439
378	8	9	1.417693
378	10	29	1.352486
378	12	25	1.049284
379	1	26	1.069987
379	8	9	1.234512
379	10	29	1.141984
379	12	25	1.336452
380	1	26	1.108123
380	8	9	1.228392
380	10	29	1.219018
380	12	25	1.272995
381	1	26	1.402270
381	8	9	1.305402
381	10	29	1.101819
381	12	25	1.222473
382	1	26	1.364788
382	8	9	1.118710
382	10	29	1.228553
382	12	25	1.196969
383	1	26	1.202189
383	8	9	1.423452
383	10	29	1.288311
383	12	25	1.337842
384	1	26	1.480676
384	8	9	1.304130
384	12	25	1.098660
385	1	26	1.206479
385	8	9	1.381469
385	12	25	1.366431
385	19	22	1.368832
386	1	26	1.288652
386	8	9	1.113442
386	12	25	1.332242
387	1	26	1.313873
387	8	9	1.434695
387	12	25	1.210359
388	1	26	1.256662
388	8	9	1.387555
388	12	25	1.126107
389	8	9	1.224796
389	12	25	1.417071
390	1	26	1.170445
390	8	9	1.002856
390	12	25	1.468196
391	1	26	1.487473
391	8	9	1.401483
391	12	25	1.426647
392	1	26	1.183810
392	8	9	1.049587
392	12	25	1.417971
393	1	26	1.259434
393	8	9	1.391715
393	12	25	1.377653
394	1	26	0.966604
394	8	9	1.063551
394	12	25	1.081416
395	1	26	1.290180
395	8	9	1.407744
395	12	25	1.142191
396	1	26	1.340247
396	8	9	1.090194
396	11	20	1.217742
396	12	25	1.448943
397	1	26	1.294965
397	8	9	1.143365
397	11	20	1.409453
397	12	25	1.345833
398	1	26	1.052048
398	8	9	1.431983
398	11	20	119.316960
398	12	25	1.370521
399	1	26	1.486356
399	8	9	1.202572
399	11	20	1.199664
399	12	25	1.477981
400	1	26	1.169841
400	8	9	1.188667
400	11	20	1.224085
400	12	25	1.465759
401	1	26	1.246847
401	8	9	1.306995
401	11	20	1.258801
401	12	25	1.110494
402	1	26	1.438329
402	8	9	1.220317
402	11	20	1.068504
402	12	25	1.432586
403	1	26	1.322054
403	8	9	1.410690
403	11	20	1.304228
403	12	25	1.351045
404	1	26	1.121185
404	8	9	1.306665
404	11	20	1.107905
404	12	25	1.263497
405	1	26	1.253644
405	8	9	1.066940
405	11	20	1.331989
405	12	25	1.233947
406	1	26	1.489307
406	8	9	1.025332
406	12	25	1.018221
407	8	9	1.436310
407	12	25	1.297182
408	8	9	1.130139
408	12	25	1.072970
409	8	9	1.204865
409	11	20	1.076908
409	12	25	1.465325
410	8	9	1.560523
410	11	20	1.110157
410	12	25	1.095217
411	1	26	1.232409
411	8	9	1.334813
411	12	25	1.529099
412	1	26	1.267296
412	8	9	1.312963
412	12	25	1.250840
413	1	26	1.298820
413	8	9	1.486192
413	12	25	1.102336
414	1	26	1.298832
414	8	9	1.207345
414	12	25	1.430140
415	1	26	1.424531
415	8	9	1.382664
415	12	25	1.324601
416	1	26	1.460036
416	8	9	1.294695
416	12	25	1.472196
417	1	26	1.049021
417	8	9	1.484713
417	12	25	1.137346
418	1	26	1.286680
418	8	9	1.144847
418	12	25	1.414589
419	1	26	1.144318
419	8	9	1.194825
419	12	25	1.430545
420	1	26	1.104635
420	8	9	1.281495
420	12	25	1.411632
421	1	26	1.333272
421	8	9	1.382868
421	12	25	1.540372
422	1	26	1.388281
422	8	9	1.333212
422	12	25	1.356341
423	1	26	1.503964
423	8	9	1.484455
423	12	25	1.380172
424	1	26	1.196515
424	8	9	1.440850
424	12	25	1.415463
424	14	27	1.298045
425	1	26	1.285657
425	8	9	1.193643
425	12	25	1.015459
426	1	26	1.104778
426	8	9	1.465857
426	12	25	1.518474
427	1	26	1.376068
427	8	9	1.526199
427	12	25	1.421262
428	1	26	1.060388
428	8	9	1.366383
428	12	25	1.444009
429	1	26	1.033767
429	8	9	1.497389
429	12	25	1.370409
430	1	26	1.057011
430	8	9	1.223030
430	12	25	1.052402
431	1	26	1.121411
431	8	9	1.486249
431	12	25	1.092458
432	1	26	1.331289
432	8	9	1.368623
432	12	25	1.507568
433	1	26	1.318686
433	8	9	1.355642
433	12	25	1.236487
434	8	9	1.323428
434	12	25	1.243393
435	1	26	1.073302
435	8	9	1.073574
436	1	26	1.057753
436	8	9	1.195343
436	11	20	1.230457
437	1	26	1.255130
437	8	9	1.285044
437	11	20	1.466704
437	12	25	1.316572
438	1	26	1.331615
438	8	9	1.455491
438	11	20	1.056941
438	12	25	1.411117
439	1	26	1.126672
439	8	9	1.338070
439	11	20	119.515860
439	12	25	1.371067
440	1	26	1.070905
440	8	9	1.317184
440	11	20	1.310902
440	12	25	1.239501
441	1	26	1.498653
441	8	9	1.256364
441	11	20	1.082357
441	12	25	1.064696
442	1	26	1.363574
442	8	9	1.161448
442	11	20	118.871829
442	12	25	1.355993
443	1	26	1.160041
443	8	9	1.483545
443	11	20	1.475487
443	12	25	1.170002
444	1	26	1.195224
444	8	9	1.271176
444	11	20	1.169436
444	12	25	1.478886
445	1	26	1.373932
445	8	9	1.157221
445	11	20	1.002415
445	12	25	1.352329
446	1	26	1.232893
446	8	9	1.394766
446	11	20	1.398891
446	12	25	1.117361
447	1	26	1.445756
447	8	9	1.072069
447	11	20	1.421087
447	12	25	1.093208
448	8	9	1.085490
448	11	20	1.327225
448	12	25	1.365889
449	8	9	1.083805
449	11	20	1.248005
449	12	25	1.453426
450	8	9	1.402730
450	11	20	1.343175
450	12	25	1.485601
451	8	9	1.162594
451	11	20	1.279714
451	12	25	1.348178
452	8	9	1.430230
452	11	20	1.104746
452	12	25	1.393300
453	8	9	1.472777
453	11	20	1.137431
453	12	25	1.388912
454	8	9	1.264986
454	11	20	1.523835
454	12	25	1.039284
455	8	9	1.289465
455	11	20	1.196086
455	12	25	1.302352
456	8	9	1.366265
456	11	20	1.517967
456	12	25	1.463110
457	8	9	1.287244
457	11	20	1.345762
457	12	25	1.375988
458	8	9	1.092784
458	11	20	1.313370
458	12	25	1.366859
459	8	9	0.962761
459	11	20	1.258430
459	12	25	1.017402
460	8	9	1.299645
460	11	20	1.052958
460	12	25	1.363076
461	8	9	1.329435
461	11	20	1.278634
461	12	25	1.250682
462	8	9	1.292583
462	11	20	1.297552
462	12	25	1.089231
463	8	9	1.298166
463	11	20	1.543841
463	12	25	1.258763
464	8	9	1.491802
464	11	20	118.770768
464	12	25	1.120832
465	8	9	1.241616
465	11	20	1.375954
465	12	25	1.407178
466	8	9	1.509591
466	11	20	1.408513
466	12	25	1.454511
467	8	9	1.100829
467	11	20	1.244710
467	12	25	1.426265
468	8	9	1.424075
468	11	20	118.732108
468	12	25	1.420325
469	8	9	1.330659
469	11	20	1.067145
469	12	25	1.377623
470	8	9	1.311127
470	11	20	1.344172
470	12	25	1.416408
471	8	9	1.096631
471	11	20	1.407968
471	12	25	1.455315
472	8	9	1.066349
472	11	20	1.280134
472	12	25	1.312137
473	8	9	1.309184
473	11	20	1.130266
473	12	25	1.218451
474	8	9	1.181340
474	11	20	1.465837
474	12	25	1.136787
475	8	9	1.455810
475	11	20	1.247303
475	12	25	1.165271
476	8	9	1.330564
476	11	20	1.143369
476	12	25	1.319108
477	8	9	1.221026
477	11	20	1.272337
477	12	25	1.402489
478	8	9	1.277282
478	11	20	1.204018
478	12	25	1.261416
479	8	9	1.232752
479	11	20	1.094919
479	12	25	1.088367
480	8	9	1.469177
480	11	20	1.447543
480	12	25	1.170868
481	8	9	1.285776
481	11	20	1.158410
481	12	25	1.447230
482	8	9	1.388616
482	11	20	1.305079
482	12	25	1.079507
483	8	9	1.258747
483	11	20	1.388728
483	12	25	1.193745
484	8	9	1.387039
484	11	20	1.249780
484	12	25	1.198552
485	8	9	1.268648
485	11	20	1.150484
485	12	25	1.387450
486	1	28	1.360415
486	8	9	1.257200
486	11	20	1.443928
486	12	25	1.244611
487	1	28	1.167926
487	8	9	1.028916
487	11	20	1.115969
487	12	25	1.111152
488	1	28	1.154051
488	8	9	1.266653
488	11	20	1.407459
488	12	25	1.216766
489	1	28	1.330336
489	8	9	1.415459
489	11	20	1.398229
489	12	25	1.450841
490	1	28	1.420512
490	8	9	1.184862
490	11	20	1.254415
491	1	28	1.061658
491	8	9	1.420181
491	11	20	1.502048
492	1	28	1.407264
492	8	9	1.372311
492	11	20	1.458692
493	1	28	1.130688
493	8	9	1.459319
493	11	20	1.218437
493	12	13	1.519416
494	1	28	1.229715
494	8	9	1.326455
494	11	20	1.060985
494	12	13	1.327105
495	1	28	1.334765
495	8	9	1.426264
495	11	20	1.334402
495	12	13	1.404205
496	1	28	1.223094
496	8	9	1.129710
496	11	20	1.439768
496	12	13	1.377580
497	1	28	1.266360
497	8	9	1.444536
497	11	20	1.416215
497	12	13	1.261516
498	1	28	1.473339
498	8	9	1.272040
498	11	20	1.107108
498	12	13	1.335637
499	1	28	1.178333
499	8	9	1.109125
499	11	20	1.422025
499	12	13	1.179053
