0.1100	0.3300	-0.9943	1.0534
-0.1800	-0.9050	-1.0339	1.3858
-0.5200	-0.3600	-0.9130	1.1107
-0.7200	0.0800	-1.0573	1.2817
0.1500	0.2900	-1.2509	1.2928
-0.6600	-0.3280	-0.7400	1.0444
-0.5800	0.1400	-0.8231	1.0166
-0.8600	-0.3400	-1.1663	1.4884
-0.4800	0.6100	-0.9900	1.2580
-1.1000	-0.4840	-0.6590	1.3706
-0.3900	0.1600	-1.3458	1.4103
-0.8600	-0.3000	-0.9021	1.2819
0.2200	0.3300	-1.3400	1.3975
-0.6400	-0.4450	-1.1240	1.3678
-0.5800	-0.3900	-1.3945	1.5598
-0.5800	-0.5600	-0.7017	1.0688
-0.4400	-0.0300	-1.1920	1.2710
-0.7400	-0.6810	-0.8190	1.2970
-0.1600	0.5600	-1.2731	1.4000
-0.3400	-0.8700	-0.4813	1.0508
0.2500	0.4500	-1.0910	1.2064
-0.9700	-0.1190	-0.8220	1.2770
-0.5200	-0.1300	-1.2840	1.3914
-0.4100	-0.8400	-0.9913	1.3625
-0.1400	-0.4200	-1.3130	1.3856
-0.3800	-0.2600	-1.2647	1.3459
-0.0600	-0.6200	-0.9376	1.1257
-0.0300	-0.5600	-1.1650	1.2930
-1.0400	-0.0400	-0.8743	1.3593
-0.5600	-0.6400	-1.0937	1.3854
-0.1000	-0.3900	-1.2030	1.2686
-0.2900	-0.1200	-0.9581	1.0082
-0.0400	-1.0300	-1.0369	1.4621
-0.6200	-0.8400	-0.8310	1.3344
-0.8000	-0.7583	-1.0570	1.5272
-0.9600	-0.5000	-0.8143	1.3545
-0.5000	-0.1600	-1.2943	1.3968
0.5400	-0.2300	-0.9830	1.1449
-0.4500	-0.2878	-1.2840	1.3907
-0.2600	-0.6300	-1.1218	1.3126
-0.9900	-0.5400	-0.9754	1.4910
0.0300	-0.0900	-1.0882	1.0923
-0.3900	-0.4410	-0.7450	0.9495
-0.7400	-0.1600	-1.0080	1.2606
-0.7300	-0.7300	-0.6607	1.2257
0.5600	-0.0700	-0.8490	1.0195
-0.3600	-0.6520	-1.1500	1.3701
-0.3600	0.1700	-0.9801	1.0579
-0.9800	-0.2400	-0.9951	1.4171
0.0400	-0.2300	-1.1900	1.2127
0.7500	-0.4320	-1.3210	1.5793
-0.4800	-0.2700	-1.1942	1.3151
-0.3900	-0.7200	-0.6546	1.0483
0.4300	-0.3400	-1.1590	1.2821
-0.6200	-0.3700	-1.2190	1.4168
-0.4500	-0.5700	-0.9685	1.2105
0.2700	0.0900	-1.4387	1.4666
-0.6600	0.3750	-0.8640	1.1501
0.4500	-1.0400	-0.8823	1.4362
-0.7500	0.1700	-0.7340	1.0631
-0.0700	-0.7896	-1.1430	1.3910
0.5500	-0.8500	-1.1271	1.5150
0.2500	0.4100	-1.0440	1.1491
-0.2700	-0.9429	-0.9190	1.3440
0.6200	-0.4300	-1.0598	1.3010
-0.4400	-0.5700	-0.9930	1.2266
-0.6700	-0.2159	-1.1870	1.3800
-0.6500	-0.2700	-0.8928	1.1369
0.1300	-0.9300	-0.8041	1.2363
-0.4600	-0.0800	-0.9190	1.0308
-0.4800	-0.6015	-1.0060	1.2666
-0.9600	0.1800	-1.0329	1.4216
0.7200	-1.0400	-0.8047	1.4992
-0.5700	-0.4900	-1.2342	1.4451
-0.5300	-0.6790	-1.3023	1.5614
-1.0100	0.1000	-0.9812	1.4117
0.4200	-1.0700	-0.6301	1.3108
-0.2000	-0.6300	-0.8612	1.0856
-0.6200	0.0330	-1.3280	1.4660
-0.6200	0.4900	-1.2446	1.4743
-0.0400	-1.2300	-0.8076	1.4720
0.2700	-0.4800	-1.0440	1.1804
-0.3000	-0.6670	-1.2290	1.4302
-1.1200	-0.4400	-0.6970	1.3906
0.0300	-0.8400	-0.6900	1.0875
0.0600	-0.0800	-1.3597	1.3634
-0.5900	0.4447	-1.2355	1.4396
-0.3300	-0.2900	-0.9371	1.0350
0.1700	-0.7100	-0.8750	1.1396
-0.1100	-0.4300	-0.9490	1.0477
-0.1900	-0.7037	-1.0603	1.2867
-0.7300	-0.2200	-0.9650	1.2299
-0.2600	-0.3900	-1.0045	1.1085
-0.3300	-0.6100	-0.8212	1.0749
-0.0300	-0.4210	-1.1316	1.2077
-0.8600	-0.1600	-0.8192	1.1985
0.5500	-0.4000	-1.0645	1.2632
-0.0100	-0.3700	-1.1890	1.2453
-0.5500	0.0480	-1.2120	1.3318
-0.9700	0.0700	-1.0657	1.4427
-0.1200	-0.2700	-1.2115	1.2470
0.1100	-0.9300	-1.1400	1.4753
-0.1400	-0.5040	-0.9660	1.0985
-1.0400	-0.1100	-0.8005	1.3170
-0.0100	-0.7000	-0.9162	1.1530
-0.5000	-0.5400	-1.3180	1.5095
0.2100	0.2760	-1.3425	1.3866
-0.6700	-0.1500	-0.9943	1.2083
0.6400	-0.6000	-1.1096	1.4145
-0.1500	0.0000	-1.3120	1.3205
-0.3200	0.0890	-1.1130	1.1615
-0.2300	-0.1700	-1.1308	1.1664
0.0700	-0.8800	-1.0139	1.3444
0.6200	-0.2000	-1.1040	1.2819
-0.5500	-0.1900	-1.0686	1.2168
0.6400	-0.4200	-1.2994	1.5081
-0.0400	-0.3500	-0.9930	1.0536
-0.6700	-0.3700	-1.1680	1.3964
0.3400	-0.3700	-1.1573	1.2617
-0.0200	0.0900	-1.1830	1.1866
-0.3100	-0.1400	-1.2357	1.2817
-0.2500	-0.4800	-1.0120	1.1476
0.0900	0.0300	-1.5180	1.5210
0.0300	0.1400	-1.2993	1.3072
-0.3400	-1.2800	-0.7315	1.5130
0.0100	-0.3600	-1.1450	1.2003
-0.0600	-0.2900	-1.2450	1.2797
0.2000	-0.4100	-1.1285	1.2172
-0.4900	-0.9000	-1.1130	1.5129
-0.6100	-0.5600	-1.1073	1.3827
0.2200	-1.1800	-0.7500	1.4154
0.2900	-1.2100	-0.7120	1.4336
-0.2800	-0.3100	-1.3926	1.4539
0.3400	-0.1100	-1.2390	1.2895
0.1300	-0.8800	-0.9550	1.3051
0.4400	-0.6600	-0.9896	1.2683
-0.0600	-0.8700	-1.0056	1.3311
-0.0200	-0.5400	-1.2119	1.3269
-0.1000	-1.0700	-0.9526	1.4361
-0.6300	0.6100	-0.6580	1.0963
-0.2900	-0.1500	-1.3179	1.3578
-0.3600	-0.1400	-1.0124	1.0836
-0.6100	1.0500	0.0317	1.2147
-0.2800	-0.4000	-1.0576	1.1649
0.1500	-0.2400	-1.2573	1.2888
-0.9700	0.7900	-0.5825	1.3800
-0.4900	-0.0300	-1.3938	1.4777
-0.4600	-0.7900	-0.9988	1.3540
-0.7300	1.1000	-0.4404	1.3917
-0.3100	-0.1000	-1.2283	1.2708
-0.0300	-0.3400	-1.4440	1.4838
-0.1900	1.4800	-0.3562	1.5341
