# frame  R_idx  L_idx   Re    Re2
210 1 12 15.126079 228.798261
210 5 18 12.346108 152.426386
210 6 7 13.542057 183.387301
210 14 27 12.993729 168.837000
210 15 22 15.492595 240.020500
210 24 25 14.067664 197.899176
211 1 12 14.600898 213.186225
211 5 18 11.975879 143.421676
211 6 7 14.462017 209.149946
211 14 27 13.641958 186.103029
211 15 22 14.373316 206.592201
211 24 25 14.632600 214.112984
212 1 12 14.644051 214.448225
212 5 18 12.997466 168.934133
212 6 7 13.094002 171.452876
212 14 27 13.410209 179.833704
212 15 22 15.599201 243.335076
212 16 19 13.859428 192.083741
212 24 25 14.254300 203.185076
213 5 18 12.264384 150.415114
213 6 7 14.364039 206.325630
213 14 27 12.663443 160.362801
213 15 22 15.150196 229.528436
213 16 19 14.546881 211.611741
213 24 25 14.121890 199.427784
214 5 18 13.432599 180.434708
214 6 7 15.129557 228.903496
214 14 27 13.112848 171.946776
214 15 22 14.490445 209.972996
214 16 19 14.849416 220.505164
214 24 25 13.753252 189.151949
215 5 18 14.586335 212.761178
215 6 7 13.295747 176.776897
215 14 27 12.538178 157.205900
215 15 22 14.548081 211.646649
215 16 19 14.949792 223.496281
215 24 25 13.458687 181.136244
216 5 18 13.962582 194.953691
216 6 7 14.868239 221.064532
216 14 27 12.431795 154.549529
216 15 22 14.052082 197.461004
216 16 19 13.453467 180.995784
216 24 25 13.251691 175.607325
217 1 12 14.458461 209.047084
217 5 18 14.810433 219.348912
217 6 7 13.939623 194.313092
217 14 27 12.987410 168.672824
217 16 19 14.044365 197.244176
217 24 25 14.305567 204.649236
218 1 12 15.033665 226.011084
218 5 18 14.509267 210.518843
218 6 7 14.655429 214.781590
218 14 27 13.141009 172.686129
218 16 19 14.213347 202.019236
218 24 25 14.571286 212.322389
219 1 12 14.787124 218.659049
219 5 18 14.474955 209.524325
219 6 7 14.705376 216.248070
219 14 27 12.749753 162.556196
219 16 19 15.549727 241.794004
219 24 25 13.302800 176.964500
220 1 12 14.473533 209.483161
220 5 18 13.545066 183.468821
220 6 7 14.618805 213.709462
220 14 27 14.415401 207.803800
220 16 19 15.291640 233.834264
220 24 25 15.023020 225.691124
221 1 12 14.280629 203.936369
221 5 18 14.728201 216.919906
221 6 7 12.796305 163.745426
221 14 27 13.816600 190.898429
221 16 19 14.892230 221.778500
221 24 25 14.915650 222.476609
222 1 12 13.366991 178.676441
222 5 18 14.481851 209.723994
222 6 7 12.920711 166.944779
222 16 19 13.625574 185.656269
222 24 25 15.335991 235.192625
223 1 12 14.883633 221.522541
223 5 18 14.439513 208.499545
223 6 7 13.157452 173.118541
223 13 14 13.258483 175.787384
223 16 19 12.325681 151.922400
223 24 25 14.720345 216.688544
224 1 12 13.629602 185.766061
224 5 18 15.240763 232.280857
224 6 7 13.754288 189.180430
224 13 14 13.636497 185.954056
224 16 19 12.856412 165.287341
224 24 25 14.238154 202.725016
225 1 12 13.895093 193.073601
225 5 18 13.275335 176.234530
225 6 7 14.119582 199.362585
225 13 14 11.371424 129.309284
225 16 19 13.893090 193.017944
225 24 25 13.100605 171.625841
226 1 12 13.703743 187.792564
226 5 18 14.514642 210.674834
226 6 7 13.862750 192.175841
226 13 14 13.549274 183.582829
226 16 19 15.164165 229.951896
226 24 25 13.946657 194.509241
227 1 12 13.259572 175.816244
227 5 18 12.951971 167.753565
227 6 7 13.190669 173.993742
227 13 14 13.324565 177.544024
227 16 19 14.499498 210.235444
227 24 25 14.608668 213.413189
228 1 12 14.210725 201.944696
228 5 18 12.341219 152.305688
228 6 7 13.660906 186.620360
228 13 14 14.579027 212.548025
228 16 19 14.690220 215.802564
228 24 25 14.374401 206.623416
229 1 12 12.992805 168.812969
229 5 18 12.624444 159.376590
229 13 14 14.874871 221.261781
229 16 19 13.973855 195.268629
229 24 25 14.080019 198.246925
230 1 12 14.164860 200.643261
230 5 18 13.636171 185.945171
230 13 14 14.345095 205.781761
230 16 19 15.004501 225.135061
230 24 25 13.137995 172.606904
231 1 12 12.139286 147.362261
231 5 18 14.359402 206.192428
231 13 14 14.341825 205.687949
231 16 19 13.916225 193.661321
231 24 25 13.579051 184.390625
232 1 12 12.417985 154.206356
232 5 18 13.774930 189.748683
232 13 14 14.016637 196.466109
232 16 19 13.967929 195.103041
232 24 25 14.755177 217.715261
233 1 12 12.381107 153.291816
233 5 18 14.714062 216.503610
233 13 14 14.584394 212.704544
233 16 19 14.043756 197.227096
233 17 20 14.766471 218.048661
233 24 25 14.960879 223.827896
234 1 12 11.959213 143.022781
234 5 18 15.286257 233.669645
234 16 19 14.158981 200.476741
234 17 20 15.612243 243.742116
234 24 25 14.137740 199.875684
235 1 12 13.042599 170.109401
235 6 7 13.776265 189.785469
235 16 19 14.507830 210.477141
235 17 20 15.717957 247.054169
235 24 25 13.425616 180.247176
236 1 12 14.351806 205.974344
236 6 7 13.902088 193.268046
236 16 19 14.919577 222.593789
236 17 20 14.602872 213.243876
236 24 25 13.509033 182.493981
237 1 12 14.703487 216.192536
237 6 7 13.570249 184.151656
237 16 19 14.502054 210.309569
237 17 20 14.556752 211.899041
237 24 25 14.150645 200.240744
238 1 12 15.061972 226.862996
238 6 7 14.248680 203.024872
238 10 11 14.687961 215.736196
238 16 19 14.682577 215.578056
238 17 20 14.073152 198.053609
238 24 25 13.556312 183.773600
239 1 12 13.297989 176.836524
239 6 7 13.292078 176.679331
239 10 11 14.847491 220.448001
239 16 19 15.480543 239.647225
239 17 20 15.427946 238.021509
239 24 25 14.883463 221.517476
240 1 12 13.474287 181.556421
240 6 7 13.770076 189.614997
240 10 11 15.143050 229.311956
240 16 19 13.429074 180.340025
240 17 20 15.071931 227.163089
240 24 25 13.230823 175.054676
241 1 12 13.572606 184.215636
241 6 7 14.607074 213.366614
241 10 11 15.505629 240.424521
241 16 19 14.609253 213.430269
241 24 25 14.516374 210.725121
242 1 12 14.790782 218.767241
242 6 7 14.373440 206.595770
242 10 11 14.552299 211.769400
242 13 14 12.223397 149.411425
242 16 19 14.201344 201.678184
242 24 25 14.228807 202.458949
243 1 12 12.661419 160.311521
243 6 7 13.786915 190.079025
243 10 11 15.208479 231.297844
243 13 14 13.283140 176.441808
243 16 19 13.207832 174.446829
243 24 25 13.841645 191.591144
244 1 12 12.954565 167.820756
244 6 7 13.978522 195.399086
244 10 11 14.340540 205.651081
244 13 14 13.322949 177.500981
244 16 19 14.933868 223.020404
244 24 25 14.400274 207.367889
245 1 12 12.951455 167.740196
245 6 7 13.080606 171.102260
245 13 14 13.545089 183.469425
245 16 19 14.530926 211.147796
245 24 25 14.088932 198.498009
246 1 12 14.824146 219.755301
246 6 7 12.574521 158.118572
246 10 11 14.964570 223.938349
246 13 14 12.598886 158.731924
246 16 19 14.250937 203.089200
246 24 25 14.909572 222.295341
247 1 12 14.827746 219.862049
247 6 7 13.855511 191.975176
247 10 11 14.186899 201.268100
247 13 14 11.604883 134.673300
247 16 19 14.424224 208.058225
247 24 25 14.505909 210.421384
248 1 12 13.762424 189.404325
248 6 7 12.334593 152.142185
248 10 11 13.812352 190.781061
248 13 14 10.705873 114.615725
248 16 19 14.273267 203.726141
248 24 25 13.939610 194.312736
249 1 12 14.587011 212.780900
249 6 7 13.515572 182.670694
249 10 11 15.632409 244.372200
249 13 14 12.687806 160.980421
249 16 19 14.594989 213.013704
249 24 25 14.939979 223.202981
250 1 12 13.591400 184.726161
250 6 7 13.557855 183.815429
250 13 14 12.485207 155.880400
250 16 19 14.280791 203.941000
250 24 25 14.996740 224.902200
251 1 12 14.514516 210.671161
251 6 7 14.383596 206.887832
251 13 14 13.839241 191.524600
251 16 19 15.018136 225.544421
251 24 25 15.386487 236.743976
252 1 12 14.097578 198.741696
252 6 7 13.502955 182.329785
252 16 19 14.208478 201.880861
252 24 25 13.087560 171.284236
253 1 12 13.950626 194.619956
253 6 7 14.229036 202.465478
253 16 19 14.025825 196.723764
253 24 25 13.360643 178.506789
254 1 12 15.118933 228.582125
254 6 7 15.484816 239.779529
254 16 19 13.783912 189.996236
254 24 25 14.680427 215.514944
255 1 12 13.218960 174.740916
255 6 7 14.983091 224.493005
255 16 19 13.589675 184.679261
255 24 25 13.892121 192.991025
256 1 12 14.652429 214.693676
256 6 7 13.763101 189.422953
256 16 19 12.925036 167.056564
256 24 25 13.723940 188.346516
257 1 12 13.937064 194.241761
257 6 7 13.717493 188.169625
257 16 19 13.503558 182.346084
257 24 25 14.103834 198.918129
258 1 12 15.149551 229.508900
258 6 7 13.315301 177.297245
258 16 19 12.507353 156.433869
258 24 25 15.841539 250.954349
259 1 12 15.457939 238.947884
259 6 7 12.692286 161.094121
259 10 29 15.462361 239.084600
259 16 19 14.008804 196.246600
259 24 25 14.853505 220.626600
260 1 12 14.721217 216.714225
260 6 7 12.693247 161.118513
260 10 29 15.464372 239.146809
260 16 19 12.083671 146.015109
260 24 25 14.933104 222.997609
261 1 12 14.080523 198.261124
261 6 7 12.683360 160.867622
261 10 29 14.238649 202.739129
261 16 19 14.324969 205.204725
261 24 25 14.936733 223.106000
262 1 12 13.640003 186.049684
262 10 29 15.368260 236.183409
262 17 20 15.607604 243.597300
262 24 25 15.678015 245.800169
263 1 12 13.284275 176.471969
263 10 29 15.095376 227.870369
263 17 20 15.366064 236.115929
263 24 25 14.875571 221.282625
264 1 12 14.477197 209.589225
264 10 29 15.772980 248.786900
264 17 20 15.176801 230.335300
264 24 25 15.535098 241.339264
265 1 12 14.005205 196.145769
265 10 29 15.744911 247.902225
265 17 20 14.602247 213.225624
265 24 25 14.910830 222.332856
266 1 12 14.924749 222.748125
266 10 29 14.609741 213.444525
266 17 20 14.272587 203.706749
266 24 25 14.888633 221.671404
267 1 12 15.048495 226.457216
267 10 29 15.578780 242.698400
267 24 25 14.754178 217.685781
268 10 29 15.163746 229.939204
268 24 25 13.272928 176.170625
269 10 29 14.941247 223.240869
269 24 25 13.600513 184.973956
270 10 29 15.062799 226.887925
270 24 25 14.711780 216.436461
271 10 29 14.496167 210.138869
271 24 25 14.753499 217.665725
272 1 26 12.604738 158.879421
272 10 29 14.433695 208.331541
272 24 25 14.144589 200.069384
273 1 26 12.514636 156.616125
273 10 29 15.456304 238.897344
274 1 26 12.814191 164.203481
274 10 29 15.174939 230.278784
275 1 26 13.505410 182.396100
275 3 22 14.660108 214.918764
275 10 29 14.782798 218.531124
276 1 26 14.504183 210.371316
276 3 22 14.754658 217.699925
276 6 7 14.634580 214.170920
276 10 29 14.901535 222.055741
277 1 26 13.741370 188.825256
277 3 22 15.267015 233.081736
277 6 7 14.321972 205.118870
277 16 19 13.039958 170.040516
278 1 26 14.028871 196.809224
278 3 22 14.493898 210.073076
278 6 7 14.683265 215.598258
278 16 19 14.590482 212.882156
279 1 26 13.188632 173.940004
279 3 22 11.450643 131.117225
279 6 7 14.637622 214.259974
279 16 19 15.062973 226.893141
280 1 26 15.157480 229.749200
280 3 22 13.366041 178.651061
280 6 7 14.606466 213.348858
280 10 29 13.814711 190.846244
280 16 19 15.747486 247.983304
281 1 26 14.470620 209.398829
281 3 22 12.947208 167.630200
281 6 7 14.778870 218.414994
281 10 29 15.123856 228.731009
281 16 19 15.112580 228.390081
282 1 26 14.058896 197.652564
282 3 22 13.657311 186.522136
282 6 7 14.489518 209.946125
282 10 29 13.780675 189.907016
282 16 19 14.398306 207.311225
283 1 26 14.922431 222.678941
283 6 7 14.459370 209.073384
283 10 29 14.213030 202.010225
283 16 19 14.074508 198.091781
284 1 26 14.723849 216.791736
284 6 7 14.534309 211.246145
284 10 29 15.159534 229.811464
284 16 19 13.047868 170.246849
285 1 26 15.382713 236.627856
285 6 7 14.739845 217.263044
285 10 29 14.479227 209.648009
285 16 19 13.550154 183.606669
286 1 26 14.795782 218.915156
286 4 11 15.391741 236.905700
286 6 7 15.189631 230.724885
286 10 29 13.698037 187.636225
286 12 25 12.863103 165.459416
286 16 19 12.973348 168.307761
287 1 26 14.511007 210.569336
287 4 11 15.306037 234.274756
287 6 7 15.008089 225.242749
287 10 29 14.135092 199.800829
287 12 25 15.315450 234.563000
287 16 19 15.383785 236.660841
287 22 27 14.857623 220.748949
288 1 26 14.125841 199.539389
288 4 11 14.190265 201.363624
288 6 7 15.272509 233.249529
288 10 29 14.910272 222.316221
288 12 25 15.206795 231.246609
288 16 19 14.940023 223.204289
288 22 27 14.477218 209.589829
289 1 26 13.531468 183.100625
289 4 11 14.929681 222.895384
289 10 29 14.250976 203.090316
289 12 25 14.825665 219.800344
289 16 19 14.033279 196.932909
289 22 27 13.485727 181.864836
290 1 26 13.108636 171.836341
290 4 11 14.868933 221.085161
290 10 29 13.715113 188.104325
290 12 25 14.245034 202.920996
290 16 19 15.085742 227.579621
290 22 27 14.175335 200.940116
291 1 26 12.975234 168.356709
291 4 11 14.645098 214.478900
291 10 29 13.920996 193.794129
291 12 25 14.292629 204.279244
291 16 19 15.015104 225.453361
291 22 27 14.780238 218.455425
292 1 26 13.074930 170.953789
292 4 11 15.436500 238.285525
292 10 29 13.818396 190.948064
292 12 25 14.549179 211.678596
292 16 19 14.980681 224.420801
292 22 27 15.399955 237.158601
293 1 26 14.178929 201.042024
293 4 11 14.270779 203.655141
293 10 29 13.207072 174.426756
293 12 25 14.691121 215.829029
293 16 19 13.967042 195.078261
293 22 27 14.789168 218.719500
294 1 26 14.484157 209.790801
294 4 11 14.132460 199.726425
294 10 29 12.719995 161.798264
294 12 25 14.609111 213.426116
294 16 19 14.383324 206.880004
294 22 27 15.116043 228.494769
295 1 26 14.167513 200.718425
295 4 11 14.085091 198.389801
295 10 29 13.353551 178.317325
295 12 25 13.717718 188.175789
295 16 19 14.100277 198.817816
295 22 27 15.291178 233.820136
296 1 26 14.048500 197.360341
296 4 11 13.920071 193.768376
296 10 29 13.907925 193.430369
296 12 25 15.400414 237.172761
296 16 19 15.112308 228.381844
296 22 27 14.984664 224.540161
297 1 26 14.865313 220.977544
297 4 11 14.540928 211.438584
297 10 29 14.084210 198.364964
297 12 25 14.408419 207.602525
297 16 19 14.250078 203.064725
297 22 27 13.900174 193.214829
298 1 26 14.449021 208.774200
298 4 11 15.302408 234.163684
298 10 29 13.751682 189.108761
298 12 25 15.218229 231.594489
298 16 19 14.299556 204.477300
298 22 27 14.303567 204.592036
299 1 26 14.927068 222.817364
299 4 11 14.568817 212.250425
299 10 29 13.558573 183.834904
299 12 25 14.871531 221.162424
299 16 19 15.188735 230.697676
299 22 27 14.294265 204.326021
300 1 26 14.306772 204.683729
300 4 11 14.644618 214.464825
300 10 29 12.230128 149.576021
300 12 25 14.745711 217.436000
300 22 27 14.483357 209.767624
301 1 26 14.223008 202.293969
301 4 11 14.314867 204.915409
301 10 29 12.138189 147.335625
301 12 25 15.306821 234.298761
301 22 27 14.204097 201.756369
302 1 26 13.613618 185.330601
302 4 11 14.179736 201.064900
302 10 29 12.103972 146.506144
302 12 25 15.467996 239.258901
302 22 27 13.165240 173.323556
303 1 26 14.695799 215.966504
303 4 11 13.663595 186.693836
303 10 29 13.436282 180.533676
303 12 25 14.792856 218.828584
303 22 27 14.929148 222.879464
304 1 26 13.707947 187.907816
304 4 11 14.243823 202.886496
304 10 29 13.162209 173.243736
304 12 25 15.107764 228.244525
304 22 27 13.990463 195.733044
305 1 26 14.297941 204.431124
305 4 11 12.864679 165.499961
305 12 25 14.501346 210.289025
305 22 27 12.979337 168.463176
306 1 26 13.390921 179.316776
306 4 11 14.422924 208.020725
306 12 25 14.358582 206.168884
307 1 26 14.002033 196.056929
307 4 11 14.472787 209.461556
307 12 25 13.860305 192.108041
308 1 26 14.277162 203.837369
308 4 11 14.302590 204.564084
308 12 25 13.783931 189.996749
309 1 26 14.285857 204.085716
309 4 11 14.362474 206.280656
309 12 25 14.651488 214.666101
310 1 26 15.482930 239.721125
310 4 11 14.209229 201.902189
310 10 29 14.351948 205.978409
310 12 25 14.846999 220.433384
311 1 26 13.004243 169.110344
311 4 11 15.011139 225.334301
311 10 29 15.596503 243.250900
311 12 25 14.032246 196.903924
312 1 26 12.937903 167.389325
312 4 11 14.959399 223.783621
312 10 29 14.990893 224.726861
312 12 25 14.635467 214.196904
313 1 26 13.142951 172.737149
313 4 11 14.210898 201.949624
313 10 29 13.829140 191.245109
313 12 25 15.446861 238.605509
314 1 26 13.471930 181.492889
314 4 11 14.286686 204.109389
314 10 29 13.966208 195.054969
314 12 25 14.248159 203.010041
315 1 26 13.161897 173.235524
315 4 11 15.489120 239.912844
315 10 29 13.988743 195.684929
315 12 25 14.914276 222.435616
316 1 26 11.249001 126.540025
316 4 11 15.354947 235.774409
316 10 29 14.476608 209.572189
316 12 25 14.113940 199.203296
317 1 26 12.634427 159.628756
317 4 11 14.625766 213.913025
317 10 29 14.809633 219.325216
317 12 25 13.295937 176.781944
318 1 26 14.445069 208.660024
318 4 11 15.741510 247.795124
318 10 29 14.227831 202.431161
318 12 25 14.695466 215.956724
319 1 26 14.487471 209.886825
319 4 11 13.312109 177.212244
319 10 29 14.803635 219.147624
319 12 25 14.110260 199.099429
320 1 26 13.487439 181.911001
320 4 11 14.914249 222.434836
320 10 29 14.332673 205.425524
320 12 25 14.815323 219.493809
321 4 11 13.723216 188.326661
321 10 29 14.861276 220.857524
321 12 25 14.556222 211.883600
322 4 11 14.141226 199.974276
322 10 29 15.157902 229.762004
322 12 25 15.539690 241.481976
323 4 11 13.642582 186.120041
323 10 29 15.081761 227.459525
323 12 25 14.117125 199.293225
323 26 27 13.485408 181.856229
324 10 29 15.136334 229.108600
324 12 25 14.777866 218.385325
324 26 27 14.191517 201.399161
325 10 29 14.934531 223.040216
325 26 27 14.107061 199.009184
326 10 29 14.870641 221.135961
326 12 25 15.524549 241.011621
326 26 27 12.664718 160.395089
327 10 29 15.579907 242.733516
327 12 25 14.519956 210.829136
328 1 22 14.867094 221.030489
328 10 29 15.381915 236.603304
328 12 25 15.515993 240.746029
329 1 22 14.087514 198.458061
329 10 29 15.116166 228.498464
329 12 25 14.860852 220.844936
330 1 22 15.497842 240.183109
330 10 29 14.155264 200.371509
330 12 25 15.348811 235.585989
331 1 22 15.049990 226.502184
331 10 29 14.962426 223.874181
331 12 25 14.498341 210.201881
332 1 22 14.887788 221.646221
332 10 29 14.881775 221.467225
332 12 25 16.131686 260.231304
333 1 22 15.145165 229.376025
333 10 29 13.805022 190.578636
333 12 25 14.844087 220.346924
334 1 22 14.428055 208.168776
334 10 29 14.486362 209.854676
334 12 25 15.425168 237.935800
335 1 22 14.880940 221.442384
335 10 29 14.559863 211.989624
335 12 25 14.664086 215.035409
336 1 22 14.570900 212.311116
336 10 29 14.270026 203.633644
336 12 25 14.637122 214.245344
337 1 22 13.177154 173.637400
337 12 25 13.647102 186.243400
338 1 22 14.044825 197.257100
338 12 25 14.914899 222.454221
339 1 22 14.249858 203.058449
339 10 11 14.162742 200.583249
339 12 25 15.753452 248.171249
340 1 22 14.100867 198.834456
340 10 11 14.343303 205.730341
340 12 25 13.783672 189.989609
341 10 11 14.401259 207.396249
341 12 25 14.717923 216.617269
342 10 11 14.806624 219.236100
342 12 25 15.397434 237.080984
343 10 11 15.949667 254.391876
343 12 25 14.622292 213.811425
344 10 11 14.174903 200.927876
344 13 22 14.342235 205.699704
345 10 11 12.972918 168.296600
345 13 22 13.421767 180.143816
346 10 11 14.824891 219.777400
346 13 22 13.233451 175.124216
347 10 11 14.350772 205.944644
347 13 22 14.428254 208.174500
348 10 11 13.690140 187.419944
348 13 22 15.083422 227.509621
349 10 11 13.788308 190.117425
349 13 22 13.951002 194.630444
350 10 11 13.926359 193.943476
350 12 25 15.039753 226.194181
350 13 22 14.102718 198.886664
351 12 25 14.267278 203.555225
351 13 22 15.564183 242.243801
352 12 25 14.735081 217.122600
352 13 22 13.359343 178.472056
353 12 25 13.136882 172.577676
353 13 22 12.732881 162.126249
354 12 25 12.953510 167.793416
354 13 22 12.839597 164.855241
355 13 22 11.464866 131.443144
356 12 25 13.525282 182.933249
356 13 22 13.374548 178.878521
357 12 25 14.662883 215.000125
358 12 25 15.267902 233.108824
359 10 29 14.820793 219.655916
359 12 25 15.138039 229.160236
360 10 29 14.988805 224.664261
360 12 25 15.522335 240.942881
361 10 29 15.270098 233.175889
361 12 25 15.597699 243.288225
362 10 29 14.676394 215.396541
362 12 25 14.594147 212.989136
363 10 29 14.403425 207.458649
363 12 25 15.138330 229.169025
364 1 26 13.273703 176.191204
364 10 29 14.037452 197.050064
364 12 25 14.500879 210.275501
365 1 26 14.583175 212.668984
365 10 29 13.255029 175.695796
365 12 25 14.199918 201.637676
366 1 26 13.356294 178.390584
366 10 29 12.297806 151.236036
366 12 25 14.669291 215.188089
367 1 26 13.439533 180.621049
367 10 29 13.535971 183.222504
367 12 25 13.826174 191.163101
368 1 26 14.408490 207.604589
368 10 29 14.376642 206.687849
368 12 25 14.407697 207.581744
369 1 26 13.071372 170.860756
369 10 29 14.249117 203.037324
369 12 25 13.812089 190.773800
370 1 26 14.601890 213.215181
370 10 29 13.359095 178.465425
370 12 25 14.147963 200.164861
371 1 26 14.963804 223.915441
371 10 29 14.724463 216.809796
371 12 25 14.504441 210.378800
372 1 26 15.469248 239.297621
372 10 29 14.733502 217.076084
372 12 25 15.064429 226.937021
373 1 26 15.460287 239.020461
373 8 9 15.918143 253.387286
373 10 29 13.923197 193.855409
373 12 25 15.875073 252.017929
374 1 26 14.241711 202.826336
374 8 9 15.156397 229.716360
374 10 29 14.517525 210.758525
374 12 25 14.853943 220.639616
375 1 26 13.729604 188.502025
375 8 9 15.355041 235.777289
375 10 29 14.897175 221.925809
375 12 25 13.961637 194.927321
376 1 26 15.436767 238.293789
376 8 9 15.619465 243.967694
376 10 29 14.717910 216.616889
376 12 25 13.739933 188.785764
377 1 26 15.368154 236.180144
377 8 9 14.956505 223.697054
377 10 29 15.172825 230.214609
377 12 25 14.558587 211.952461
378 1 26 15.411644 237.518776
378 8 9 13.737122 188.708517
378 10 29 15.610182 243.677781
378 12 25 15.050051 226.504024
379 1 26 13.336027 177.849604
379 8 9 15.066300 226.993400
379 10 29 14.260456 203.360600
379 12 25 13.980336 195.449784
380 1 26 14.742832 217.351089
380 8 9 14.893302 221.810456
380 10 29 14.173754 200.895309
380 12 25 13.905398 193.360084
381 1 26 13.841659 191.591521
381 8 9 14.380206 206.790325
381 10 29 14.572007 212.343381
381 12 25 14.587762 212.802801
382 1 26 14.160632 200.523496
382 8 9 14.868315 221.066801
382 10 29 15.143574 229.327829
382 12 25 14.669208 215.185649
383 1 26 14.037828 197.060625
383 8 9 15.503520 240.359121
383 10 29 14.606797 213.358529
383 12 25 14.752851 217.646625
384 1 26 14.718179 216.624804
384 8 9 15.457300 238.928109
384 12 25 13.677375 187.070600
385 1 26 13.822619 191.064800
385 8 9 14.224012 202.322504
385 12 25 14.576143 212.463944
385 19 22 14.085369 198.397629
386 1 26 14.719067 216.650925
386 8 9 14.751936 217.619601
386 12 25 14.566419 212.180564
387 1 26 14.883869 221.529544
387 8 9 15.182684 230.513900
387 12 25 14.905065 222.160961
388 1 26 15.419876 237.772589
388 8 9 15.236503 232.151025
388 12 25 14.715512 216.546281
389 8 9 14.695555 215.959349
389 12 25 14.635138 214.187261
390 1 26 14.457549 209.020721
390 8 9 14.970922 224.128500
390 12 25 15.352387 235.695781
391 1 26 14.799366 219.021225
391 8 9 15.261287 232.906884
391 12 25 15.475840 239.501609
392 1 26 14.077980 198.189521
392 8 9 15.230480 231.967524
392 12 25 14.956180 223.687321
393 1 26 13.049297 170.284161
393 8 9 15.371346 236.278264
393 12 25 15.750219 248.069400
394 1 26 12.457584 155.191400
394 8 9 14.473155 209.472221
394 12 25 14.640050 214.331064
395 1 26 13.991016 195.748536
395 8 9 13.988439 195.676421
395 12 25 14.589040 212.840081
396 1 26 14.907724 222.240236
396 8 9 13.589587 184.676876
396 11 20 14.243958 202.890336
396 12 25 15.628467 244.248981
397 1 26 12.572489 158.067481
397 8 9 14.235763 202.656961
397 11 20 14.634868 214.179364
397 12 25 14.902886 222.096004
398 1 26 12.983282 168.565624
398 8 9 14.824420 219.763416
398 11 20 13.964144 194.997316
398 12 25 13.876487 192.556889
399 1 26 13.973613 195.261849
399 8 9 14.937952 223.142409
399 11 20 14.339190 205.612361
399 12 25 15.816712 250.168376
400 1 26 14.191749 201.405741
400 8 9 14.938870 223.169849
400 11 20 14.981306 224.439521
400 12 25 14.571903 212.340361
401 1 26 14.776555 218.346581
401 8 9 13.325471 177.568189
401 11 20 13.842565 191.616616
401 12 25 15.217888 231.584100
402 1 26 15.157358 229.745504
402 8 9 14.644802 214.470221
402 11 20 13.723899 188.345396
402 12 25 14.445984 208.686461
403 1 26 13.129920 172.394789
403 8 9 14.629778 214.030400
403 11 20 14.818991 219.602500
403 12 25 14.877010 221.325425
404 1 26 14.736228 217.156424
404 8 9 14.633805 214.148244
404 11 20 14.024533 196.687529
404 12 25 15.112361 228.383456
405 1 26 14.080776 198.268261
405 8 9 14.507682 210.472829
405 11 20 13.519217 182.769236
405 12 25 15.121612 228.663141
406 1 26 14.026816 196.751564
406 8 9 15.498732 240.210701
406 12 25 15.118038 228.555069
407 8 9 14.626339 213.929804
407 12 25 15.027854 225.836381
408 8 9 14.343950 205.748914
408 12 25 14.616837 213.651925
409 8 9 13.436594 180.542054
409 11 20 13.810579 190.732101
409 12 25 13.762445 189.404900
410 8 9 14.087322 198.452654
410 11 20 14.705110 216.240264
410 12 25 14.401152 207.393181
411 1 26 13.286678 176.535800
411 8 9 14.021768 196.609989
411 12 25 14.317465 204.989816
412 1 26 13.511702 182.566089
412 8 9 14.121740 199.423549
412 12 25 14.282227 203.982004
413 1 26 13.158363 173.142516
413 8 9 15.277775 233.410414
413 12 25 15.389036 236.822416
414 1 26 13.645132 186.189629
414 8 9 15.486624 239.835525
414 12 25 13.931007 194.072964
415 1 26 13.591004 184.715380
415 8 9 14.328541 205.307076
415 12 25 14.008927 196.250024
416 1 26 13.887446 192.861165
416 8 9 14.217276 202.130924
416 12 25 13.627084 185.697416
417 1 26 13.738499 188.746365
417 8 9 14.785265 218.604062
417 12 25 14.245702 202.940036
418 1 26 14.206278 201.818342
418 8 9 14.467228 209.300684
418 12 25 15.187554 230.661800
419 1 26 14.847184 220.438882
419 8 9 13.649232 186.301540
419 12 25 14.623051 213.833621
420 1 26 14.607855 213.389437
420 8 9 14.994286 224.828621
420 12 25 15.434351 238.219189
421 1 26 14.633767 214.147149
421 8 9 14.643252 214.424822
421 12 25 15.194973 230.887204
422 1 26 15.222571 231.726653
422 8 9 14.890284 221.720554
422 12 25 16.001820 256.058229
423 1 26 14.062533 197.754836
423 8 9 15.014246 225.427582
423 12 25 14.870089 221.119544
424 1 26 13.554263 183.718036
424 8 9 15.474681 239.465757
424 12 25 14.006693 196.187444
424 14 27 11.851022 140.446725
425 1 26 12.746986 162.485649
425 8 9 14.775683 218.320794
425 12 25 14.463870 209.203529
426 1 26 14.080987 198.274181
426 8 9 15.259425 232.850051
426 12 25 14.996028 224.880864
427 1 26 13.416003 179.989144
427 8 9 15.559832 242.108360
427 12 25 14.607873 213.389949
428 1 26 14.696763 215.994856
428 8 9 14.273413 203.730305
428 12 25 14.028387 196.795649
429 1 26 15.219178 231.623384
429 8 9 14.991583 224.747549
429 12 25 14.700656 216.109284
430 1 26 13.894973 193.070264
430 8 9 15.736047 247.623182
430 12 25 15.177188 230.347029
431 1 26 14.677679 215.434264
431 8 9 15.947015 254.307288
431 12 25 12.596269 158.666000
432 1 26 13.332325 177.750900
432 8 9 15.043620 226.310489
432 12 25 14.156230 200.398861
433 1 26 13.180101 173.715064
433 8 9 14.867594 221.045354
433 12 25 14.430154 208.229349
434 8 9 14.801635 219.088404
434 12 25 13.439357 180.616329
435 1 26 13.191501 174.015704
435 8 9 14.117514 199.304202
