# frame  R_idx  L_idx   Re    Re2
90 14 27 14.742834 217.351157
90 15 22 14.510083 210.542504
91 7 16 14.694855 215.938772
91 14 27 15.120407 228.626708
91 15 22 14.505154 210.399500
92 7 16 14.607811 213.388153
92 14 27 14.557728 211.927449
92 15 22 14.883616 221.522016
93 7 16 14.749666 217.552636
93 14 27 13.487737 181.919037
93 15 22 14.809804 219.330289
94 7 16 15.238964 232.226010
94 14 27 14.358903 206.178101
94 15 22 14.531255 211.157376
95 7 16 13.920892 193.791242
95 14 27 14.743687 217.376309
95 15 22 13.899555 193.197636
96 7 16 14.474975 209.524896
96 14 27 13.956355 194.779856
96 15 22 14.802693 219.119725
97 7 16 14.588124 212.813353
97 14 27 13.843321 191.637524
97 15 22 14.700176 216.095184
98 7 16 15.435991 238.269830
98 14 27 14.977403 224.322604
98 15 22 13.694475 187.538649
99 7 16 15.511839 240.617145
99 14 27 14.033645 196.943201
99 15 22 14.164571 200.635084
100 7 16 15.639013 244.578735
100 14 27 14.692822 215.879009
100 15 22 14.612669 213.530101
101 7 16 15.132217 228.984002
101 14 27 14.556288 211.885506
101 15 22 15.309345 234.376056
102 7 16 14.591427 212.909734
102 14 27 15.172544 230.206077
102 15 22 14.629453 214.020900
103 7 16 14.913721 222.419086
103 14 27 14.537120 211.327864
103 15 22 14.460290 209.100000
104 7 16 14.463385 209.189501
104 14 27 14.121637 199.420625
104 15 22 14.793874 218.858700
105 14 27 14.322657 205.138509
105 15 22 15.377302 236.461421
105 24 25 15.197414 230.961396
106 14 27 14.443329 208.609741
106 15 22 14.948821 223.467236
106 24 25 14.337264 205.557149
107 14 27 14.636250 214.219800
107 15 22 15.135181 229.073696
107 24 25 13.964774 195.014901
108 14 27 14.822890 219.718069
108 15 22 15.174865 230.276516
108 24 25 13.760376 189.347961
109 14 27 15.134484 229.052621
109 15 22 15.424731 237.922325
109 24 25 13.989008 195.692344
110 14 27 14.673927 215.324136
110 15 22 15.817738 250.200844
110 24 25 13.618512 185.463864
111 6 7 14.463433 209.190893
111 14 27 14.953376 223.603441
111 15 22 14.937746 223.136244
111 24 25 13.897878 193.151016
112 6 7 14.814458 219.468164
112 14 27 15.006813 225.204425
112 15 22 14.708890 216.351436
112 24 25 13.078440 171.045584
113 6 7 14.516278 210.722323
113 14 27 14.916381 222.498429
113 15 22 14.944429 223.335956
113 24 25 14.642523 214.403489
114 6 7 13.949659 194.592974
114 14 27 15.412779 237.553764
114 15 22 15.396919 237.065100
114 24 25 14.314901 204.916396
115 6 7 13.665879 186.756241
115 14 27 15.167835 230.063229
115 15 22 14.636701 214.233025
115 24 25 15.091604 227.756525
116 6 7 13.995781 195.881886
116 8 9 14.217484 202.136849
116 14 27 14.899156 221.984864
116 15 22 14.371592 206.542656
116 24 25 14.341894 205.689925
117 6 7 13.458136 181.121420
117 8 9 15.474010 239.445000
117 14 27 14.959988 223.801241
117 15 22 14.883783 221.526989
117 24 25 13.639373 186.032509
118 6 7 14.692026 215.855637
118 8 9 13.835914 191.432504
118 14 27 14.592622 212.944616
118 15 22 15.010197 225.306000
118 24 25 12.690142 161.039716
119 6 7 15.611435 243.716914
119 8 9 14.534128 211.240881
119 14 27 14.662603 214.991921
119 15 22 14.544639 211.546521
119 24 25 13.541691 183.377400
120 6 7 15.365947 236.112337
120 8 9 14.936503 223.099124
120 14 27 14.220370 202.218936
120 15 22 14.843672 220.334584
120 24 25 13.600946 184.985741
121 6 7 14.678711 215.464568
121 8 9 13.976464 195.341558
121 14 27 14.319176 205.038809
121 15 22 15.350177 235.627924
121 24 25 14.046678 197.309169
122 6 7 15.209683 231.334453
122 8 9 14.667273 215.128901
122 14 27 13.890061 192.933796
122 15 22 14.950233 223.509464
122 24 25 12.929946 167.183500
123 6 7 15.098692 227.970489
123 8 9 14.781691 218.498400
123 14 27 14.965760 223.973969
123 15 22 14.226693 202.398796
123 24 25 14.272207 203.695889
124 6 7 14.615896 213.624405
124 8 9 14.425470 208.094184
124 14 27 14.493703 210.067425
124 15 22 12.361888 152.816276
124 24 25 14.223505 202.308081
125 6 7 14.742432 217.339316
125 8 9 14.462629 209.167629
125 14 27 14.534279 211.245256
125 15 22 13.436139 180.529821
125 24 25 14.870622 221.135384
126 6 7 14.923666 222.715796
126 8 9 15.063719 226.915625
126 14 27 15.016695 225.501124
126 15 22 14.112552 199.164136
126 24 25 15.006876 225.206321
127 6 7 14.348094 205.867800
127 8 9 15.047523 226.427956
127 14 27 14.733079 217.063621
127 15 22 14.463606 209.195909
127 24 25 15.764496 248.519336
128 6 7 15.321855 234.759249
128 8 9 15.065112 226.957600
128 14 27 14.884346 221.543749
128 24 25 14.666814 215.115425
129 6 7 14.659973 214.914818
129 8 9 15.236569 232.153025
129 14 27 15.040822 226.226325
129 24 25 15.329348 234.988900
130 6 7 14.489291 209.939544
130 8 9 15.842015 250.969424
130 14 27 14.473837 209.491961
130 24 25 14.486147 209.848461
131 5 18 14.429233 208.202769
131 6 7 14.987669 224.630237
131 8 9 14.827177 219.845176
131 14 27 14.898396 221.962201
131 24 25 14.567339 212.207369
132 5 18 13.770872 189.636918
132 6 7 14.596937 213.070573
132 8 9 14.619836 213.739609
132 14 27 14.888357 221.663169
132 24 25 13.265553 175.974900
133 5 18 14.773765 218.264133
133 6 7 14.514123 210.659780
133 8 9 15.055614 226.671524
133 14 27 13.573401 184.237224
133 24 25 12.290737 151.062225
134 5 18 14.375166 206.645406
134 6 7 15.168331 230.078280
134 8 9 15.780730 249.031445
134 14 27 14.153111 200.310541
134 22 23 15.546905 241.706244
134 24 25 13.721071 188.267781
135 5 18 14.045053 197.263508
135 6 7 14.733772 217.084049
135 8 9 15.886711 252.387574
135 14 27 14.309092 204.750125
135 22 23 13.354266 178.336424
136 5 18 14.490360 209.970536
136 6 7 14.495801 210.128253
136 8 9 15.272840 233.259656
136 14 27 15.778416 248.958409
136 22 23 14.348068 205.867064
137 5 18 13.303765 176.990173
137 6 7 14.137516 199.869346
137 8 9 15.293609 233.894468
137 14 27 15.075549 227.272169
137 22 23 13.036764 169.957221
138 5 18 13.539175 183.309266
138 6 7 14.938959 223.172505
138 8 9 15.129839 228.912037
138 14 27 14.788974 218.713764
138 22 23 14.172523 200.860404
139 5 18 14.228399 202.447329
139 6 7 15.258087 232.809220
139 8 9 15.361257 235.968212
139 14 27 15.472867 239.409625
139 22 23 14.630040 214.038081
140 5 18 14.513728 210.648293
140 6 7 14.940728 223.225349
140 8 9 14.488280 209.910244
140 14 27 15.208469 231.297525
140 22 23 14.561322 212.032100
141 5 18 13.626352 185.677466
141 6 7 13.620280 185.512037
141 8 9 15.018299 225.549305
141 14 27 14.348459 205.878284
141 22 23 13.891963 192.986644
142 5 18 13.447618 180.838440
142 6 7 14.566933 212.195526
142 8 9 14.308157 204.723350
142 14 27 14.152408 200.290664
142 15 22 15.297695 234.019481
143 6 7 14.012230 196.342584
143 8 9 13.533039 183.143141
143 14 27 14.633817 214.148600
143 15 22 14.379106 206.758696
144 6 7 13.554993 183.737830
144 8 9 14.616840 213.652006
144 14 27 13.392386 179.356000
144 15 22 13.669003 186.841656
145 6 7 12.852202 165.179108
145 8 9 12.755630 162.706100
145 14 27 15.240198 232.263624
145 15 22 13.944779 194.456856
146 6 7 13.111513 171.911762
146 8 9 14.612623 213.528765
146 14 27 14.447317 208.724964
146 15 22 15.074108 227.228741
147 6 7 12.628353 159.475301
147 8 9 14.586048 212.752790
147 14 27 14.637454 214.255069
147 15 22 14.680012 215.502756
148 6 7 12.679253 160.763462
148 8 9 14.921577 222.653453
148 14 27 14.792320 218.812744
148 15 22 14.711677 216.433444
149 5 18 14.204262 201.761050
149 6 7 13.262008 175.880865
149 8 9 14.727900 216.911025
149 14 27 15.096914 227.916825
149 15 22 14.368769 206.461521
150 5 18 14.677430 215.426954
150 6 7 12.003928 144.094285
150 8 9 14.194935 201.496169
150 14 27 14.185221 201.220500
150 15 22 14.342146 205.697141
151 5 18 14.519276 210.809364
151 6 7 12.043761 145.052180
151 8 9 14.635612 214.201124
151 14 27 12.903652 166.504244
151 15 22 14.574537 212.417124
152 4 11 15.189847 230.731441
152 5 18 15.130983 228.946646
152 6 7 13.609783 185.226205
152 8 9 15.046880 226.408596
152 14 27 12.205617 148.977076
152 15 22 14.139057 199.912941
153 4 11 14.562455 212.065109
153 5 18 14.226921 202.405285
153 6 7 13.567345 184.072838
153 8 9 14.734630 217.109316
153 14 27 12.676691 160.698500
153 15 22 14.575328 212.440184
154 4 11 15.621225 244.022681
154 5 18 14.224525 202.337118
154 6 7 12.562221 157.809409
154 8 9 14.711058 216.415229
154 15 22 14.636633 214.231021
155 4 11 14.958309 223.751000
155 5 18 14.486588 209.861228
155 6 7 14.144802 200.075412
155 8 9 14.658258 214.864521
155 15 22 14.982195 224.466164
156 4 11 14.633713 214.145549
156 5 18 14.713011 216.472694
156 6 7 13.887779 192.870417
156 8 9 15.054041 226.624136
156 15 22 15.024885 225.747156
157 4 11 13.845085 191.686381
157 5 18 14.470585 209.397833
157 6 7 13.813201 190.804534
157 15 22 15.408186 237.412200
158 4 11 14.506293 210.432525
158 5 18 13.561936 183.926102
158 6 7 12.649220 160.002777
158 15 22 14.013514 196.378564
159 4 11 13.631641 185.821629
159 5 18 14.763198 217.952009
159 6 7 13.063007 170.642148
159 15 22 13.456545 181.078609
160 4 11 14.746523 217.459944
160 5 18 14.276640 203.822446
160 6 7 15.067367 227.025560
160 15 22 14.518537 210.787924
161 4 11 14.968114 224.044424
161 5 18 14.960451 223.815089
161 6 7 14.455361 208.957452
161 15 22 13.707777 187.903156
162 4 11 15.368781 236.199425
162 5 18 15.125844 228.791150
162 6 7 14.468958 209.350753
162 14 27 13.218673 174.733325
162 15 22 13.514903 182.652616
162 20 23 15.054178 226.628289
163 4 11 15.344155 235.443101
163 5 18 15.414221 237.598218
163 6 7 14.099700 198.801540
163 14 27 11.746318 137.975976
163 15 22 14.899257 221.987861
163 20 23 15.115940 228.491636
164 4 11 15.519975 240.869609
164 5 18 14.236152 202.668030
164 6 7 14.909203 222.284322
164 14 27 13.415909 179.986624
164 15 22 14.538429 211.365929
164 20 23 15.442041 238.456616
165 4 11 14.802875 219.125101
165 5 18 14.298347 204.442715
165 6 7 15.712792 246.891830
165 14 27 13.252339 175.624500
165 15 22 14.723747 216.788721
165 20 23 15.282818 233.564524
166 4 11 15.345944 235.497996
166 5 18 13.953741 194.706897
166 6 7 14.932154 222.969225
166 14 27 15.064397 226.936049
166 15 22 14.647771 214.557209
166 20 23 14.770260 218.160584
167 4 11 15.206784 231.246281
167 5 18 13.415856 179.985202
167 14 27 14.458896 209.059681
167 15 22 14.198753 201.604584
167 20 23 15.778292 248.954504
168 4 11 15.083881 227.523476
168 5 18 13.161135 173.215469
168 14 27 14.306374 204.672349
168 15 22 13.471678 181.486096
168 20 23 14.821061 219.663861
169 4 11 15.319362 234.682856
169 5 18 13.728049 188.459317
169 14 27 14.879453 221.398136
169 15 22 14.508585 210.499029
169 20 23 15.158409 229.777361
170 4 11 14.494678 210.095700
170 5 18 14.397725 207.294478
170 14 27 14.557573 211.922924
170 15 22 14.325871 205.230584
170 20 23 14.225085 202.353036
171 4 11 14.707859 216.321129
171 5 18 13.681956 187.195925
171 14 27 14.514945 210.683636
171 15 22 15.762666 248.461625
171 20 23 14.787084 218.657849
172 4 11 14.276654 203.822841
172 5 18 13.429794 180.359373
172 14 27 13.997997 195.943921
172 15 22 14.578593 212.535361
172 20 23 14.351192 205.956701
173 1 12 14.052918 197.484509
173 4 11 15.363448 236.035544
173 5 18 12.459092 155.228974
173 6 7 14.255493 203.219076
173 14 27 13.265463 175.972516
173 15 22 14.995219 224.856589
173 20 23 13.845969 191.710856
174 1 12 12.610528 159.025424
174 4 11 14.757324 217.778600
174 5 18 14.449836 208.797770
174 6 7 13.535439 183.208120
174 14 27 14.151365 200.261141
174 15 22 14.834916 220.074725
174 20 23 14.092299 198.592896
175 1 12 14.102390 198.877401
175 4 11 15.074305 227.234669
175 5 18 14.963367 223.902362
175 6 7 13.556520 183.779237
175 14 27 13.487572 181.914596
175 15 22 14.252983 203.147524
175 20 23 14.549166 211.678224
176 1 12 15.187247 230.652469
176 4 11 15.424966 237.929576
176 5 18 12.999778 168.994226
176 6 7 13.018594 169.483796
176 14 27 14.032254 196.904149
176 15 22 14.163190 200.595941
176 20 23 13.720625 188.255561
177 1 12 13.663406 186.688661
177 4 11 15.551556 241.850901
177 5 18 14.012377 196.346714
177 6 7 13.759697 189.329265
177 14 27 14.201796 201.691016
177 15 22 14.540388 211.422881
177 20 23 14.032908 196.922516
178 1 12 13.888701 192.896024
178 4 11 14.171746 200.838381
178 5 18 13.392754 179.365865
178 6 7 14.456488 208.990050
178 14 27 13.616466 185.408136
178 15 22 14.567473 212.211269
178 20 23 13.350183 178.227384
179 1 12 14.030216 196.846964
179 4 11 14.632194 214.101109
179 5 18 13.857229 192.022809
179 6 7 13.449792 180.896897
179 14 27 14.287970 204.146084
179 15 22 14.753946 217.678929
180 1 12 13.860876 192.123896
180 4 11 14.820047 219.633796
180 5 18 13.991518 195.762586
180 6 7 14.496931 210.160997
180 14 27 13.936852 194.235844
180 15 22 15.195657 230.908000
181 1 12 13.378514 178.984625
181 4 11 14.760971 217.886276
181 5 18 13.612233 185.292881
181 6 7 13.087558 171.284162
181 14 27 13.583837 184.520616
181 15 22 15.265799 233.044625
182 1 12 13.550759 183.623081
182 4 11 15.274984 233.325124
182 5 18 14.213636 202.027437
182 6 7 11.979921 143.518509
182 14 27 13.208417 174.462284
182 15 22 14.548355 211.654644
183 1 12 12.836368 164.772341
183 4 11 15.032595 225.978921
183 5 18 13.322719 177.494835
183 6 7 13.263124 175.910445
183 14 27 13.838381 191.500789
183 15 22 14.156257 200.399625
184 1 12 14.109888 199.088949
184 4 11 14.029942 196.839269
184 5 18 13.952221 194.664477
184 6 7 14.427665 208.157512
184 14 27 13.654934 186.457221
184 15 22 14.453101 208.892141
185 1 12 13.944172 194.439944
185 4 11 15.283553 233.586984
185 5 18 14.313570 204.878280
185 6 7 12.929093 167.161446
185 14 27 12.543405 157.337000
185 15 22 14.403727 207.467361
186 1 12 13.511276 182.554584
186 4 11 14.994378 224.831361
186 5 18 13.749102 189.037814
186 6 7 11.976827 143.444376
186 14 27 13.268164 176.044184
186 15 22 14.658518 214.872141
187 1 12 13.851894 191.874969
187 4 11 14.646126 214.509000
187 5 18 11.653951 135.814584
187 6 7 12.935068 167.315974
187 14 27 13.084799 171.211961
187 15 22 14.956968 223.710904
188 1 12 13.152759 172.995069
188 5 18 13.641418 186.088293
188 6 7 14.599042 213.132025
188 14 27 15.086953 227.616141
188 15 22 14.312793 204.856044
189 5 18 12.563587 157.843726
189 6 7 14.998086 224.942585
189 14 27 13.529355 183.043449
189 15 22 14.810480 219.350324
189 20 23 14.542993 211.498641
190 5 18 12.986952 168.660923
190 6 7 13.685057 187.280798
190 14 27 14.527575 211.050444
190 15 22 12.796432 163.748681
190 20 23 13.577206 184.340525
190 24 25 14.408727 207.611400
191 5 18 13.779722 189.880726
191 6 7 13.238650 175.261865
191 14 27 13.050315 170.310729
191 15 22 13.474116 181.551796
191 20 23 14.179607 201.061261
191 24 25 14.290057 204.205716
192 1 12 14.760357 217.868136
192 5 18 14.110581 199.108509
192 6 7 13.828786 191.235336
192 14 27 13.872221 192.438509
192 15 22 12.844762 164.987901
192 20 23 14.676125 215.388641
192 24 25 13.672546 186.938525
193 1 12 15.647606 244.847584
193 5 18 14.035743 197.002072
193 6 7 14.720077 216.680664
193 14 27 14.757106 217.772189
193 15 22 12.796829 163.758836
193 20 23 15.085635 227.576369
193 24 25 13.605131 185.099589
194 1 12 15.289552 233.770409
194 5 18 14.709247 216.361959
194 6 7 13.622762 185.579633
194 14 27 14.664231 215.039681
194 15 22 13.068547 170.786925
194 20 23 13.879629 192.644101
194 24 25 13.461539 181.213041
195 1 12 12.861418 165.416064
195 5 18 14.041809 197.172401
195 6 7 13.953484 194.699721
195 14 27 15.201566 231.087596
195 15 22 13.410235 179.834416
195 20 23 13.543130 183.416364
195 24 25 13.773624 189.712716
196 1 12 14.504180 210.371224
196 5 18 14.276597 203.821221
196 6 7 14.671467 215.251949
196 14 27 14.496638 210.152504
196 15 22 13.778512 189.847396
196 20 23 13.703237 187.778700
196 24 25 14.460608 209.109176
197 1 12 13.482575 181.779821
197 5 18 13.520620 182.807156
197 6 7 14.628800 214.001802
197 14 27 13.847332 191.748600
197 15 22 14.606426 213.347669
197 20 23 14.757009 217.769304
197 24 25 14.752289 217.630024
198 1 12 14.652712 214.701956
198 5 18 14.172660 200.864301
198 6 7 14.311742 204.825958
198 14 27 14.099086 198.784221
198 15 22 13.282069 176.413364
198 20 23 13.616241 185.402016
198 24 25 15.146353 229.412001
199 1 12 14.390978 207.100256
199 5 18 12.409805 154.003254
199 6 7 15.320366 234.713606
199 14 27 15.017943 225.538625
199 15 22 13.254942 175.693496
199 24 25 15.081689 227.457329
200 1 12 14.160615 200.523025
200 5 18 14.969468 224.084971
200 6 7 14.011043 196.309325
200 14 27 14.338638 205.596536
200 15 22 13.796632 190.347041
200 24 25 13.959004 194.853804
201 1 12 13.743250 188.876921
201 5 18 13.194206 174.087066
201 6 7 14.961885 223.858017
201 14 27 15.083982 227.526516
201 15 22 14.681041 215.532964
201 24 25 14.642132 214.392021
202 1 12 13.549997 183.602425
202 5 18 14.032930 196.923115
202 6 7 14.695830 215.967405
202 14 27 13.392255 179.352500
202 15 22 13.950746 194.623301
202 24 25 14.815233 219.491129
203 1 12 11.870982 140.920225
203 5 18 13.136674 172.572214
203 6 7 14.444654 208.648025
203 14 27 13.985992 195.607969
203 15 22 14.768649 218.112984
203 24 25 15.320686 234.723425
204 1 12 12.994120 168.847161
204 5 18 14.213618 202.026929
204 6 7 13.947178 194.523765
204 14 27 13.834387 191.390261
204 15 22 14.777267 218.367621
204 24 25 15.562295 242.185024
205 1 12 13.873138 192.463956
205 5 18 13.947846 194.542417
205 6 7 13.789771 190.157781
205 14 27 14.850738 220.544425
205 15 22 14.902411 222.081844
205 24 25 15.161795 229.880025
206 1 12 14.255518 203.219784
206 5 18 14.347515 205.851185
206 6 7 15.313334 234.498213
206 14 27 13.721766 188.286849
206 15 22 13.667444 186.799025
206 24 25 14.336909 205.546964
207 1 12 12.987969 168.687336
207 5 18 13.488545 181.940846
207 6 7 14.143796 200.046954
207 14 27 14.578845 212.542721
207 15 22 13.659198 186.573701
207 24 25 14.601902 213.215529
208 1 12 14.627483 213.963269
208 5 18 14.229751 202.485803
208 6 7 13.529249 183.040579
208 14 27 14.278156 203.865749
208 15 22 13.765987 189.502409
208 24 25 14.786401 218.637656
209 1 12 14.465500 209.250701
209 5 18 12.919192 166.905534
209 6 7 14.272714 203.710374
209 14 27 13.120912 172.158329
209 15 22 15.078638 227.365309
209 24 25 14.547537 211.630841
